id,timestamp,container_memory_used,container_memory_limit,memory_utilization_ratio,memory_growth_rate,container_cpu_used,container_cpu_limit,cpu_utilization_ratio,cpu_throttled_periods,cpu_throttling_ratio,pod_ready_count,pod_total_count,pod_ready_ratio,node_memory_capacity,node_cpu_capacity,node_memory_pressure,services_up_count,services_total_count,service_availability_ratio,cluster_name,namespace,collection_source,created_at
18,2026-05-24 11:59:47,426312273,805306368,0.5294,0.01943,0.1651,0.6,0.2752,0,0,3,3,1.0,68719476736,16.0,false,8,8,1.0,prod-usw2-eks,orders,sysdig,2026-05-24 11:59:47
19,2026-05-24 11:59:47,697827328,1395654656,0.5,0.04196,0.4268,1.0,0.4268,0,0,4,4,1.0,68719476736,16.0,false,10,10,1.0,prod-usw2-eks,payments,sysdig,2026-05-24 11:59:47
20,2026-05-24 11:59:47,2265816875,4294967296,0.5276,0.046137,0.5149,1.2,0.4291,0,0,5,5,1.0,68719476736,16.0,false,13,13,1.0,prod-usw2-eks,search,sysdig,2026-05-24 11:59:47
21,2026-05-24 11:59:47,603979776,1207959552,0.5,0.049597,0.2592,0.8,0.324,0,0,2,2,1.0,68719476736,16.0,false,12,12,1.0,prod-use2-eks,orders,sysdig,2026-05-24 11:59:47
22,2026-05-24 11:59:47,805306368,1610612736,0.5,0.016405,0.2834,1.0,0.2834,0,0,4,4,1.0,68719476736,16.0,false,8,8,1.0,prod-usw2-eks,payments,sysdig,2026-05-24 11:59:47
23,2026-05-24 11:59:47,244966083,523239424,0.4682,-0.004261,0.2914,0.6,0.4857,0,0,4,4,1.0,68719476736,16.0,false,8,8,1.0,prod-usw2-eks,checkout,sysdig,2026-05-24 11:59:47
24,2026-05-24 11:59:47,1957305304,4831838208,0.4051,0.029816,0.5209,1.2,0.4341,0,0,2,2,1.0,68719476736,16.0,false,12,12,1.0,prod-usw2-eks,search,sysdig,2026-05-24 11:59:47
25,2026-05-24 11:59:47,1918272438,3221225472,0.5955,-0.009359,0.3371,1.2,0.2809,0,0,2,2,1.0,68719476736,16.0,false,13,13,1.0,prod-use2-eks,search,sysdig,2026-05-24 11:59:47
26,2026-05-24 11:59:47,602686077,1395654656,0.4318,-0.007775,0.4067,1.0,0.4067,0,0,4,4,1.0,68719476736,16.0,false,11,11,1.0,prod-use2-eks,ledger,sysdig,2026-05-24 11:59:47
27,2026-05-24 11:59:47,383959698,697303040,0.5506,-0.000688,0.2142,0.6,0.357,0,0,4,4,1.0,68719476736,16.0,false,17,17,1.0,prod-usw2-eks,orders,sysdig,2026-05-24 11:59:47
28,2026-05-24 11:59:47,2555475042,4831838208,0.5289,0.045211,0.3582,1.2,0.2985,0,0,5,5,1.0,68719476736,16.0,false,8,8,1.0,prod-usw2-eks,search,sysdig,2026-05-24 11:59:47
29,2026-05-24 11:59:47,507912998,1073741824,0.473,0.00229,0.2643,0.6,0.4405,0,0,2,2,1.0,68719476736,16.0,false,18,18,1.0,prod-usw2-eks,inventory,sysdig,2026-05-24 11:59:47
30,2026-05-24 11:59:47,422785843,603979776,0.7,0.001192,0.154,0.4,0.3851,0,0,3,3,1.0,68719476736,16.0,false,9,9,1.0,dr-use1-eks,notifications,sysdig,2026-05-24 11:59:47
31,2026-05-24 11:59:47,170580647,356515840,0.4785,-0.005469,0.0652,0.15,0.4345,0,0,5,5,1.0,68719476736,16.0,false,14,14,1.0,prod-use2-eks,kube-system,sysdig,2026-05-24 11:59:47
32,2026-05-24 11:59:47,306609600,536870912,0.5711,0.007693,0.133,0.3,0.4433,0,0,2,2,1.0,68719476736,16.0,false,16,16,1.0,prod-usw2-eks,platform,sysdig,2026-05-24 11:59:47
33,2026-05-24 11:59:47,1247770813,3221225472,0.3874,-0.000729,0.4866,1.2,0.4055,0,0,3,3,1.0,68719476736,16.0,false,15,15,1.0,staging-use2-eks,search,sysdig,2026-05-24 11:59:47
34,2026-05-24 11:59:47,348651520,697303040,0.5,0.03731,0.2346,0.8,0.2933,0,0,5,5,1.0,68719476736,16.0,false,10,10,1.0,dr-use1-eks,checkout,sysdig,2026-05-24 11:59:47
35,2026-05-24 11:59:47,348651520,697303040,0.5,-0.002429,0.4,0.8,0.5,0,0,3,3,1.0,68719476736,16.0,false,8,8,1.0,staging-use2-eks,checkout,sysdig,2026-05-24 11:59:47
36,2026-05-24 11:59:47,402653184,805306368,0.5,0.036389,0.2224,0.45,0.4941,0,0,3,3,1.0,68719476736,16.0,false,11,11,1.0,prod-use2-eks,checkout,sysdig,2026-05-24 11:59:47
37,2026-05-24 11:59:47,702181071,1207959552,0.5813,0.0147,0.3425,0.8,0.4282,0,0,4,4,1.0,68719476736,16.0,false,17,17,1.0,dr-use1-eks,orders,sysdig,2026-05-24 11:59:47
38,2026-05-24 11:59:47,2414225989,4294967296,0.5621,0.000307,0.4811,1.2,0.4009,0,0,3,3,1.0,68719476736,16.0,false,17,17,1.0,staging-use2-eks,search,sysdig,2026-05-24 11:59:47
39,2026-05-24 11:59:47,352470578,805306368,0.4377,0.017108,0.2628,0.6,0.4381,0,0,4,4,1.0,68719476736,16.0,false,14,14,1.0,prod-use2-eks,orders,sysdig,2026-05-24 11:59:47
40,2026-05-24 11:59:47,406905599,697303040,0.5835,0.047753,0.2032,0.6,0.3387,0,0,4,4,1.0,68719476736,16.0,false,12,12,1.0,prod-use2-eks,inventory,sysdig,2026-05-24 11:59:47
41,2026-05-24 11:59:47,732535193,1046478848,0.7,0.029931,0.1656,0.8,0.207,0,0,4,4,1.0,68719476736,16.0,false,14,14,1.0,prod-usw2-eks,orders,sysdig,2026-05-24 11:59:47
42,2026-05-24 11:59:47,233871077,603979776,0.3872,-0.0061,0.1779,0.4,0.4448,0,0,4,4,1.0,68719476736,16.0,false,16,16,1.0,prod-use2-eks,notifications,sysdig,2026-05-24 11:59:47
43,2026-05-24 11:59:47,502325932,1073741824,0.4678,-0.009137,0.3803,0.8,0.4753,0,0,2,2,1.0,68719476736,16.0,false,12,12,1.0,prod-use2-eks,checkout,sysdig,2026-05-24 11:59:47
44,2026-05-24 11:59:47,477263094,1073741824,0.4445,0.03193,0.3414,0.8,0.4268,0,0,4,4,1.0,68719476736,16.0,false,18,18,1.0,prod-usw2-eks,checkout,sysdig,2026-05-24 11:59:47
45,2026-05-24 11:59:47,290678221,805306368,0.361,0.040166,0.1103,0.45,0.2451,0,0,2,2,1.0,68719476736,16.0,false,14,14,1.0,prod-use2-eks,platform,sysdig,2026-05-24 11:59:47
46,2026-05-25 01:05:33,355455486,697303040,0.5098,0.049687,0.2666,0.6,0.4444,0,0,2,2,1.0,68719476736,16.0,false,9,9,1.0,prod-usw2-eks,orders,sysdig,2026-05-25 01:05:33
47,2026-05-25 01:05:33,845571686,1207959552,0.7,-0.007983,0.2772,0.8,0.3466,0,0,3,3,1.0,68719476736,16.0,false,12,12,1.0,prod-usw2-eks,orders,sysdig,2026-05-25 01:05:33
48,2026-05-25 01:05:33,649630537,1395654656,0.4655,-0.000706,0.4371,1.0,0.4371,0,0,3,3,1.0,68719476736,16.0,false,10,10,1.0,prod-use2-eks,ledger,sysdig,2026-05-25 01:05:33
49,2026-05-25 01:05:33,402248753,1073741824,0.3746,0.048596,0.228,1.0,0.228,0,0,4,4,1.0,68719476736,16.0,false,18,18,1.0,prod-usw2-eks,identity,sysdig,2026-05-25 01:05:33
50,2026-05-25 01:05:33,301989888,603979776,0.5,-0.003539,0.129,0.45,0.2867,0,0,3,3,1.0,68719476736,16.0,false,11,11,1.0,prod-use2-eks,checkout,sysdig,2026-05-25 01:05:33
51,2026-05-25 01:05:33,389488465,805306368,0.4837,-0.00058,0.2514,0.8,0.3143,0,0,3,3,1.0,68719476736,16.0,false,17,17,1.0,prod-usw2-eks,checkout,sysdig,2026-05-25 01:05:33
52,2026-05-25 01:05:33,1046478848,2092957696,0.5,0.046649,0.1418,0.375,0.3781,0,0,3,3,1.0,68719476736,16.0,false,18,18,1.0,prod-use2-eks,identity,sysdig,2026-05-25 01:05:33
53,2026-05-25 01:05:33,2311560710,4294967296,0.5382,0.003836,0.4587,1.2,0.3823,0,0,2,2,1.0,68719476736,16.0,false,9,9,1.0,dr-use1-eks,search,sysdig,2026-05-25 01:05:33
54,2026-05-25 01:05:33,2134729269,4294967296,0.497,-0.003681,0.5329,1.2,0.4441,0,0,4,4,1.0,68719476736,16.0,false,8,8,1.0,prod-usw2-eks,search,sysdig,2026-05-25 01:05:33
55,2026-05-25 01:05:33,805306368,1610612736,0.5,0.035939,0.4519,1.0,0.4519,0,0,3,3,1.0,68719476736,16.0,false,10,10,1.0,prod-usw2-eks,payments,sysdig,2026-05-25 01:05:33
56,2026-05-25 01:05:33,269856863,603979776,0.4468,0.000774,0.126,0.4,0.3151,0,0,3,3,1.0,68719476736,16.0,false,12,12,1.0,prod-use2-eks,notifications,sysdig,2026-05-25 01:05:33
57,2026-05-25 01:05:33,396380214,697303040,0.5684,-7.5e-05,0.3209,1.0,0.3209,0,0,2,2,1.0,68719476736,16.0,false,11,11,1.0,prod-usw2-eks,identity,sysdig,2026-05-25 01:05:33
58,2026-05-25 01:05:33,2033648207,4831838208,0.4209,0.038728,0.2495,1.2,0.2079,0,0,5,5,1.0,68719476736,16.0,false,18,18,1.0,prod-usw2-eks,search,sysdig,2026-05-25 01:05:33
59,2026-05-25 01:05:33,603979776,1207959552,0.5,-4e-05,0.3542,0.8,0.4428,0,0,2,2,1.0,68719476736,16.0,false,11,11,1.0,prod-use2-eks,orders,sysdig,2026-05-25 01:05:33
60,2026-05-25 01:05:33,1950130850,3489660928,0.5588,0.008818,0.4369,1.05,0.4161,0,0,5,5,1.0,68719476736,16.0,false,10,10,1.0,staging-use2-eks,search,sysdig,2026-05-25 01:05:33
61,2026-05-25 01:05:33,359798231,603979776,0.5957,0.028301,0.155,0.6,0.2583,0,0,2,2,1.0,68719476736,16.0,false,9,9,1.0,prod-usw2-eks,checkout,sysdig,2026-05-25 01:05:33
62,2026-05-25 01:05:33,325477171,697303040,0.4668,0.020487,0.249,0.6,0.415,0,0,3,3,1.0,68719476736,16.0,false,10,10,1.0,prod-use2-eks,platform,sysdig,2026-05-25 01:05:33
63,2026-05-25 01:05:33,601670046,1207959552,0.4981,0.008682,0.2244,0.6,0.374,0,0,4,4,1.0,68719476736,16.0,false,17,17,1.0,prod-usw2-eks,payments,sysdig,2026-05-25 01:05:33
64,2026-05-25 01:05:33,589348823,1073741824,0.5489,-0.003374,0.2937,0.75,0.3916,0,0,3,3,1.0,68719476736,16.0,false,16,16,1.0,prod-use2-eks,identity,sysdig,2026-05-25 01:05:33
65,2026-05-25 01:05:33,432975147,1073741824,0.4032,0.047111,0.1653,0.6,0.2754,0,0,2,2,1.0,68719476736,16.0,false,9,9,1.0,prod-usw2-eks,inventory,sysdig,2026-05-25 01:05:33
66,2026-05-25 01:05:33,697827328,1395654656,0.5,0.005505,0.2427,0.75,0.3235,0,0,4,4,1.0,68719476736,16.0,false,15,15,1.0,prod-use2-eks,payments,sysdig,2026-05-25 01:05:33
67,2026-05-25 01:05:33,729056133,1610612736,0.4527,0.038796,0.253,1.0,0.253,0,0,5,5,1.0,68719476736,16.0,false,9,9,1.0,prod-usw2-eks,ledger,sysdig,2026-05-25 01:05:33
68,2026-05-25 01:05:33,563714457,805306368,0.7,0.048664,0.3658,0.8,0.4573,0,0,2,2,1.0,68719476736,16.0,false,13,13,1.0,prod-use2-eks,checkout,sysdig,2026-05-25 01:05:33
69,2026-05-25 01:05:33,810335932,2147483648,0.3773,-0.001332,0.2736,1.0,0.2736,0,0,2,2,1.0,68719476736,16.0,false,11,11,1.0,prod-usw2-eks,payments,sysdig,2026-05-25 01:05:33
70,2026-05-25 01:05:33,234375171,603979776,0.3881,0.037086,0.1869,0.6,0.3115,0,0,2,2,1.0,68719476736,16.0,false,9,9,1.0,dr-use1-eks,checkout,sysdig,2026-05-25 01:05:33
71,2026-05-25 01:05:33,751619276,1073741824,0.7,0.046477,0.2665,0.6,0.4441,0,0,2,2,1.0,68719476736,16.0,false,9,9,1.0,prod-usw2-eks,inventory,sysdig,2026-05-25 01:05:33
72,2026-05-25 01:05:33,1537479727,3489660928,0.4406,0.038744,0.4868,1.4,0.3477,0,0,2,2,1.0,68719476736,16.0,false,17,17,1.0,prod-usw2-eks,search,sysdig,2026-05-25 01:05:33
73,2026-05-25 01:05:33,2570496177,4831838208,0.532,0.018214,0.5368,1.2,0.4473,0,0,5,5,1.0,68719476736,16.0,false,10,10,1.0,prod-usw2-eks,search,sysdig,2026-05-25 01:05:33
74,2026-05-25 01:05:33,348651520,697303040,0.5,0.035801,0.4,0.8,0.5,0,0,4,4,1.0,68719476736,16.0,false,11,11,1.0,staging-use2-eks,checkout,sysdig,2026-05-25 01:05:33
75,2026-05-25 01:05:33,664970753,1395654656,0.4765,0.019962,0.6,1.0,0.6,0,0.0,3,3,1.0,68719476736,16.0,false,12,12,1.0,prod-use2-eks,ledger,sysdig,2026-05-25 01:05:33
76,2026-05-25 01:05:33,3581822603,6442450944,0.556,0.003625,0.6033,1.6,0.3771,0,0,5,5,1.0,68719476736,16.0,false,12,12,1.0,prod-use2-eks,search,sysdig,2026-05-25 01:05:33
77,2026-05-25 01:05:33,845571686,1207959552,0.7,0.038639,0.2046,0.6,0.341,0,0,2,2,1.0,68719476736,16.0,false,17,17,1.0,prod-usw2-eks,payments,sysdig,2026-05-25 01:05:33
78,2026-05-25 01:05:33,125680355,356515840,0.3525,-0.004774,0.0439,0.2,0.2194,0,0,4,4,1.0,68719476736,16.0,false,9,9,1.0,prod-usw2-eks,kube-system,sysdig,2026-05-25 01:05:33
79,2026-05-25 01:05:33,171810678,402653184,0.4267,0.028149,0.0876,0.3,0.292,0,0,3,3,1.0,68719476736,16.0,false,12,12,1.0,prod-usw2-eks,platform,sysdig,2026-05-25 01:05:33
80,2026-05-25 01:05:33,297873647,603979776,0.4932,0.037731,0.24,0.4,0.6,0,0.0,2,2,1.0,68719476736,16.0,false,13,13,1.0,prod-use2-eks,notifications,sysdig,2026-05-25 01:05:33
81,2026-05-25 01:05:33,249085387,603979776,0.4124,0.008069,0.0696,0.3,0.2321,0,0,2,2,1.0,68719476736,16.0,false,8,8,1.0,staging-use2-eks,notifications,sysdig,2026-05-25 01:05:33
82,2026-05-25 01:05:33,1258638358,2147483648,0.5861,0.045697,0.3159,1.0,0.3159,0,0,5,5,1.0,68719476736,16.0,false,9,9,1.0,prod-usw2-eks,ledger,sysdig,2026-05-25 01:05:33
83,2026-05-25 01:05:33,427356224,805306368,0.5307,0.033252,0.1968,0.4,0.4921,0,0,4,4,1.0,68719476736,16.0,false,10,10,1.0,prod-usw2-eks,notifications,sysdig,2026-05-25 01:05:33
84,2026-05-25 01:05:33,563714457,805306368,0.7,0.042861,0.2262,0.8,0.2827,0,0,2,2,1.0,68719476736,16.0,false,16,16,1.0,prod-use2-eks,checkout,sysdig,2026-05-25 01:05:33
85,2026-05-25 01:05:33,313766830,536870912,0.5844,0.043242,0.1161,0.3,0.387,0,0,4,4,1.0,68719476736,16.0,false,15,15,1.0,prod-usw2-eks,platform,sysdig,2026-05-25 01:05:33
86,2026-05-25 01:05:33,523239424,1046478848,0.5,0.032105,0.1658,0.8,0.2072,0,0,4,4,1.0,68719476736,16.0,false,17,17,1.0,prod-use2-eks,orders,sysdig,2026-05-25 01:05:33
87,2026-05-25 01:05:33,3221225472,6442450944,0.5,0.021293,0.6,1.2,0.5,0,0,4,4,1.0,68719476736,16.0,false,13,13,1.0,dr-use1-eks,search,sysdig,2026-05-25 01:05:33
88,2026-05-25 01:05:33,549719498,1073741824,0.512,0.045879,0.2353,0.6,0.3921,0,0,5,5,1.0,68719476736,16.0,false,11,11,1.0,prod-usw2-eks,platform,sysdig,2026-05-25 01:05:33
89,2026-05-25 01:05:33,751619276,1073741824,0.7,0.010581,0.1918,0.6,0.3197,0,0,2,2,1.0,68719476736,16.0,false,18,18,1.0,prod-use2-eks,checkout,sysdig,2026-05-25 01:05:33
90,2026-05-25 01:05:33,422785843,603979776,0.7,0.007677,0.1711,0.4,0.4278,0,0,2,2,1.0,68719476736,16.0,false,13,13,1.0,dr-use1-eks,notifications,sysdig,2026-05-25 01:05:33
91,2026-05-25 14:11:13,1046478848,2092957696,0.5,0.008834,0.2407,0.5,0.4814,0,0,4,4,1.0,68719476736,16.0,false,8,8,1.0,prod-use2-eks,identity,sysdig,2026-05-25 14:11:13
92,2026-05-25 14:11:13,448285410,1073741824,0.4175,-0.000179,0.4025,1.0,0.4025,0,0,2,2,1.0,68719476736,16.0,false,18,18,1.0,prod-usw2-eks,identity,sysdig,2026-05-25 14:11:13
93,2026-05-25 14:11:13,3058881807,5368709120,0.5698,0.003622,0.3584,1.05,0.3413,0,0,4,4,1.0,68719476736,16.0,false,10,10,1.0,prod-use2-eks,search,sysdig,2026-05-25 14:11:13
94,2026-05-25 14:11:13,312213410,697303040,0.4477,0.024657,0.1691,0.6,0.2818,0,0,2,2,1.0,68719476736,16.0,false,9,9,1.0,prod-use2-eks,inventory,sysdig,2026-05-25 14:11:13
95,2026-05-25 14:11:13,581644678,1073741824,0.5417,0.007601,0.2203,0.6,0.3672,0,0,2,2,1.0,68719476736,16.0,false,11,11,1.0,prod-usw2-eks,inventory,sysdig,2026-05-25 14:11:13
96,2026-05-25 14:11:13,1621322094,3489660928,0.4646,0.016145,0.535,1.4,0.3821,0,0,2,2,1.0,68719476736,16.0,false,14,14,1.0,prod-usw2-eks,search,sysdig,2026-05-25 14:11:13
97,2026-05-25 14:11:13,1073741824,2147483648,0.5,-0.003813,0.3473,0.75,0.4631,0,0,2,2,1.0,68719476736,16.0,false,15,15,1.0,prod-use2-eks,payments,sysdig,2026-05-25 14:11:13
98,2026-05-25 14:11:13,226871909,523239424,0.4336,0.048758,0.1754,0.6,0.2924,0,0,5,5,1.0,68719476736,16.0,false,13,13,1.0,prod-usw2-eks,checkout,sysdig,2026-05-25 14:11:13
99,2026-05-25 14:11:13,805306368,1610612736,0.5,0.002192,0.4653,1.0,0.4653,0,0,4,4,1.0,68719476736,16.0,false,15,15,1.0,prod-usw2-eks,payments,sysdig,2026-05-25 14:11:13
100,2026-05-25 14:11:13,422785843,603979776,0.7,0.032689,0.1413,0.4,0.3532,0,0,4,4,1.0,68719476736,16.0,false,16,16,1.0,dr-use1-eks,notifications,sysdig,2026-05-25 14:11:13
101,2026-05-25 14:11:13,886382963,1610612736,0.5503,0.030707,0.3784,1.0,0.3784,0,0,5,5,1.0,68719476736,16.0,false,11,11,1.0,dr-use1-eks,ledger,sysdig,2026-05-25 14:11:13
102,2026-05-25 14:11:13,166715504,356515840,0.4676,0.00175,0.0689,0.15,0.4596,0,0,2,2,1.0,68719476736,16.0,false,11,11,1.0,staging-use2-eks,kube-system,sysdig,2026-05-25 14:11:13
103,2026-05-25 14:11:13,350568959,697303040,0.5027,0.049766,0.4598,1.0,0.4598,0,0,4,4,1.0,68719476736,16.0,false,11,11,1.0,staging-use2-eks,identity,sysdig,2026-05-25 14:11:13
104,2026-05-25 14:11:13,1073741824,2147483648,0.5,0.038117,0.232,1.0,0.232,0,0,2,2,1.0,68719476736,16.0,false,9,9,1.0,prod-usw2-eks,payments,sysdig,2026-05-25 14:11:13
105,2026-05-25 14:11:13,549503282,1395654656,0.3937,0.024449,0.327,0.75,0.4361,0,0,5,5,1.0,68719476736,16.0,false,15,15,1.0,staging-use2-eks,payments,sysdig,2026-05-25 14:11:13
106,2026-05-25 14:11:13,504134178,1073741824,0.4695,-0.005719,0.1862,0.45,0.4137,0,0,4,4,1.0,68719476736,16.0,false,10,10,1.0,dr-use1-eks,orders,sysdig,2026-05-25 14:11:13
107,2026-05-25 14:11:13,387579827,1073741824,0.361,-0.001662,0.2139,0.8,0.2674,0,0,5,5,1.0,68719476736,16.0,false,16,16,1.0,prod-usw2-eks,checkout,sysdig,2026-05-25 14:11:13
108,2026-05-25 14:11:13,603979776,1207959552,0.5,0.034994,0.3643,0.8,0.4553,0,0,2,2,1.0,68719476736,16.0,false,16,16,1.0,prod-use2-eks,orders,sysdig,2026-05-25 14:11:13
109,2026-05-25 14:11:13,1755731274,3489660928,0.5031,0.022936,0.4133,1.05,0.3936,0,0,5,5,1.0,68719476736,16.0,false,15,15,1.0,staging-use2-eks,search,sysdig,2026-05-25 14:11:13
110,2026-05-25 14:11:13,194254994,348127232,0.558,0.042695,0.0624,0.2,0.3119,0,0,5,5,1.0,68719476736,16.0,false,11,11,1.0,prod-use2-eks,kube-system,sysdig,2026-05-25 14:11:13
111,2026-05-25 14:11:13,513587826,1073741824,0.4783,0.000957,0.2672,0.75,0.3563,0,0,5,5,1.0,68719476736,16.0,false,9,9,1.0,prod-usw2-eks,identity,sysdig,2026-05-25 14:11:13
112,2026-05-25 14:11:13,356826674,805306368,0.4431,0.028,0.1899,0.6,0.3164,0,0,4,4,1.0,68719476736,16.0,false,14,14,1.0,prod-use2-eks,orders,sysdig,2026-05-25 14:11:13
113,2026-05-25 14:11:13,3221225472,6442450944,0.5,0.046793,0.6,1.2,0.5,0,0,4,4,1.0,68719476736,16.0,false,17,17,1.0,dr-use1-eks,search,sysdig,2026-05-25 14:11:13
114,2026-05-25 14:11:13,679064343,1610612736,0.4216,0.01859,0.2902,1.0,0.2902,0,0,4,4,1.0,68719476736,16.0,false,8,8,1.0,prod-usw2-eks,ledger,sysdig,2026-05-25 14:11:13
115,2026-05-25 14:11:13,697827328,1395654656,0.5,-0.00496,0.218,1.0,0.218,0,0,2,2,1.0,68719476736,16.0,false,18,18,1.0,prod-usw2-eks,payments,sysdig,2026-05-25 14:11:13
116,2026-05-25 14:11:13,1674745385,3221225472,0.5199,0.028783,0.2241,0.9,0.249,0,0,2,2,1.0,68719476736,16.0,false,11,11,1.0,prod-usw2-eks,search,sysdig,2026-05-25 14:11:13
117,2026-05-25 14:11:13,2089205742,4026531840,0.5189,0.020662,0.2992,1.05,0.2849,0,0,3,3,1.0,68719476736,16.0,false,10,10,1.0,prod-use2-eks,search,sysdig,2026-05-25 14:11:13
118,2026-05-25 14:11:13,697827328,1395654656,0.5,0.005196,0.2805,1.0,0.2805,0,0,5,5,1.0,68719476736,16.0,false,8,8,1.0,prod-use2-eks,payments,sysdig,2026-05-25 14:11:13
119,2026-05-25 14:11:13,269874471,603979776,0.4468,0.016901,0.2061,0.6,0.3435,0,0,3,3,1.0,68719476736,16.0,false,10,10,1.0,prod-usw2-eks,checkout,sysdig,2026-05-25 14:11:13
120,2026-05-25 14:11:13,636638711,1395654656,0.4562,-0.005459,0.3733,1.0,0.3733,0,0,2,2,1.0,68719476736,16.0,false,14,14,1.0,prod-use2-eks,ledger,sysdig,2026-05-25 14:11:13
121,2026-05-25 14:11:13,411432258,805306368,0.5109,0.026214,0.2188,0.45,0.4863,0,0,2,2,1.0,68719476736,16.0,false,18,18,1.0,prod-use2-eks,orders,sysdig,2026-05-25 14:11:13
122,2026-05-25 14:11:13,296392325,603979776,0.4907,0.02445,0.24,0.4,0.6,0,0.0,4,4,1.0,68719476736,16.0,false,10,10,1.0,prod-use2-eks,notifications,sysdig,2026-05-25 14:11:13
123,2026-05-25 14:11:13,2136620389,4831838208,0.4422,-0.008426,0.2417,1.2,0.2014,0,0,4,4,1.0,68719476736,16.0,false,17,17,1.0,prod-usw2-eks,search,sysdig,2026-05-25 14:11:13
124,2026-05-25 14:11:13,1798553668,4294967296,0.4188,0.042953,0.342,1.2,0.285,0,0,4,4,1.0,68719476736,16.0,false,16,16,1.0,prod-use2-eks,search,sysdig,2026-05-25 14:11:13
