id,time_bucket,cluster_name,namespace,pod_name,metric_name,avg_value,min_value,max_value,stddev_value,sample_count,percentile_95,percentile_99,created_at
41,2026-05-25 03:00:00,prod-use2-eks,platform,config-svc-ddd1723-06ca5,go_gc_duration_seconds,1719.139,1031.484,3094.451,257.871,92,2578.709,3008.494,2026-05-25 03:00:28
42,2026-05-25 03:00:00,prod-usw2-eks,checkout,checkout-web-f628153-c1833,container_network_receive_bytes_total,1300.25,780.15,2340.449,195.037,45,1950.374,2275.437,2026-05-25 03:00:28
43,2026-05-25 03:00:00,prod-usw2-eks,ledger,ledger-svc-0744083-43011,http_requests_total,4480.486,2688.292,8064.875,672.073,85,6720.729,7840.851,2026-05-25 03:00:28
44,2026-05-25 03:00:00,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,container_network_receive_bytes_total,1230.039,738.023,2214.07,184.506,109,1845.058,2152.568,2026-05-25 03:00:28
45,2026-05-25 03:00:00,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,go_gc_duration_seconds,1862.381,1117.428,3352.285,279.357,85,2793.571,3259.166,2026-05-25 03:00:28
46,2026-05-25 03:00:00,dr-use1-eks,inventory,inventory-svc-4ccbe67-9cbde,container_memory_working_set_bytes,2691.195,1614.717,4844.151,403.679,56,4036.793,4709.591,2026-05-25 03:00:28
47,2026-05-25 03:00:00,prod-usw2-eks,search,search-api-db28570-d359e,container_memory_working_set_bytes,3454.341,2072.605,6217.814,518.151,90,5181.512,6045.097,2026-05-25 03:00:28
48,2026-05-25 03:00:00,prod-use2-eks,inventory,inventory-svc-3e28589-98330,http_request_duration_ms,3642.201,2185.321,6555.962,546.33,46,5463.302,6373.852,2026-05-25 03:00:28
49,2026-05-25 03:00:00,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,process_open_fds,865.44,519.264,1557.792,129.816,63,1298.16,1514.52,2026-05-25 03:00:28
50,2026-05-25 03:00:00,staging-use2-eks,payments,payments-api-dde4d16-a3d09,container_memory_working_set_bytes,3451.619,2070.971,6212.914,517.743,43,5177.428,6040.333,2026-05-25 03:00:28
51,2026-05-25 03:00:00,dr-use1-eks,checkout,checkout-web-4263246-52f3a,http_request_duration_ms,4416.09,2649.654,7948.962,662.414,46,6624.135,7728.158,2026-05-25 03:00:28
52,2026-05-25 03:00:00,prod-use2-eks,payments,payments-api-1ce3577-591ac,http_request_duration_ms,753.473,452.084,1356.251,113.021,63,1130.209,1318.577,2026-05-25 03:00:28
53,2026-05-25 03:00:00,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,container_fs_usage_bytes,2067.231,1240.339,3721.016,310.085,42,3100.847,3617.655,2026-05-25 03:00:28
54,2026-05-25 03:00:00,prod-use2-eks,orders,orders-worker-06e2683-7270e,go_gc_duration_seconds,4838.5,2903.1,8709.3,725.775,100,7257.75,8467.375,2026-05-25 03:00:28
55,2026-05-25 03:00:00,prod-use2-eks,checkout,cart-svc-527eb80-045c0,container_memory_rss,3599.655,2159.793,6479.38,539.948,51,5399.483,6299.397,2026-05-25 03:00:28
56,2026-05-25 03:00:00,staging-use2-eks,checkout,checkout-web-aca9086-f5fe6,container_memory_rss,2129.015,1277.409,3832.226,319.352,75,3193.522,3725.776,2026-05-25 03:00:28
57,2026-05-25 03:00:00,prod-use2-eks,checkout,checkout-web-47df111-4e24c,tcp_established,3577.041,2146.225,6438.674,536.556,84,5365.562,6259.822,2026-05-25 03:00:28
58,2026-05-25 03:00:00,staging-use2-eks,notifications,notifications-26e9347-44fc8,process_open_fds,2027.903,1216.742,3650.225,304.185,66,3041.854,3548.83,2026-05-25 03:00:28
59,2026-05-25 03:00:00,prod-usw2-eks,search,search-api-8352074-5b766,process_open_fds,4744.952,2846.971,8540.914,711.743,75,7117.428,8303.666,2026-05-25 03:00:28
60,2026-05-25 03:00:00,prod-usw2-eks,orders,orders-worker-b907131-2627d,container_memory_rss,4716.828,2830.097,8490.29,707.524,73,7075.241,8254.448,2026-05-25 03:00:28
61,2026-05-25 18:00:00,prod-use2-eks,checkout,cart-svc-51c2594-4d271,container_cpu_usage_seconds_total,3106.441,1863.865,5591.594,465.966,115,4659.662,5436.272,2026-05-25 18:00:25
62,2026-05-25 18:00:00,prod-use2-eks,identity,auth-gateway-bf1d422-2018d,container_memory_rss,3874.469,2324.681,6974.044,581.17,34,5811.703,6780.32,2026-05-25 18:00:25
63,2026-05-25 18:00:00,prod-usw2-eks,orders,orders-worker-b907131-2627d,container_fs_usage_bytes,2813.9,1688.34,5065.02,422.085,53,4220.85,4924.325,2026-05-25 18:00:25
64,2026-05-25 18:00:00,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,tcp_established,2153.797,1292.278,3876.835,323.07,94,3230.696,3769.145,2026-05-25 18:00:25
65,2026-05-25 18:00:00,prod-use2-eks,payments,payments-api-7fa4649-debd8,container_cpu_usage_seconds_total,3396.58,2037.948,6113.845,509.487,87,5094.871,5944.016,2026-05-25 18:00:25
66,2026-05-25 18:00:00,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,container_cpu_usage_seconds_total,3989.891,2393.934,7181.803,598.484,105,5984.836,6982.309,2026-05-25 18:00:25
67,2026-05-25 18:00:00,staging-use2-eks,search,search-api-8ca0b98-505ff,container_network_receive_bytes_total,2268.038,1360.823,4082.468,340.206,99,3402.057,3969.066,2026-05-25 18:00:25
68,2026-05-25 18:00:00,prod-usw2-eks,notifications,notifications-abd2926-3451e,container_memory_working_set_bytes,1835.863,1101.518,3304.553,275.379,57,2753.795,3212.76,2026-05-25 18:00:25
69,2026-05-25 18:00:00,prod-use2-eks,ledger,ledger-svc-204e643-7d23b,container_memory_working_set_bytes,1306.346,783.808,2351.423,195.952,59,1959.519,2286.105,2026-05-25 18:00:25
70,2026-05-25 18:00:00,dr-use1-eks,search,search-api-d416b43-7cb20,container_memory_working_set_bytes,4959.986,2975.992,8927.975,743.998,64,7439.979,8679.976,2026-05-25 18:00:25
71,2026-05-25 18:00:00,prod-use2-eks,payments,payments-api-c9c2b74-00142,container_cpu_usage_seconds_total,3765.215,2259.129,6777.387,564.782,102,5647.822,6589.126,2026-05-25 18:00:25
72,2026-05-25 18:00:00,prod-usw2-eks,search,search-api-a47d446-4ffe2,tcp_established,1643.796,986.277,2958.832,246.569,107,2465.693,2876.642,2026-05-25 18:00:25
73,2026-05-25 18:00:00,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,http_requests_total,4746.607,2847.964,8543.893,711.991,33,7119.911,8306.563,2026-05-25 18:00:25
74,2026-05-25 18:00:00,prod-use2-eks,inventory,inventory-svc-bfded25-1e6d2,container_fs_usage_bytes,1627.598,976.559,2929.676,244.14,83,2441.397,2848.296,2026-05-25 18:00:25
75,2026-05-25 18:00:00,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,container_network_receive_bytes_total,1365.084,819.05,2457.151,204.763,102,2047.626,2388.897,2026-05-25 18:00:25
76,2026-05-25 18:00:00,prod-use2-eks,identity,session-store-4732511-0dba8,container_network_receive_bytes_total,4456.213,2673.728,8021.184,668.432,36,6684.32,7798.373,2026-05-25 18:00:25
77,2026-05-25 18:00:00,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,kube_pod_container_status_restarts_total,4629.547,2777.728,8333.185,694.432,69,6944.321,8101.708,2026-05-25 18:00:25
78,2026-05-25 18:00:00,prod-usw2-eks,search,recommendation-87e3198-026ea,container_cpu_usage_seconds_total,4963.952,2978.371,8935.114,744.593,78,7445.928,8686.916,2026-05-25 18:00:25
79,2026-05-25 18:00:00,prod-usw2-eks,orders,orders-worker-0696c96-a62c8,container_fs_usage_bytes,3530.454,2118.272,6354.817,529.568,46,5295.681,6178.295,2026-05-25 18:00:25
80,2026-05-25 18:00:00,prod-use2-eks,search,recommendation-c460126-52814,container_memory_working_set_bytes,394.266,236.56,709.679,59.14,32,591.4,689.966,2026-05-25 18:00:25
81,2026-05-25 18:00:00,prod-use2-eks,search,indexer-4680271-0a829,container_network_receive_bytes_total,4278.645,2567.187,7701.561,641.797,82,6417.967,7487.629,2026-05-25 18:00:25
82,2026-05-25 18:00:00,prod-usw2-eks,ledger,ledger-svc-842cd31-95bfa,container_memory_working_set_bytes,3525.778,2115.467,6346.4,528.867,86,5288.667,6170.112,2026-05-25 18:00:25
83,2026-05-25 18:00:00,dr-use1-eks,checkout,checkout-web-4263246-52f3a,container_memory_rss,1394.425,836.655,2509.964,209.164,40,2091.637,2440.243,2026-05-25 18:00:25
84,2026-05-25 18:00:00,staging-use2-eks,checkout,checkout-web-2b77739-52fdd,container_memory_working_set_bytes,4387.219,2632.331,7896.994,658.083,120,6580.829,7677.633,2026-05-25 18:00:25
85,2026-05-25 18:00:00,prod-usw2-eks,kube-system,metrics-server-6162d13-d4a14,go_gc_duration_seconds,1735.329,1041.198,3123.593,260.299,56,2602.994,3036.827,2026-05-25 18:00:25
86,2026-05-25 18:00:00,staging-use2-eks,kube-system,coredns-b16ea15-07544,container_memory_working_set_bytes,2197.326,1318.395,3955.186,329.599,59,3295.989,3845.32,2026-05-25 18:00:25
87,2026-05-25 18:00:00,prod-use2-eks,orders,orders-api-e9b4a39-c3784,http_request_duration_ms,2042.089,1225.253,3675.759,306.313,52,3063.133,3573.655,2026-05-25 18:00:25
88,2026-05-25 18:00:00,prod-usw2-eks,checkout,checkout-web-c2b3638-fa6d0,http_requests_total,2602.364,1561.418,4684.255,390.355,37,3903.546,4554.137,2026-05-25 18:00:25
89,2026-05-25 18:00:00,prod-use2-eks,platform,image-resizer-9994630-7c707,tcp_established,589.62,353.772,1061.316,88.443,111,884.43,1031.835,2026-05-25 18:00:25
90,2026-05-25 18:00:00,staging-use2-eks,payments,payments-api-2729261-453da,http_request_duration_ms,395.892,237.535,712.606,59.384,83,593.838,692.811,2026-05-25 18:00:25
91,2026-05-26 08:00:00,prod-usw2-eks,search,recommendation-87e3198-026ea,http_request_duration_ms,2154.177,1292.506,3877.519,323.127,31,3231.266,3769.81,2026-05-26 08:59:40
92,2026-05-26 08:00:00,prod-usw2-eks,ledger,ledger-svc-0744083-43011,http_request_duration_ms,1495.152,897.091,2691.274,224.273,112,2242.728,2616.516,2026-05-26 08:59:40
93,2026-05-26 08:00:00,prod-usw2-eks,notifications,notifications-abd2926-3451e,kube_pod_container_status_restarts_total,2794.706,1676.823,5030.47,419.206,65,4192.058,4890.735,2026-05-26 08:59:40
94,2026-05-26 08:00:00,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,container_network_receive_bytes_total,4475.331,2685.199,8055.596,671.3,33,6712.996,7831.829,2026-05-26 08:59:40
95,2026-05-26 08:00:00,prod-usw2-eks,payments,payments-api-1e23165-1e35b,container_cpu_usage_seconds_total,537.644,322.586,967.759,80.647,118,806.466,940.877,2026-05-26 08:59:40
96,2026-05-26 08:00:00,prod-usw2-eks,orders,orders-api-21c5d48-15186,http_requests_total,1300.158,780.095,2340.285,195.024,105,1950.238,2275.277,2026-05-26 08:59:40
97,2026-05-26 08:00:00,prod-usw2-eks,orders,orders-worker-0696c96-a62c8,container_memory_working_set_bytes,3192.905,1915.743,5747.229,478.936,98,4789.357,5587.584,2026-05-26 08:59:40
98,2026-05-26 08:00:00,staging-use2-eks,payments,payments-api-dde4d16-a3d09,tcp_established,2777.484,1666.49,4999.47,416.623,42,4166.225,4860.596,2026-05-26 08:59:40
99,2026-05-26 08:00:00,staging-use2-eks,identity,session-store-a097c68-649a1,http_requests_total,1685.473,1011.284,3033.851,252.821,100,2528.209,2949.577,2026-05-26 08:59:40
100,2026-05-26 08:00:00,prod-use2-eks,search,search-api-eff0684-a368a,container_memory_working_set_bytes,4919.829,2951.897,8855.691,737.974,54,7379.743,8609.7,2026-05-26 08:59:40
101,2026-05-26 08:00:00,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,kube_pod_container_status_restarts_total,1533.748,920.249,2760.747,230.062,97,2300.623,2684.06,2026-05-26 08:59:40
102,2026-05-26 08:00:00,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,container_memory_working_set_bytes,4818.863,2891.318,8673.953,722.829,68,7228.295,8433.01,2026-05-26 08:59:40
103,2026-05-26 08:00:00,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,container_fs_usage_bytes,1866.814,1120.089,3360.266,280.022,101,2800.222,3266.925,2026-05-26 08:59:40
104,2026-05-26 08:00:00,staging-use2-eks,search,search-api-1605640-8abaf,container_fs_usage_bytes,4729.275,2837.565,8512.695,709.391,32,7093.912,8276.231,2026-05-26 08:59:40
105,2026-05-26 08:00:00,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,process_open_fds,1300.995,780.597,2341.79,195.149,70,1951.492,2276.741,2026-05-26 08:59:40
106,2026-05-26 08:00:00,prod-use2-eks,search,indexer-b07f520-eaf04,container_memory_rss,938.667,563.2,1689.6,140.8,117,1408.0,1642.667,2026-05-26 08:59:40
107,2026-05-26 08:00:00,prod-usw2-eks,identity,session-store-d825e25-14f9f,container_memory_rss,1470.231,882.139,2646.416,220.535,120,2205.346,2572.904,2026-05-26 08:59:40
108,2026-05-26 08:00:00,prod-use2-eks,payments,payments-api-7fa4649-debd8,container_memory_rss,2671.729,1603.038,4809.113,400.759,83,4007.594,4675.526,2026-05-26 08:59:40
109,2026-05-26 08:00:00,prod-use2-eks,identity,auth-gateway-ec6b034-0575b,container_memory_rss,1647.307,988.384,2965.152,247.096,80,2470.96,2882.787,2026-05-26 08:59:40
110,2026-05-26 08:00:00,prod-use2-eks,payments,payments-worker-7a57672-86691,container_network_receive_bytes_total,4794.729,2876.838,8630.513,719.209,56,7192.094,8390.777,2026-05-26 08:59:40
111,2026-05-26 08:00:00,dr-use1-eks,search,search-api-d416b43-7cb20,http_request_duration_ms,4716.291,2829.775,8489.324,707.444,111,7074.437,8253.51,2026-05-26 08:59:40
112,2026-05-26 08:00:00,dr-use1-eks,checkout,checkout-web-4263246-52f3a,tcp_established,4585.506,2751.304,8253.911,687.826,37,6878.259,8024.636,2026-05-26 08:59:40
113,2026-05-26 08:00:00,prod-use2-eks,orders,orders-worker-6ee3345-b0d20,go_gc_duration_seconds,4987.382,2992.429,8977.288,748.107,80,7481.073,8727.919,2026-05-26 08:59:40
114,2026-05-26 08:00:00,prod-use2-eks,search,recommendation-c460126-52814,container_memory_working_set_bytes,372.282,223.369,670.108,55.842,92,558.424,651.494,2026-05-26 08:59:40
115,2026-05-26 08:00:00,prod-use2-eks,kube-system,metrics-server-e2e6924-29c37,http_request_duration_ms,4728.151,2836.891,8510.673,709.223,101,7092.227,8274.265,2026-05-26 08:59:40
116,2026-05-26 08:00:00,prod-use2-eks,orders,orders-worker-06e2683-7270e,container_network_receive_bytes_total,269.455,161.673,485.019,40.418,41,404.183,471.546,2026-05-26 08:59:40
117,2026-05-26 08:00:00,prod-use2-eks,orders,orders-worker-9681c18-374c7,go_gc_duration_seconds,3119.505,1871.703,5615.109,467.926,87,4679.257,5459.134,2026-05-26 08:59:40
118,2026-05-26 08:00:00,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,container_cpu_usage_seconds_total,2822.561,1693.537,5080.61,423.384,86,4233.841,4939.481,2026-05-26 08:59:40
119,2026-05-26 08:00:00,staging-use2-eks,search,search-api-8ca0b98-505ff,container_cpu_usage_seconds_total,2906.352,1743.811,5231.433,435.953,103,4359.528,5086.116,2026-05-26 08:59:40
120,2026-05-26 08:00:00,prod-use2-eks,platform,config-svc-027a395-39a4d,tcp_established,488.184,292.91,878.731,73.228,65,732.276,854.321,2026-05-26 08:59:40
121,2026-05-26 23:00:00,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,container_network_receive_bytes_total,1491.986,895.192,2685.575,223.798,103,2237.98,2610.976,2026-05-26 23:59:46
122,2026-05-26 23:00:00,prod-usw2-eks,search,search-api-a47d446-4ffe2,tcp_established,2539.205,1523.523,4570.57,380.881,35,3808.808,4443.609,2026-05-26 23:59:46
123,2026-05-26 23:00:00,prod-use2-eks,checkout,cart-svc-51c2594-4d271,container_memory_working_set_bytes,3656.361,2193.816,6581.449,548.454,37,5484.541,6398.631,2026-05-26 23:59:46
124,2026-05-26 23:00:00,dr-use1-eks,inventory,inventory-svc-4ccbe67-9cbde,http_request_duration_ms,172.963,103.778,311.333,25.944,91,259.444,302.685,2026-05-26 23:59:46
125,2026-05-26 23:00:00,staging-use2-eks,payments,payments-api-2729261-453da,kube_pod_container_status_restarts_total,495.799,297.48,892.439,74.37,38,743.699,867.649,2026-05-26 23:59:46
126,2026-05-26 23:00:00,staging-use2-eks,checkout,checkout-web-aca9086-f5fe6,container_cpu_usage_seconds_total,1343.764,806.258,2418.775,201.565,96,2015.646,2351.587,2026-05-26 23:59:46
127,2026-05-26 23:00:00,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,http_request_duration_ms,3756.547,2253.928,6761.785,563.482,63,5634.821,6573.958,2026-05-26 23:59:46
128,2026-05-26 23:00:00,prod-usw2-eks,payments,payments-api-1e23165-1e35b,container_fs_usage_bytes,3870.626,2322.375,6967.126,580.594,104,5805.938,6773.595,2026-05-26 23:59:46
129,2026-05-26 23:00:00,prod-use2-eks,ledger,ledger-svc-204e643-7d23b,container_memory_working_set_bytes,388.579,233.148,699.443,58.287,37,582.869,680.014,2026-05-26 23:59:46
130,2026-05-26 23:00:00,prod-use2-eks,platform,image-resizer-9994630-7c707,kube_pod_container_status_restarts_total,3125.013,1875.008,5625.023,468.752,57,4687.519,5468.772,2026-05-26 23:59:46
131,2026-05-26 23:00:00,prod-use2-eks,search,recommendation-e5d5555-c6e9b,http_requests_total,3719.98,2231.988,6695.965,557.997,55,5579.971,6509.966,2026-05-26 23:59:46
132,2026-05-26 23:00:00,prod-use2-eks,payments,payments-api-c9c2b74-00142,http_request_duration_ms,454.259,272.556,817.667,68.139,35,681.389,794.954,2026-05-26 23:59:46
133,2026-05-26 23:00:00,prod-usw2-eks,orders,orders-api-21c5d48-15186,tcp_established,3571.421,2142.853,6428.558,535.713,62,5357.132,6249.987,2026-05-26 23:59:46
134,2026-05-26 23:00:00,prod-usw2-eks,search,recommendation-1e52697-e4756,container_cpu_usage_seconds_total,3996.432,2397.859,7193.577,599.465,54,5994.647,6993.755,2026-05-26 23:59:46
135,2026-05-26 23:00:00,prod-use2-eks,inventory,inventory-svc-df6d343-0a45b,tcp_established,4807.767,2884.66,8653.98,721.165,96,7211.65,8413.592,2026-05-26 23:59:46
136,2026-05-26 23:00:00,prod-usw2-eks,platform,config-svc-370d832-a686a,http_request_duration_ms,4648.593,2789.156,8367.467,697.289,117,6972.889,8135.038,2026-05-26 23:59:46
137,2026-05-26 23:00:00,prod-use2-eks,search,search-api-1271443-2f040,go_gc_duration_seconds,3389.973,2033.984,6101.952,508.496,83,5084.96,5932.453,2026-05-26 23:59:46
138,2026-05-26 23:00:00,prod-usw2-eks,checkout,checkout-web-ec64e26-f37ce,http_request_duration_ms,676.506,405.904,1217.711,101.476,30,1014.759,1183.886,2026-05-26 23:59:46
139,2026-05-26 23:00:00,staging-use2-eks,identity,session-store-a097c68-649a1,process_open_fds,4727.937,2836.762,8510.287,709.191,46,7091.906,8273.89,2026-05-26 23:59:46
140,2026-05-26 23:00:00,prod-usw2-eks,ledger,ledger-svc-842cd31-95bfa,process_open_fds,1919.907,1151.944,3455.833,287.986,47,2879.861,3359.838,2026-05-26 23:59:46
141,2026-05-26 23:00:00,prod-usw2-eks,identity,session-store-d825e25-14f9f,container_memory_working_set_bytes,4948.253,2968.952,8906.855,742.238,104,7422.379,8659.443,2026-05-26 23:59:46
142,2026-05-26 23:00:00,prod-use2-eks,identity,auth-gateway-9bddb17-f3d59,container_memory_rss,4338.587,2603.152,7809.457,650.788,90,6507.881,7592.528,2026-05-26 23:59:46
143,2026-05-26 23:00:00,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,http_requests_total,1201.977,721.186,2163.559,180.297,101,1802.966,2103.46,2026-05-26 23:59:46
