id,metric_name,metric_value,unit,cluster_name,namespace,pod_name,container_name,timestamp,metadata,node_name,source
33,http_request_duration_ms,774390.421,bytes,staging-use2-eks,platform,config-svc-929cd33-16be4,config-svc,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-8-126-134.use2.compute.internal,sysdig
34,http_request_duration_ms,478170.018,cores,prod-use2-eks,inventory,inventory-svc-bfded25-1e6d2,inventory-svc,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-37-142-3.use2.compute.internal,sysdig
35,http_request_duration_ms,455053.999,ms,staging-use2-eks,kube-system,coredns-b16ea15-07544,coredns,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-8-126-134.use2.compute.internal,prometheus
36,process_open_fds,207776.213,cores,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,config-svc,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-21-57-150.use1.compute.internal,sysdig
37,container_fs_usage_bytes,602899.212,ms,prod-use2-eks,orders,orders-worker-9681c18-374c7,orders-worker,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-44-216.use2.compute.internal,sysdig
38,kube_pod_container_status_restarts_total,558839.871,cores,prod-usw2-eks,identity,auth-gateway-d4d3364-aac01,auth-gateway,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-29-63-193.usw2.compute.internal,sysdig
39,http_requests_total,154584.523,bytes,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,checkout-web,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,sysdig
40,tcp_established,43616.15,count,prod-use2-eks,inventory,inventory-svc-3e28589-98330,inventory-svc,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,prometheus
41,container_fs_usage_bytes,695968.533,cores,staging-use2-eks,notifications,notifications-26e9347-44fc8,notifications,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-20-108-255.use2.compute.internal,prometheus
42,process_open_fds,977706.43,ms,dr-use1-eks,checkout,checkout-web-4263246-52f3a,checkout-web,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-21-57-150.use1.compute.internal,sysdig
43,http_requests_total,568178.996,ms,staging-use2-eks,search,search-api-8ca0b98-505ff,search-api,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-20-108-255.use2.compute.internal,sysdig
44,process_open_fds,106846.606,bytes,prod-use2-eks,payments,payments-api-1ce3577-591ac,payments-api,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,sysdig
45,container_fs_usage_bytes,536523.08,bytes,prod-usw2-eks,search,indexer-6c1eb29-ca471,indexer,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-12-35-23.usw2.compute.internal,sysdig
46,container_memory_working_set_bytes,679112.735,cores,prod-usw2-eks,search,search-api-8352074-5b766,search-api,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,sysdig
47,container_network_receive_bytes_total,509501.523,cores,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,orders-worker,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,sysdig
48,container_cpu_usage_seconds_total,405792.767,ms,prod-usw2-eks,payments,payments-worker-1d1bf52-dff66,payments-worker,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,prometheus
49,container_network_receive_bytes_total,275320.532,cores,staging-use2-eks,payments,payments-api-dde4d16-a3d09,payments-api,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-70-252.use2.compute.internal,sysdig
50,container_network_receive_bytes_total,352731.337,ms,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,coredns,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,prometheus
51,tcp_established,502411.282,ms,staging-use2-eks,checkout,checkout-web-aca9086-f5fe6,checkout-web,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-70-252.use2.compute.internal,sysdig
52,kube_pod_container_status_restarts_total,119685.704,count,prod-use2-eks,checkout,cart-svc-51c2594-4d271,cart-svc,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-32-13-101.use2.compute.internal,sysdig
53,http_request_duration_ms,988037.516,cores,prod-usw2-eks,orders,orders-api-21c5d48-15186,orders-api,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-29-63-193.usw2.compute.internal,prometheus
54,container_cpu_usage_seconds_total,748666.42,ms,prod-use2-eks,payments,payments-api-c9c2b74-00142,payments-api,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,prometheus
55,container_memory_working_set_bytes,712328.178,count,prod-usw2-eks,payments,payments-api-1e23165-1e35b,payments-api,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,prometheus
56,container_memory_rss,677706.667,cores,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,coredns,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-32-13-101.use2.compute.internal,prometheus
57,go_gc_duration_seconds,567230.412,ms,prod-use2-eks,search,search-api-eff0684-a368a,search-api,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,sysdig
58,process_open_fds,161689.265,count,prod-usw2-eks,search,indexer-b957537-8aa20,indexer,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,prometheus
59,container_cpu_usage_seconds_total,74984.153,cores,prod-usw2-eks,payments,payments-worker-bbc0947-0aa1a,payments-worker,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,sysdig
60,http_request_duration_ms,360456.707,bytes,prod-use2-eks,identity,auth-gateway-bf1d422-2018d,auth-gateway,2026-05-24 12:00:09,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,prometheus
61,go_gc_duration_seconds,649538.066,count,prod-usw2-eks,platform,image-resizer-9683178-b7560,image-resizer,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
62,container_network_receive_bytes_total,310862.427,ms,dr-use1-eks,search,search-api-d416b43-7cb20,search-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-81-216.use1.compute.internal,sysdig
63,container_memory_rss,32536.281,cores,dr-use1-eks,checkout,checkout-web-4263246-52f3a,checkout-web,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-21-57-150.use1.compute.internal,sysdig
64,container_memory_working_set_bytes,583250.671,bytes,prod-usw2-eks,orders,orders-worker-b907131-2627d,orders-worker,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,prometheus
65,process_open_fds,71768.418,count,prod-usw2-eks,checkout,cart-svc-882ca58-64a75,cart-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,prometheus
66,http_requests_total,626127.494,count,staging-use2-eks,identity,session-store-a097c68-649a1,session-store,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-70-252.use2.compute.internal,prometheus
67,process_open_fds,166480.371,cores,prod-usw2-eks,kube-system,metrics-server-6162d13-d4a14,metrics-server,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
68,container_memory_working_set_bytes,877959.465,ms,prod-use2-eks,payments,payments-api-7fa4649-debd8,payments-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-32-13-101.use2.compute.internal,prometheus
69,container_cpu_usage_seconds_total,381887.127,count,prod-use2-eks,search,indexer-b07f520-eaf04,indexer,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,prometheus
70,http_requests_total,828282.255,ms,staging-use2-eks,search,search-api-1605640-8abaf,search-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-20-108-255.use2.compute.internal,prometheus
71,container_fs_usage_bytes,472936.445,bytes,prod-use2-eks,checkout,checkout-web-47df111-4e24c,checkout-web,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,prometheus
72,http_requests_total,280086.991,count,dr-use1-eks,orders,orders-api-8330e48-f22f4,orders-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-29-128-5.use1.compute.internal,sysdig
73,go_gc_duration_seconds,608281.045,cores,prod-usw2-eks,inventory,inventory-svc-bf8f159-02345,inventory-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,prometheus
74,tcp_established,428936.113,cores,prod-usw2-eks,ledger,ledger-svc-0744083-43011,ledger-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,prometheus
75,http_requests_total,749260.193,count,prod-use2-eks,payments,payments-api-1ce3577-591ac,payments-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,prometheus
76,process_open_fds,755741.22,ms,prod-use2-eks,payments,payments-worker-bff7264-02c23,payments-worker,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,prometheus
77,http_requests_total,23741.443,cores,prod-use2-eks,checkout,cart-svc-527eb80-045c0,cart-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,prometheus
78,container_fs_usage_bytes,931908.356,bytes,prod-usw2-eks,payments,payments-api-423b015-b80bd,payments-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,prometheus
79,http_requests_total,629057.97,bytes,prod-usw2-eks,platform,image-resizer-6542c92-1100b,image-resizer,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,sysdig
80,tcp_established,536885.591,bytes,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,cart-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,sysdig
81,go_gc_duration_seconds,973085.811,cores,prod-use2-eks,platform,image-resizer-9994630-7c707,image-resizer,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-44-216.use2.compute.internal,sysdig
82,container_network_receive_bytes_total,171154.53,cores,prod-usw2-eks,payments,payments-worker-bbc0947-0aa1a,payments-worker,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,sysdig
83,container_network_receive_bytes_total,334285.374,bytes,staging-use2-eks,search,search-api-8ca0b98-505ff,search-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-20-108-255.use2.compute.internal,sysdig
84,http_request_duration_ms,554598.683,count,prod-usw2-eks,orders,orders-worker-0696c96-a62c8,orders-worker,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-12-35-23.usw2.compute.internal,prometheus
85,container_network_receive_bytes_total,660358.302,count,prod-usw2-eks,search,search-api-15a6d76-12766,search-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,prometheus
86,container_cpu_usage_seconds_total,989313.78,count,prod-usw2-eks,checkout,checkout-web-ec64e26-f37ce,checkout-web,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,sysdig
87,container_network_receive_bytes_total,840961.785,count,prod-usw2-eks,identity,auth-gateway-fb1c283-81cc8,auth-gateway,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,sysdig
88,process_open_fds,832193.818,count,prod-use2-eks,platform,config-svc-ddd1723-06ca5,config-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,prometheus
89,container_memory_working_set_bytes,489020.292,cores,prod-use2-eks,ledger,ledger-svc-204e643-7d23b,ledger-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,sysdig
90,container_fs_usage_bytes,894794.05,count,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,payments-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,sysdig
91,kube_pod_container_status_restarts_total,637730.094,bytes,prod-use2-eks,ledger,ledger-svc-f4a6d64-16dde,ledger-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,prometheus
92,container_memory_working_set_bytes,892702.221,cores,prod-use2-eks,payments,payments-api-c9c2b74-00142,payments-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,prometheus
93,http_request_duration_ms,941863.236,bytes,prod-use2-eks,inventory,inventory-svc-df6d343-0a45b,inventory-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-32-13-101.use2.compute.internal,prometheus
94,container_memory_rss,814240.487,count,prod-usw2-eks,notifications,notifications-b2aff41-e1772,notifications,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-29-63-193.usw2.compute.internal,prometheus
95,tcp_established,523994.888,bytes,staging-use2-eks,platform,config-svc-929cd33-16be4,config-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-8-126-134.use2.compute.internal,prometheus
96,process_open_fds,860204.571,bytes,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,checkout-web,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,prometheus
97,http_request_duration_ms,168535.562,cores,dr-use1-eks,notifications,notifications-b036879-82982,notifications,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-21-57-150.use1.compute.internal,sysdig
98,go_gc_duration_seconds,51635.538,bytes,prod-use2-eks,search,search-api-eff0684-a368a,search-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,sysdig
99,container_fs_usage_bytes,424458.703,bytes,prod-usw2-eks,orders,orders-api-cbca488-26609,orders-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-12-35-23.usw2.compute.internal,prometheus
100,tcp_established,818198.549,count,prod-usw2-eks,payments,payments-api-6c2b997-3e07d,payments-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,sysdig
101,kube_pod_container_status_restarts_total,750511.934,cores,prod-use2-eks,kube-system,metrics-server-e2e6924-29c37,metrics-server,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,sysdig
102,container_memory_rss,193998.496,count,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,config-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-21-57-150.use1.compute.internal,sysdig
103,container_network_receive_bytes_total,880465.53,bytes,staging-use2-eks,payments,payments-api-dde4d16-a3d09,payments-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-70-252.use2.compute.internal,sysdig
104,http_request_duration_ms,678176.58,count,prod-usw2-eks,orders,orders-api-21c5d48-15186,orders-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-29-63-193.usw2.compute.internal,sysdig
105,go_gc_duration_seconds,8756.339,ms,staging-use2-eks,identity,auth-gateway-c975434-e6ef9,auth-gateway,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-70-252.use2.compute.internal,sysdig
106,process_open_fds,540080.967,bytes,prod-usw2-eks,checkout,checkout-web-f628153-c1833,checkout-web,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,sysdig
107,container_memory_working_set_bytes,836999.895,ms,prod-usw2-eks,checkout,cart-svc-ee38458-64d46,cart-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
108,http_request_duration_ms,182829.97,cores,prod-usw2-eks,search,search-api-8352074-5b766,search-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,sysdig
109,http_requests_total,747211.891,cores,prod-use2-eks,ledger,ledger-svc-1232e29-49ea1,ledger-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,sysdig
110,tcp_established,712540.262,bytes,staging-use2-eks,payments,payments-api-2729261-453da,payments-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-20-108-255.use2.compute.internal,sysdig
111,kube_pod_container_status_restarts_total,65635.622,cores,prod-use2-eks,search,indexer-4680271-0a829,indexer,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,sysdig
112,go_gc_duration_seconds,953255.33,count,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,orders-api,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,sysdig
113,process_open_fds,196659.702,ms,prod-usw2-eks,payments,payments-worker-1d1bf52-dff66,payments-worker,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,sysdig
114,kube_pod_container_status_restarts_total,951323.016,cores,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,inventory-svc,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-8-126-134.use2.compute.internal,prometheus
115,http_request_duration_ms,47046.661,cores,prod-use2-eks,notifications,notifications-c882a21-88bb7,notifications,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,sysdig
116,container_memory_working_set_bytes,506453.076,ms,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,checkout-web,2026-05-25 05:59:45,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,prometheus
