id,timestamp,source_kept,source_discarded,metric_name,pod_name,namespace,cluster_name,value_kept,value_discarded,count,created_at
21,2026-05-28 13:57:14,prometheus,cloudwatch,container_network_receive_bytes_total,image-resizer-6542c92-1100b,platform,prod-usw2-eks,75066.715,77047.806,8,2026-06-23 12:00:00
22,2026-06-17 09:29:26,prometheus,prometheus,container_fs_usage_bytes,orders-api-7f89525-97cdd,orders,prod-use2-eks,2657.748,2480.968,2,2026-06-23 12:00:00
23,2026-06-02 17:35:01,prometheus,cloudwatch,http_requests_total,inventory-svc-df6d343-0a45b,inventory,prod-use2-eks,37487.373,33860.003,10,2026-06-23 12:00:00
24,2026-06-06 02:33:21,sysdig,cloudwatch,container_memory_working_set_bytes,payments-api-b9a1287-dbbfe,payments,prod-usw2-eks,92336.298,91308.686,4,2026-06-23 12:00:00
25,2026-06-06 12:35:49,prometheus,cloudwatch,container_fs_usage_bytes,orders-api-21c5d48-15186,orders,prod-usw2-eks,40160.128,41002.332,4,2026-06-23 12:00:00
26,2026-06-12 13:42:12,sysdig,prometheus,tcp_established,orders-api-7f89525-97cdd,orders,prod-use2-eks,10851.566,11315.502,3,2026-06-23 12:00:00
27,2026-05-31 07:18:23,prometheus,cloudwatch,process_open_fds,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,49626.176,54519.468,19,2026-06-23 12:00:00
28,2026-05-31 11:32:02,sysdig,cloudwatch,container_cpu_usage_seconds_total,checkout-web-4263246-52f3a,checkout,dr-use1-eks,11633.47,12011.514,1,2026-06-23 12:00:00
29,2026-06-14 12:00:27,prometheus,cloudwatch,tcp_established,search-api-8ca0b98-505ff,search,staging-use2-eks,20133.097,18825.16,14,2026-06-23 12:00:00
30,2026-06-10 01:11:29,prometheus,cloudwatch,http_request_duration_ms,search-api-4350294-dbefb,search,prod-use2-eks,31187.445,30006.847,8,2026-06-23 12:00:00
31,2026-06-18 04:55:54,prometheus,prometheus,go_gc_duration_seconds,recommendation-1e52697-e4756,search,prod-usw2-eks,53482.423,55460.985,1,2026-06-23 12:00:00
32,2026-05-28 17:19:53,prometheus,prometheus,process_open_fds,indexer-6c1eb29-ca471,search,prod-usw2-eks,44667.464,44463.698,17,2026-06-23 12:00:00
33,2026-06-19 10:02:10,sysdig,cloudwatch,container_memory_rss,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,77158.198,81055.476,18,2026-06-23 12:00:00
34,2026-05-28 07:25:32,sysdig,cloudwatch,http_request_duration_ms,notifications-1938743-28dca,notifications,prod-use2-eks,67030.45,67274.656,18,2026-06-23 12:00:00
35,2026-05-29 11:53:24,sysdig,cloudwatch,http_requests_total,payments-worker-b4be648-d2dcb,payments,prod-usw2-eks,51574.758,51348.302,17,2026-06-23 12:00:00
36,2026-06-01 01:35:07,prometheus,prometheus,container_memory_working_set_bytes,payments-api-423b015-b80bd,payments,prod-usw2-eks,93360.666,85271.416,15,2026-06-23 12:00:00
37,2026-06-06 00:42:37,prometheus,cloudwatch,http_request_duration_ms,payments-worker-7a57672-86691,payments,prod-use2-eks,49904.425,51791.071,20,2026-06-23 12:00:00
38,2026-05-30 17:18:10,sysdig,prometheus,tcp_established,payments-worker-bff7264-02c23,payments,prod-use2-eks,27771.887,25061.781,20,2026-06-23 12:00:00
39,2026-06-19 21:19:19,sysdig,prometheus,container_memory_working_set_bytes,payments-worker-6e38c94-75bbf,payments,prod-use2-eks,86868.299,85097.342,17,2026-06-23 12:00:00
40,2026-06-09 20:53:21,sysdig,prometheus,container_memory_rss,recommendation-c460126-52814,search,prod-use2-eks,30730.935,32060.497,2,2026-06-23 12:00:00
41,2026-06-11 20:24:41,prometheus,prometheus,go_gc_duration_seconds,search-api-1605640-8abaf,search,staging-use2-eks,52223.267,53824.624,18,2026-06-23 12:00:00
42,2026-05-27 15:37:16,sysdig,prometheus,tcp_established,recommendation-87e3198-026ea,search,prod-usw2-eks,22769.433,21492.71,13,2026-06-23 12:00:00
43,2026-06-05 15:25:04,prometheus,cloudwatch,go_gc_duration_seconds,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,4106.145,4365.924,10,2026-06-23 12:00:00
44,2026-06-13 19:23:30,prometheus,cloudwatch,container_network_receive_bytes_total,recommendation-2071c72-c0b22,search,staging-use2-eks,81057.975,77526.325,11,2026-06-23 12:00:00
45,2026-05-26 01:28:17,sysdig,prometheus,container_memory_working_set_bytes,image-resizer-9994630-7c707,platform,prod-use2-eks,29372.292,31604.668,11,2026-06-23 12:00:00
46,2026-06-12 22:02:31,sysdig,cloudwatch,container_cpu_usage_seconds_total,ledger-svc-842cd31-95bfa,ledger,prod-usw2-eks,78255.287,82211.975,10,2026-06-23 12:00:00
47,2026-06-14 23:21:14,prometheus,prometheus,container_memory_rss,orders-worker-06e2683-7270e,orders,prod-use2-eks,2629.576,2673.71,8,2026-06-23 12:00:00
48,2026-06-19 14:44:47,sysdig,prometheus,kube_pod_container_status_restarts_total,payments-api-2729261-453da,payments,staging-use2-eks,68887.481,66032.182,18,2026-06-23 12:00:00
49,2026-05-31 14:22:28,sysdig,prometheus,container_memory_rss,auth-gateway-9bddb17-f3d59,identity,prod-use2-eks,18988.009,18255.612,8,2026-06-23 12:00:00
50,2026-06-08 06:48:05,sysdig,prometheus,tcp_established,search-api-61d1d17-0014f,search,prod-use2-eks,72248.062,71492.634,17,2026-06-23 12:00:00
51,2026-05-31 02:33:16,sysdig,prometheus,http_requests_total,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,10153.904,11108.796,18,2026-06-23 12:00:00
52,2026-06-13 12:05:01,sysdig,prometheus,container_cpu_usage_seconds_total,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,32721.688,31561.101,13,2026-06-23 12:00:00
53,2026-06-07 09:33:06,sysdig,cloudwatch,container_cpu_usage_seconds_total,indexer-b957537-8aa20,search,prod-usw2-eks,16850.082,15705.752,12,2026-06-23 12:00:00
54,2026-06-02 19:26:35,prometheus,cloudwatch,container_cpu_usage_seconds_total,orders-worker-06e2683-7270e,orders,prod-use2-eks,38441.83,39302.342,19,2026-06-23 12:00:00
55,2026-06-19 21:53:54,sysdig,cloudwatch,container_network_receive_bytes_total,recommendation-1e52697-e4756,search,prod-usw2-eks,27859.293,26407.842,8,2026-06-23 12:00:00
56,2026-06-07 19:41:08,prometheus,cloudwatch,container_memory_working_set_bytes,session-store-1ac5266-1ca26,identity,prod-use2-eks,54009.807,59197.037,19,2026-06-23 12:00:00
57,2026-06-12 14:19:39,prometheus,cloudwatch,container_cpu_usage_seconds_total,metrics-server-6162d13-d4a14,kube-system,prod-usw2-eks,72962.827,79132.834,1,2026-06-23 12:00:00
58,2026-05-25 10:12:52,prometheus,cloudwatch,tcp_established,orders-worker-06e2683-7270e,orders,prod-use2-eks,37398.914,39810.307,12,2026-06-23 12:00:00
59,2026-06-21 12:46:37,sysdig,prometheus,http_request_duration_ms,notifications-c882a21-88bb7,notifications,prod-use2-eks,65362.794,63072.651,8,2026-06-23 12:00:00
60,2026-05-29 20:27:58,prometheus,prometheus,go_gc_duration_seconds,payments-api-b9a1287-dbbfe,payments,prod-usw2-eks,18167.473,16672.345,10,2026-06-23 12:00:00
61,2026-06-10 03:45:57,prometheus,prometheus,process_open_fds,inventory-svc-bfded25-1e6d2,inventory,prod-use2-eks,2961.018,3237.19,12,2026-06-23 12:00:00
62,2026-06-04 06:49:52,prometheus,cloudwatch,container_cpu_usage_seconds_total,payments-api-2729261-453da,payments,staging-use2-eks,34180.892,30817.556,19,2026-06-23 12:00:00
63,2026-06-20 14:22:54,sysdig,cloudwatch,http_request_duration_ms,notifications-c882a21-88bb7,notifications,prod-use2-eks,60104.293,63800.101,5,2026-06-23 12:00:00
64,2026-06-08 09:13:53,sysdig,cloudwatch,http_requests_total,checkout-web-f628153-c1833,checkout,prod-usw2-eks,29132.107,29595.5,8,2026-06-23 12:00:00
65,2026-06-11 19:46:42,sysdig,cloudwatch,container_cpu_usage_seconds_total,auth-gateway-41b4f33-14ef9,identity,staging-use2-eks,18594.799,20347.458,15,2026-06-23 12:00:00
66,2026-06-12 06:50:17,sysdig,cloudwatch,tcp_established,checkout-web-6e9e217-a5c79,checkout,dr-use1-eks,9543.34,8968.24,2,2026-06-23 12:00:00
67,2026-05-29 12:01:42,sysdig,cloudwatch,go_gc_duration_seconds,coredns-4a8b365-1d9fc,kube-system,prod-usw2-eks,99525.392,104976.789,9,2026-06-23 12:00:00
68,2026-06-05 21:38:22,prometheus,prometheus,http_requests_total,payments-api-1ce3577-591ac,payments,prod-use2-eks,44680.172,45770.531,4,2026-06-23 12:00:00
69,2026-05-26 16:36:57,sysdig,prometheus,process_open_fds,cart-svc-da3cf51-00806,checkout,dr-use1-eks,11877.664,11164.504,14,2026-06-23 12:00:00
70,2026-06-01 05:11:11,prometheus,cloudwatch,kube_pod_container_status_restarts_total,config-svc-929cd33-16be4,platform,staging-use2-eks,15191.936,14090.659,10,2026-06-23 12:00:00
71,2026-06-08 20:53:12,prometheus,prometheus,http_requests_total,ledger-svc-e00a046-6e2d6,ledger,dr-use1-eks,39512.783,37840.424,16,2026-06-23 12:00:00
72,2026-06-04 17:40:48,prometheus,prometheus,kube_pod_container_status_restarts_total,checkout-web-f628153-c1833,checkout,prod-usw2-eks,28321.941,30522.982,3,2026-06-23 12:00:00
73,2026-05-30 14:17:41,sysdig,cloudwatch,go_gc_duration_seconds,payments-api-1e23165-1e35b,payments,prod-usw2-eks,89471.298,81978.445,10,2026-06-23 12:00:00
74,2026-06-05 19:10:45,prometheus,prometheus,container_network_receive_bytes_total,checkout-web-47df111-4e24c,checkout,prod-use2-eks,95640.13,86876.369,12,2026-06-23 12:00:00
75,2026-06-23 08:57:52,prometheus,cloudwatch,container_memory_working_set_bytes,inventory-svc-3e28589-98330,inventory,prod-use2-eks,18154.228,19671.198,7,2026-06-23 12:00:00
76,2026-06-13 10:06:03,sysdig,cloudwatch,http_request_duration_ms,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,43420.632,44095.026,20,2026-06-23 12:00:00
77,2026-05-25 22:08:49,prometheus,prometheus,http_requests_total,indexer-6c1eb29-ca471,search,prod-usw2-eks,29347.521,26491.035,12,2026-06-23 12:00:00
78,2026-06-19 23:38:20,prometheus,cloudwatch,go_gc_duration_seconds,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,77980.132,76624.861,1,2026-06-23 12:00:00
79,2026-06-16 16:45:25,prometheus,prometheus,container_memory_rss,cart-svc-882ca58-64a75,checkout,prod-usw2-eks,62299.522,58977.659,13,2026-06-23 12:00:00
80,2026-06-01 14:28:19,prometheus,cloudwatch,kube_pod_container_status_restarts_total,inventory-svc-3e28589-98330,inventory,prod-use2-eks,37449.615,34021.376,12,2026-06-23 12:00:00
81,2026-06-08 13:56:40,prometheus,prometheus,kube_pod_container_status_restarts_total,session-store-1ac5266-1ca26,identity,prod-use2-eks,48370.539,52537.997,8,2026-06-23 12:00:00
82,2026-06-21 23:04:32,prometheus,prometheus,container_memory_working_set_bytes,notifications-abd2926-3451e,notifications,prod-usw2-eks,25909.436,25589.121,9,2026-06-23 12:00:00
83,2026-06-13 05:51:55,sysdig,prometheus,http_requests_total,search-api-db28570-d359e,search,prod-usw2-eks,75687.523,79224.001,18,2026-06-23 12:00:00
84,2026-06-17 02:05:20,sysdig,cloudwatch,tcp_established,coredns-37f1521-4cd3d,kube-system,prod-usw2-eks,31420.637,34510.516,12,2026-06-23 12:00:00
85,2026-06-01 19:16:38,sysdig,prometheus,container_memory_rss,search-api-61d1d17-0014f,search,prod-use2-eks,65612.869,63455.574,9,2026-06-23 12:00:00
86,2026-06-15 07:14:19,sysdig,prometheus,http_requests_total,inventory-svc-4453f63-e15f3,inventory,prod-usw2-eks,23079.303,21115.056,3,2026-06-23 12:00:00
87,2026-05-27 09:10:15,sysdig,prometheus,kube_pod_container_status_restarts_total,auth-gateway-d4d3364-aac01,identity,prod-usw2-eks,935.671,908.438,19,2026-06-23 12:00:00
88,2026-06-11 17:12:24,prometheus,cloudwatch,container_cpu_usage_seconds_total,recommendation-1e52697-e4756,search,prod-usw2-eks,60378.035,63062.564,14,2026-06-23 12:00:00
89,2026-06-09 23:25:31,sysdig,prometheus,container_cpu_usage_seconds_total,payments-api-58c5e74-26d34,payments,prod-use2-eks,9923.177,10407.16,19,2026-06-23 12:00:00
90,2026-05-27 22:47:25,sysdig,cloudwatch,container_memory_working_set_bytes,indexer-b957537-8aa20,search,prod-usw2-eks,79995.612,76675.763,17,2026-06-23 12:00:00
91,2026-05-29 15:45:31,sysdig,cloudwatch,container_network_receive_bytes_total,orders-api-7f89525-97cdd,orders,prod-use2-eks,80649.428,78071.44,15,2026-06-23 12:00:00
92,2026-06-04 16:47:23,sysdig,cloudwatch,http_request_duration_ms,search-api-be84964-d972c,search,dr-use1-eks,8418.389,8983.839,9,2026-06-23 12:00:00
93,2026-06-21 07:09:13,sysdig,cloudwatch,http_request_duration_ms,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,73464.994,77095.947,4,2026-06-23 12:00:00
94,2026-06-23 06:10:52,sysdig,prometheus,container_cpu_usage_seconds_total,notifications-abd2926-3451e,notifications,prod-usw2-eks,63290.319,63334.212,10,2026-06-23 12:00:00
95,2026-06-22 01:50:55,sysdig,prometheus,container_cpu_usage_seconds_total,checkout-web-47df111-4e24c,checkout,prod-use2-eks,14385.56,14066.468,11,2026-06-23 12:00:00
96,2026-06-03 22:10:06,prometheus,cloudwatch,http_request_duration_ms,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,96731.831,98942.164,16,2026-06-23 12:00:00
97,2026-05-26 23:00:50,sysdig,cloudwatch,container_memory_working_set_bytes,notifications-c882a21-88bb7,notifications,prod-use2-eks,22770.789,22932.37,4,2026-06-23 12:00:00
98,2026-05-29 18:47:18,sysdig,cloudwatch,go_gc_duration_seconds,session-store-28ebc77-cf7c8,identity,prod-usw2-eks,62968.672,65836.068,17,2026-06-23 12:00:00
99,2026-06-12 00:33:55,prometheus,cloudwatch,kube_pod_container_status_restarts_total,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,2263.554,2353.495,5,2026-06-23 12:00:00
100,2026-06-07 12:04:03,prometheus,cloudwatch,tcp_established,orders-api-7f89525-97cdd,orders,prod-use2-eks,20010.934,20022.501,18,2026-06-23 12:00:00
101,2026-06-02 04:04:31,prometheus,prometheus,tcp_established,inventory-svc-4453f63-e15f3,inventory,prod-usw2-eks,84897.858,87799.775,18,2026-06-23 12:00:00
102,2026-05-29 05:59:14,sysdig,cloudwatch,container_memory_working_set_bytes,search-api-8352074-5b766,search,prod-usw2-eks,51552.995,49786.562,6,2026-06-23 12:00:00
103,2026-06-16 02:55:04,prometheus,cloudwatch,container_fs_usage_bytes,metrics-server-6162d13-d4a14,kube-system,prod-usw2-eks,49531.505,47047.589,14,2026-06-23 12:00:00
104,2026-05-24 12:27:48,prometheus,cloudwatch,container_network_receive_bytes_total,notifications-b2aff41-e1772,notifications,prod-usw2-eks,7225.678,7293.264,15,2026-06-23 12:00:00
105,2026-06-23 01:33:55,sysdig,cloudwatch,container_memory_rss,search-api-a47d446-4ffe2,search,prod-usw2-eks,67324.074,71403.496,13,2026-06-23 12:00:00
106,2026-06-11 21:25:58,prometheus,prometheus,container_fs_usage_bytes,config-svc-929cd33-16be4,platform,staging-use2-eks,98405.772,95642.067,2,2026-06-23 12:00:00
107,2026-06-02 00:42:13,sysdig,prometheus,go_gc_duration_seconds,search-api-be84964-d972c,search,dr-use1-eks,86272.682,83696.794,4,2026-06-23 12:00:00
108,2026-06-02 15:19:54,sysdig,prometheus,go_gc_duration_seconds,session-store-a097c68-649a1,identity,staging-use2-eks,12201.339,12537.58,9,2026-06-23 12:00:00
109,2026-06-15 08:20:44,sysdig,prometheus,kube_pod_container_status_restarts_total,auth-gateway-fb1c283-81cc8,identity,prod-usw2-eks,15527.472,14318.563,10,2026-06-23 12:00:00
110,2026-05-31 14:42:14,prometheus,prometheus,go_gc_duration_seconds,coredns-e513a45-fb7bf,kube-system,prod-use2-eks,78921.043,77398.861,8,2026-06-23 12:00:00
111,2026-06-05 16:10:46,prometheus,prometheus,container_memory_working_set_bytes,search-api-d416b43-7cb20,search,dr-use1-eks,18562.238,19774.31,4,2026-06-23 12:00:00
112,2026-06-05 10:14:55,prometheus,cloudwatch,container_fs_usage_bytes,checkout-web-f628153-c1833,checkout,prod-usw2-eks,72255.869,69121.733,14,2026-06-23 12:00:00
113,2026-06-11 13:16:03,sysdig,cloudwatch,http_request_duration_ms,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,73720.592,74594.815,1,2026-06-23 12:00:00
114,2026-05-31 02:44:40,prometheus,cloudwatch,http_request_duration_ms,payments-worker-bff7264-02c23,payments,prod-use2-eks,98208.261,88742.025,15,2026-06-23 12:00:00
115,2026-05-30 19:43:11,sysdig,prometheus,container_fs_usage_bytes,orders-api-402bb51-ad48f,orders,prod-usw2-eks,36799.695,36512.514,8,2026-06-23 12:00:00
116,2026-05-29 10:55:50,sysdig,cloudwatch,container_fs_usage_bytes,indexer-b07f520-eaf04,search,prod-use2-eks,25470.666,27617.695,11,2026-06-23 12:00:00
117,2026-05-25 01:50:12,sysdig,cloudwatch,container_cpu_usage_seconds_total,search-api-1605640-8abaf,search,staging-use2-eks,94654.619,94288.715,9,2026-06-23 12:00:00
118,2026-05-27 19:11:21,sysdig,prometheus,http_request_duration_ms,payments-worker-bff7264-02c23,payments,prod-use2-eks,43879.522,40157.253,17,2026-06-23 12:00:00
119,2026-06-07 04:30:09,sysdig,prometheus,tcp_established,search-api-a47d446-4ffe2,search,prod-usw2-eks,7879.882,7131.296,3,2026-06-23 12:00:00
120,2026-06-13 02:35:28,sysdig,cloudwatch,http_request_duration_ms,cart-svc-882ca58-64a75,checkout,prod-usw2-eks,36307.888,38310.031,2,2026-06-23 12:00:00
121,2026-06-10 10:49:38,prometheus,prometheus,container_network_receive_bytes_total,payments-worker-b4be648-d2dcb,payments,prod-usw2-eks,28701.77,27154.636,20,2026-06-23 12:00:00
122,2026-06-20 07:20:36,sysdig,cloudwatch,container_memory_working_set_bytes,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,94865.493,88238.133,16,2026-06-23 12:00:00
123,2026-06-10 15:35:46,sysdig,cloudwatch,kube_pod_container_status_restarts_total,inventory-svc-3e28589-98330,inventory,prod-use2-eks,84767.121,87139.548,17,2026-06-23 12:00:00
124,2026-06-15 20:35:59,prometheus,cloudwatch,container_network_receive_bytes_total,auth-gateway-7d2aa28-56f78,identity,prod-usw2-eks,14235.836,13405.188,19,2026-06-23 12:00:00
125,2026-06-05 13:21:45,prometheus,prometheus,container_fs_usage_bytes,orders-api-e9b4a39-c3784,orders,prod-use2-eks,3052.015,2922.594,4,2026-06-23 12:00:00
126,2026-06-09 23:51:04,sysdig,cloudwatch,tcp_established,session-store-a097c68-649a1,identity,staging-use2-eks,71695.56,75677.337,11,2026-06-23 12:00:00
127,2026-05-26 02:28:18,sysdig,prometheus,container_fs_usage_bytes,recommendation-e5d5555-c6e9b,search,prod-use2-eks,47108.133,46363.305,10,2026-06-23 12:00:00
128,2026-05-30 13:28:47,prometheus,prometheus,process_open_fds,ledger-svc-2014124-29b88,ledger,prod-usw2-eks,6674.52,6411.421,17,2026-06-23 12:00:00
129,2026-06-07 03:18:44,prometheus,cloudwatch,container_memory_rss,metrics-server-e2e6924-29c37,kube-system,prod-use2-eks,78013.547,78683.364,14,2026-06-23 12:00:00
130,2026-06-12 07:00:14,prometheus,prometheus,http_requests_total,indexer-6c1eb29-ca471,search,prod-usw2-eks,51478.595,52843.164,11,2026-06-23 12:00:00
131,2026-06-07 12:49:05,sysdig,prometheus,tcp_established,notifications-b036879-82982,notifications,dr-use1-eks,3634.976,3677.897,13,2026-06-23 12:00:00
132,2026-06-08 18:05:46,prometheus,cloudwatch,container_cpu_usage_seconds_total,orders-worker-b907131-2627d,orders,prod-usw2-eks,96342.119,103339.348,20,2026-06-23 12:00:00
133,2026-06-03 09:34:06,sysdig,cloudwatch,container_fs_usage_bytes,payments-worker-bbc0947-0aa1a,payments,prod-usw2-eks,56496.06,59797.07,8,2026-06-23 12:00:00
134,2026-06-03 04:20:59,prometheus,prometheus,tcp_established,indexer-4680271-0a829,search,prod-use2-eks,98026.276,91534.478,4,2026-06-23 12:00:00
135,2026-05-29 22:24:21,sysdig,prometheus,container_memory_rss,indexer-6af7422-f66fc,search,dr-use1-eks,97702.755,104772.763,13,2026-06-23 12:00:00
136,2026-05-30 22:35:30,sysdig,cloudwatch,container_memory_working_set_bytes,orders-api-e9b4a39-c3784,orders,prod-use2-eks,21122.044,21483.76,16,2026-06-23 12:00:00
137,2026-06-16 00:00:50,sysdig,cloudwatch,http_requests_total,notifications-b036879-82982,notifications,dr-use1-eks,85874.332,77803.267,14,2026-06-23 12:00:00
138,2026-06-21 20:40:46,sysdig,cloudwatch,http_request_duration_ms,coredns-37f1521-4cd3d,kube-system,prod-usw2-eks,40427.469,41014.307,8,2026-06-23 12:00:00
139,2026-06-21 04:27:40,sysdig,prometheus,kube_pod_container_status_restarts_total,inventory-svc-3e28589-98330,inventory,prod-use2-eks,32743.955,29819.64,10,2026-06-23 12:00:00
140,2026-06-05 20:12:41,sysdig,prometheus,container_fs_usage_bytes,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,84981.086,81638.29,6,2026-06-23 12:00:00
141,2026-05-25 20:31:38,prometheus,cloudwatch,container_cpu_usage_seconds_total,payments-api-c9c2b74-00142,payments,prod-use2-eks,37768.665,39546.378,3,2026-06-23 12:00:00
142,2026-06-01 23:51:51,prometheus,cloudwatch,http_request_duration_ms,checkout-web-6e9e217-a5c79,checkout,dr-use1-eks,90371.237,89292.043,15,2026-06-23 12:00:00
143,2026-06-20 18:52:04,sysdig,cloudwatch,go_gc_duration_seconds,indexer-6c1eb29-ca471,search,prod-usw2-eks,87579.018,92025.768,2,2026-06-23 12:00:00
144,2026-06-08 07:03:31,prometheus,cloudwatch,kube_pod_container_status_restarts_total,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,22192.229,21392.79,14,2026-06-23 12:00:00
145,2026-06-09 13:47:51,prometheus,prometheus,tcp_established,coredns-e513a45-fb7bf,kube-system,prod-use2-eks,49487.59,47810.903,7,2026-06-23 12:00:00
146,2026-06-06 13:13:52,prometheus,cloudwatch,container_memory_working_set_bytes,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,68575.037,70415.103,17,2026-06-23 12:00:00
147,2026-06-13 05:41:38,prometheus,cloudwatch,container_fs_usage_bytes,config-svc-0f5b883-4b9e2,platform,dr-use1-eks,57759.601,59858.631,20,2026-06-23 12:00:00
148,2026-05-28 18:11:08,sysdig,cloudwatch,http_requests_total,recommendation-87e3198-026ea,search,prod-usw2-eks,11369.599,10716.715,8,2026-06-23 12:00:00
149,2026-06-03 07:22:27,prometheus,cloudwatch,container_memory_working_set_bytes,inventory-svc-bf8f159-02345,inventory,prod-usw2-eks,41048.581,37060.276,3,2026-06-23 12:00:00
150,2026-05-26 03:02:59,sysdig,prometheus,container_memory_working_set_bytes,inventory-svc-0d33458-c137f,inventory,prod-usw2-eks,55159.146,53959.387,6,2026-06-23 12:00:00
151,2026-06-01 03:26:36,prometheus,prometheus,container_network_receive_bytes_total,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,76714.119,77036.979,1,2026-06-23 12:00:00
152,2026-06-16 06:35:10,sysdig,cloudwatch,container_cpu_usage_seconds_total,orders-api-bfb2f93-32ad3,orders,prod-use2-eks,71704.651,71290.161,17,2026-06-23 12:00:00
153,2026-06-14 10:33:02,prometheus,prometheus,kube_pod_container_status_restarts_total,orders-worker-9681c18-374c7,orders,prod-use2-eks,84269.721,85637.542,11,2026-06-23 12:00:00
154,2026-06-01 04:26:00,prometheus,prometheus,http_request_duration_ms,checkout-web-47df111-4e24c,checkout,prod-use2-eks,85296.792,91305.318,7,2026-06-23 12:00:00
