id,pod_name,namespace,cluster_name,node_name,environment,jvm_heap_used,jvm_heap_max,jvm_metaspace_used,container_memory_usage,container_memory_limit,container_memory_rss,container_memory_working_set,memory_pressure,swap_usage,cpu_usage_percent,cpu_throttled_periods,gc_duration_seconds,gc_count,thread_count,thread_blocked_count,response_time_ms,network_latency_ms,packet_drops,tcp_connections,dns_resolution_time_ms,http_request_count,http_error_rate,fs_usage_bytes,fs_limit_bytes,io_wait_time_ms,disk_read_bytes,disk_write_bytes,pod_ready,restart_count,oom_events,health_check_failures,startup_time_seconds,security_violations,unauthorized_access_attempts,policy_violations,node_ready,node_memory_available,node_cpu_available,cluster_capacity_percent,collection_timestamp,created_at
11,orders-worker-9681c18-374c7,orders,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,220406575,644245094,83886080,314866536,805306368,267636555,299123209,0.391,0,28.73,0,0.003642,63,41,0,75.4,30.16,0,163,15.39,76833,0.0023,1780190,62914560,19.74,83985,2601371,true,0,0,0,2.73,0,0,0,true,31138512896,64.29,74.58,2026-05-24 11:59:46,2026-05-24 11:59:46
12,orders-worker-6ee3345-b0d20,orders,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,222256034,644245094,83886080,317508620,805306368,269882327,301633189,0.3943,0,43.88,0,0.046852,68,93,0,78.59,31.44,0,282,17.27,86626,0.0063,19405445,62914560,19.73,4390896,8963413,true,0,0,0,25.61,0,0,0,true,4294967296,22.33,64.02,2026-05-24 11:59:46,2026-05-24 11:59:46
13,orders-worker-06e2683-7270e,orders,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,235874015,557842432,83886080,336962880,697303040,286418448,320114736,0.4832,0,46.69,0,0.011153,22,167,0,115.14,46.06,0,252,19.13,23892,0.0015,40473739,62914560,16.12,2751243,4293662,true,0,0,0,3.04,0,0,0,true,24696061952,69.01,52.94,2026-05-24 11:59:46,2026-05-24 11:59:46
14,auth-gateway-bf1d422-2018d,identity,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,293686090,644245094,83886080,419551558,805306368,356618824,398573980,0.521,0,45.37,0,0.012501,15,149,0,63.66,25.46,0,294,7.72,41800,0.0077,15811787,62914560,8.62,2250374,7625609,true,0,0,0,17.29,0,0,0,true,30064771072,52.19,83.17,2026-05-24 11:59:46,2026-05-24 11:59:46
15,auth-gateway-7b28269-a7447,identity,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,192035468,557842432,83886080,274336384,697303040,233185926,260619564,0.3934,0,49.47,0,0.030334,71,81,0,100.28,40.11,0,264,21.26,48117,0.0022,41046217,62914560,9.4,3066076,286354,true,0,0,0,9.84,0,0,0,true,20401094656,23.3,65.63,2026-05-24 11:59:46,2026-05-24 11:59:46
16,auth-gateway-9bddb17-f3d59,identity,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,270337247,858993459,83886080,386196068,1073741824,328266657,366886264,0.3597,0,46.24,0,0.029472,29,49,0,79.98,31.99,0,247,16.79,13450,0.0046,26818193,62914560,2.56,652659,3808785,true,0,0,0,23.44,0,0,0,false,25769803776,42.52,54.7,2026-05-24 11:59:46,2026-05-24 11:59:46
17,auth-gateway-ec6b034-0575b,identity,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,302428632,858993459,83886080,432040904,1073741824,367234768,410438858,0.4024,0,23.3,0,0.013967,19,32,0,100.59,40.24,0,62,8.53,5062,0.0067,4755050,62914560,12.45,1676851,3503101,true,0,0,0,11.15,0,0,0,true,16106127360,17.48,49.06,2026-05-24 11:59:46,2026-05-24 11:59:46
18,session-store-1ac5266-1ca26,identity,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,732535193,1674366156,83886080,1046478848,2092957696,889507020,994154905,0.5,0,21.64,0,0.01454,54,122,0,85.36,34.15,0,136,5.87,50694,0.0008,4912733,62914560,8.98,440275,2619989,true,0,0,0,7.33,0,0,0,true,18253611008,11.43,63.34,2026-05-24 11:59:46,2026-05-24 11:59:46
19,session-store-4732511-0dba8,identity,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,732535193,1674366156,83886080,1046478848,2092957696,889507020,994154905,0.5,0,37.46,0,0.017388,19,174,0,65.31,26.13,0,360,11.87,48445,0.0092,2228027,62914560,6.5,617424,194860,true,0,0,0,2.16,0,0,0,true,30064771072,29.95,80.11,2026-05-24 11:59:46,2026-05-24 11:59:46
20,search-api-61d1d17-0014f,search,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,1239002003,2576980377,83886080,1770002862,3221225472,1504502432,1681502718,0.5495,0,26.98,0,0.018875,52,42,0,68.65,27.46,0,261,15.18,32277,0.008,15832381,62914560,19.96,2212352,1835886,true,0,0,0,8.71,0,0,0,true,6442450944,57.84,81.93,2026-05-24 11:59:46,2026-05-24 11:59:46
21,search-api-1271443-2f040,search,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,1337492749,2576980377,83886080,1910703928,3221225472,1624098338,1815168731,0.5932,0,43.5,0,0.021296,59,25,0,70.11,28.04,0,106,6.31,22968,0.0099,40587873,62914560,2.98,3073019,7478464,true,0,0,0,14.33,0,0,0,true,24696061952,27.58,42.28,2026-05-24 11:59:46,2026-05-24 11:59:46
22,search-api-4350294-dbefb,search,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,1054607535,2576980377,83886080,1506582193,3221225472,1280594864,1431253083,0.4677,0,34.95,0,0.034431,68,197,0,55.33,22.13,0,366,12.58,22392,0.0013,17151389,62914560,10.93,1023596,5300064,true,0,0,0,16.75,0,0,0,true,19327352832,51.83,87.33,2026-05-24 11:59:46,2026-05-24 11:59:46
23,search-api-eff0684-a368a,search,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,1747156211,3435973836,83886080,2495937445,4294967296,2121546828,2371140572,0.5811,0,37.84,0,0.043231,17,142,0,97.14,38.85,0,74,8.43,15853,0.004,4876963,62914560,15.12,2164749,2725994,true,0,0,0,22.25,0,0,0,true,11811160064,57.63,66.04,2026-05-24 11:59:46,2026-05-24 11:59:46
24,indexer-4680271-0a829,search,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,2699065576,5153960755,83886080,3855807966,6442450944,3277436771,3663017567,0.5985,0,46.61,0,0.033967,31,133,0,117.29,46.92,0,58,26.35,62598,0.0044,37677818,62914560,3.34,2212057,1550351,true,0,0,0,18.05,0,0,0,true,24696061952,35.74,71.05,2026-05-24 11:59:46,2026-05-24 11:59:46
25,indexer-b07f520-eaf04,search,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,1253143413,3349571174,83886080,1790204876,4186963968,1521674144,1700694632,0.4276,0,48.32,0,0.040905,29,85,0,92.37,36.95,0,23,21.06,86135,0.0054,41144561,62914560,10.56,761363,8269834,true,0,0,0,13.29,0,0,0,true,17179869184,7.17,45.42,2026-05-24 11:59:46,2026-05-24 11:59:46
26,inventory-svc-bfded25-1e6d2,inventory,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,250188127,557842432,83886080,357411611,697303040,303799869,339541030,0.5126,0,21.1,0,0.011861,16,190,0,48.28,19.31,0,287,9.62,86193,0.0013,4641069,62914560,5.84,1361746,496831,true,0,0,0,28.25,0,0,0,false,18253611008,49.03,58.6,2026-05-24 11:59:46,2026-05-24 11:59:46
27,inventory-svc-3e28589-98330,inventory,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,315480251,644245094,83886080,450686073,805306368,383083162,428151769,0.5596,0,27.79,0,0.042752,45,94,0,42.45,16.98,0,86,10.76,8503,0.0057,30067599,62914560,13.98,3671587,2492296,true,0,0,0,25.85,0,0,0,true,16106127360,70.26,50.7,2026-05-24 11:59:46,2026-05-24 11:59:46
28,inventory-svc-df6d343-0a45b,inventory,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,prod,406306915,858993459,83886080,580438451,1073741824,493372683,551416528,0.5406,0,25.18,0,0.041975,37,141,0,116.83,46.73,0,182,25.02,87360,0.0071,17232791,62914560,17.16,3661611,2424204,true,0,0,0,9.69,0,0,0,true,6442450944,14.52,89.52,2026-05-24 11:59:46,2026-05-24 11:59:46
29,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,394600119,644245094,83886080,563714457,805306368,479157288,535528734,0.7,0,32.76,0,0.040033,59,150,0,119.42,47.77,0,153,12.16,30401,0.0029,22253150,62914560,15.36,2916773,1640751,true,2,1,0,19.58,0,0,0,true,6442450944,22.85,87.81,2026-05-24 11:59:46,2026-05-24 11:59:46
30,checkout-web-47df111-4e24c,checkout,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,342469585,858993459,83886080,489242265,1073741824,415855925,464780151,0.4556,0,29.56,0,0.013599,29,79,0,45.17,18.07,0,70,13.34,36433,0.0075,24787328,62914560,7.16,2637993,160209,true,0,0,0,14.04,0,0,0,true,23622320128,66.61,45.38,2026-05-24 11:59:46,2026-05-24 11:59:46
31,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,526133493,858993459,83886080,751619276,1073741824,638876384,714038312,0.7,0,26.4,0,0.011965,42,184,0,118.43,47.37,0,237,21.57,32732,0.0093,26923993,62914560,3.88,99671,8327645,true,2,1,0,17.21,0,0,0,true,3221225472,52.92,67.85,2026-05-24 11:59:46,2026-05-24 11:59:46
32,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,394600119,644245094,83886080,563714457,805306368,479157288,535528734,0.7,0,40.54,0,0.028314,72,78,0,65.7,26.28,0,27,5.7,89300,0.0075,14245653,62914560,2.96,2334633,4756014,true,2,1,0,15.68,0,0,0,true,9663676416,22.86,76.51,2026-05-24 11:59:46,2026-05-24 11:59:46
33,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,281857228,644245094,83886080,402653184,805306368,342255206,382520524,0.5,0,39.63,0,0.038194,66,28,0,92.24,36.9,0,68,15.92,66793,0.0061,32609496,62914560,6.47,1310608,6086977,true,0,0,0,25.43,0,0,0,true,28991029248,68.13,65.15,2026-05-24 11:59:46,2026-05-24 11:59:46
34,cart-svc-51c2594-4d271,checkout,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,prod,183133798,418591539,83886080,261619712,523239424,222376755,248538726,0.5,0,21.46,0,0.001909,19,152,0,118.68,47.47,0,187,18.23,74008,0.008,24452408,62914560,5.86,3755484,4507461,true,0,0,0,20.04,0,0,0,true,13958643712,17.69,41.1,2026-05-24 11:59:46,2026-05-24 11:59:46
35,cart-svc-527eb80-045c0,checkout,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,211392921,483183820,83886080,301989888,603979776,256691404,286890393,0.5,0,39.72,0,0.028955,69,37,0,68.34,27.34,0,291,5.72,21095,0.006,17020778,62914560,10.7,4238985,832607,true,0,0,0,13.11,0,0,0,true,32212254720,50.48,73.03,2026-05-24 11:59:46,2026-05-24 11:59:46
36,notifications-1938743-28dca,notifications,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,166145451,483183820,83886080,237350645,603979776,201748048,225483112,0.393,0,60.0,0,0.03481,53,65,0,136.91,54.76,0,398,16.31,85683,0.0009,37523968,62914560,12.74,217514,8565146,true,0,0,0,29.36,0,0,0,false,26843545600,54.21,60.48,2026-05-24 11:59:46,2026-05-24 11:59:46
37,notifications-c882a21-88bb7,notifications,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,232432796,483183820,83886080,332046852,603979776,282239824,315444509,0.5498,0,22.67,0,0.023557,79,105,0,49.82,19.93,0,328,2.95,73667,0.0096,7122224,62914560,16.79,1343775,3517633,true,0,0,0,8.76,0,0,0,true,12884901888,34.26,65.92,2026-05-24 11:59:46,2026-05-24 11:59:46
38,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,656244892,1717986918,83886080,937492704,2147483648,796868798,890618068,0.4366,0,60.0,0,0.007041,27,196,0,548.12,219.25,0,255,80.46,35236,0.0021,4807961,62914560,17.32,2342673,2927103,true,0,0,0,15.91,0,0,0,true,8589934592,15.8,56.41,2026-05-24 11:59:46,2026-05-24 11:59:46
39,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,462076289,1116523724,83886080,660108985,1395654656,561092637,627103535,0.473,0,60.0,0,0.008402,37,67,0,268.57,107.43,0,37,26.35,32255,0.0018,37705680,62914560,16.12,2188621,1877929,true,0,0,0,12.35,0,0,0,true,4294967296,51.32,72.06,2026-05-24 11:59:46,2026-05-24 11:59:46
40,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,376977416,1116523724,83886080,538539166,1395654656,457758291,511612207,0.3859,0,21.51,0,0.033491,47,77,0,108.75,43.5,0,348,21.77,1286,0.0033,36361575,62914560,12.2,4820747,6109189,true,0,0,0,12.05,0,0,0,true,24696061952,46.05,65.71,2026-05-24 11:59:46,2026-05-24 11:59:46
41,recommendation-c460126-52814,search,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,1550726772,3221225472,83886080,2215323961,4026531840,1883025366,2104557762,0.5502,0,41.18,0,0.02494,63,169,0,57.9,23.16,0,198,8.07,30167,0.003,22337068,62914560,16.11,835043,7084607,true,0,0,0,28.91,0,0,0,true,4294967296,14.57,47.73,2026-05-24 11:59:46,2026-05-24 11:59:46
42,recommendation-e5d5555-c6e9b,search,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,1540211900,4294967296,83886080,2200302715,5368709120,1870257307,2090287579,0.4098,0,23.11,0,0.011166,18,27,0,92.78,37.11,0,263,8.4,49884,0.0064,39715892,62914560,6.31,372045,2988358,true,0,0,0,26.32,0,0,0,true,21474836480,25.92,67.31,2026-05-24 11:59:46,2026-05-24 11:59:46
43,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,265556955,557842432,83886080,379367080,697303040,322462018,360398726,0.544,0,28.65,0,0.012179,26,28,0,775.94,310.38,0,305,78.06,33672,0.0188,22465929,62914560,5.8,2699069,7960987,true,0,0,0,3.66,0,0,0,true,27917287424,58.97,55.83,2026-05-24 11:59:46,2026-05-24 11:59:46
44,image-resizer-9994630-7c707,platform,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,279710417,644245094,83886080,399586311,805306368,339648364,379606995,0.4962,0,45.01,0,0.047981,31,142,0,447.28,178.91,0,336,16.84,30516,0.0715,39892669,62914560,11.48,936222,7117748,true,0,0,0,24.84,0,0,0,true,7516192768,15.54,73.77,2026-05-24 11:59:46,2026-05-24 11:59:46
45,config-svc-027a395-39a4d,platform,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,116718798,278501785,83886080,166741141,348127232,141729969,158404083,0.479,0,60.0,0,0.046345,74,97,0,231.3,92.52,0,158,36.9,72364,0.0021,23913159,62914560,3.22,2066553,52235,true,0,0,0,7.53,0,0,0,true,23622320128,37.83,78.5,2026-05-24 11:59:46,2026-05-24 11:59:46
46,config-svc-ddd1723-06ca5,platform,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,99383093,278501785,83886080,141975848,348127232,120679470,134877055,0.4078,0,23.7,0,0.01326,39,121,0,57.87,23.15,0,106,5.77,49004,0.0021,13855074,62914560,3.1,261502,7375620,true,0,0,0,25.98,0,0,0,true,2147483648,6.16,87.52,2026-05-24 11:59:46,2026-05-24 11:59:46
47,coredns-47d4438-c55d7,kube-system,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,144634249,285212672,83886080,206620357,356515840,175627303,196289339,0.5796,0,29.66,0,0.028037,17,190,0,115.47,46.19,0,83,22.11,4595,0.0052,28355834,62914560,186.76,1503230,3898050,true,0,0,0,16.49,0,0,0,true,28991029248,74.79,77.92,2026-05-24 11:59:46,2026-05-24 11:59:46
48,coredns-e513a45-fb7bf,kube-system,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,prod,90541182,213909504,83886080,129344546,267386880,109942864,122877318,0.4837,0,34.76,0,0.02483,50,76,0,87.32,34.93,0,257,2.51,49640,0.0055,18476512,62914560,94.5,2472853,1683004,true,0,0,0,10.99,0,0,0,true,9663676416,21.23,41.73,2026-05-24 11:59:46,2026-05-24 11:59:46
49,metrics-server-e2e6924-29c37,kube-system,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,132311325,278501785,83886080,189016180,348127232,160663753,179565371,0.543,0,31.44,0,0.011445,34,43,0,823.12,329.25,0,71,97.63,10055,0.0589,30436713,62914560,3.1,782647,1750742,true,0,0,0,29.7,0,0,0,true,12884901888,60.77,41.33,2026-05-24 11:59:46,2026-05-24 11:59:46
50,payments-api-1e23165-1e35b,payments,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,prod,751619276,1717986918,83886080,1073741824,2147483648,912680550,1020054732,0.5,0,26.17,0,0.012288,68,179,0,49.13,19.65,0,59,14.45,2103,0.0019,32699133,62914560,14.33,1802790,8147778,true,0,0,0,18.02,0,0,0,true,2147483648,36.06,82.16,2026-05-24 11:59:46,2026-05-24 11:59:46
51,payments-api-b9a1287-dbbfe,payments,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,prod,488479129,1116523724,83886080,697827328,1395654656,593153228,662935961,0.5,0,46.37,0,0.026351,10,142,0,111.69,44.68,0,93,22.24,52269,0.0029,8512300,62914560,18.55,2267451,7529042,true,0,0,0,29.27,0,0,0,true,11811160064,37.37,54.04,2026-05-24 11:59:46,2026-05-24 11:59:46
52,payments-api-423b015-b80bd,payments,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,prod,563714457,1288490188,83886080,805306368,1610612736,684510412,765041049,0.5,0,24.42,0,0.021805,47,54,0,110.33,44.13,0,314,18.22,4155,0.0092,14760024,62914560,3.09,1835790,6452349,true,0,0,0,24.6,0,0,0,true,22548578304,52.68,46.73,2026-05-24 11:59:46,2026-05-24 11:59:46
53,payments-api-6c2b997-3e07d,payments,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,prod,832209749,1717986918,83886080,1188871070,2147483648,1010540409,1129427516,0.5536,0,49.6,0,0.017934,75,189,0,112.52,45.01,0,329,1.6,31691,0.0075,13880292,62914560,2.62,2691244,187469,true,0,0,0,27.77,0,0,0,true,21474836480,50.34,81.72,2026-05-24 11:59:46,2026-05-24 11:59:46
54,payments-worker-1d1bf52-dff66,payments,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,prod,591900180,966367641,83886080,845571686,1207959552,718735933,803293101,0.7,0,32.43,0,0.014606,60,103,0,108.78,43.51,0,380,12.5,71599,0.0094,32937705,62914560,15.45,3751911,4421466,true,2,1,0,10.24,0,0,0,true,12884901888,24.52,88.18,2026-05-24 11:59:46,2026-05-24 11:59:46
55,payments-worker-b4be648-d2dcb,payments,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,prod,430362647,966367641,83886080,614803782,1207959552,522583214,584063592,0.509,0,47.13,0,0.033633,58,143,0,117.9,47.16,0,163,1.27,23844,0.0092,3032089,62914560,18.62,3301407,8362007,true,0,0,0,24.37,0,0,0,true,22548578304,55.97,41.84,2026-05-24 11:59:46,2026-05-24 11:59:46
56,payments-worker-bbc0947-0aa1a,payments,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,prod,512774635,837183078,83886080,732535193,1046478848,622654914,695908433,0.7,0,22.15,0,0.043783,49,181,0,110.74,44.3,0,295,2.36,83585,0.0086,20627008,62914560,3.41,4789149,1210659,true,2,1,0,25.6,0,0,0,true,10737418240,76.51,58.69,2026-05-24 11:59:46,2026-05-24 11:59:46
57,orders-api-cbca488-26609,orders,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,prod,591900180,966367641,83886080,845571686,1207959552,718735933,803293101,0.7,0,20.17,0,0.002102,57,85,0,43.92,17.57,0,203,4.22,61550,0.0004,16794742,62914560,7.29,1770470,4960869,true,2,1,0,22.49,0,0,0,true,17179869184,31.33,58.79,2026-05-24 11:59:46,2026-05-24 11:59:46
58,orders-api-21c5d48-15186,orders,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,prod,512774635,837183078,83886080,732535193,1046478848,622654914,695908433,0.7,0,49.81,0,0.020419,22,100,0,84.13,33.65,0,247,9.79,11899,0.0061,40560368,62914560,17.47,4448850,663081,true,2,1,0,21.51,0,0,0,true,26843545600,10.93,91.36,2026-05-24 11:59:46,2026-05-24 11:59:46
59,orders-api-402bb51-ad48f,orders,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,prod,591900180,966367641,83886080,845571686,1207959552,718735933,803293101,0.7,0,40.03,0,0.034382,52,35,0,48.54,19.42,0,305,10.25,49252,0.0081,24200737,62914560,8.35,188707,5172005,true,2,1,0,8.73,0,0,0,true,2147483648,37.94,83.59,2026-05-24 11:59:46,2026-05-24 11:59:46
60,orders-worker-b907131-2627d,orders,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,prod,274601075,557842432,83886080,392287250,697303040,333444162,372672887,0.5626,0,43.28,0,0.040394,54,68,0,60.54,24.22,0,71,11.08,30976,0.0063,32819217,62914560,116.96,1311221,4152442,true,0,0,0,5.41,0,0,0,true,18253611008,9.34,58.84,2026-05-24 11:59:46,2026-05-24 11:59:46
61,orders-worker-8482791-f2d9f,orders,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,prod,333071940,644245094,83886080,475817058,805306368,404444499,452026205,0.5909,0,22.99,0,0.01486,69,175,0,80.79,32.32,0,112,6.07,41410,0.0092,4483612,62914560,134.99,4548658,3824035,true,0,0,0,7.19,0,0,0,true,4294967296,70.01,84.52,2026-05-24 11:59:46,2026-05-24 11:59:46
62,orders-worker-0696c96-a62c8,orders,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,prod,267871240,557842432,83886080,382673201,697303040,325272220,363539540,0.5488,0,45.92,0,0.034354,68,172,0,90.62,36.25,0,383,4.48,76795,0.0027,19760185,62914560,15.43,2723066,1548820,true,0,0,0,22.09,0,0,0,true,30064771072,27.45,67.57,2026-05-24 11:59:46,2026-05-24 11:59:46
63,auth-gateway-ebb2b70-575e4,identity,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,prod,283205972,557842432,83886080,404579961,697303040,343892966,384350962,0.5802,0,49.77,0,0.01984,74,85,0,41.6,16.64,0,227,3.89,77026,0.0,7373602,62914560,13.89,2425953,8441248,true,0,0,0,15.84,0,0,0,true,18253611008,61.4,64.88,2026-05-24 11:59:46,2026-05-24 11:59:46
