id,prediction_id,use_case_id,namespace,pod_name,cluster_name,gbm_prob,risk_level,delivered,channel,suppressed,suppress_reason,alerted_at
44,53,5,search,search-api-8352074-5b766,prod-usw2-eks,0.7603,high,true,teams,false,,2026-06-21 12:16:15
45,55,2,notifications,notifications-b036879-82982,dr-use1-eks,0.6397,medium,false,teams,true,duplicate within suppression window,2026-06-23 03:56:43
46,57,10,payments,payments-api-1ce3577-591ac,prod-use2-eks,0.699,high,false,slack,true,duplicate within suppression window,2026-06-23 05:55:41
47,58,5,payments,payments-api-2729261-453da,staging-use2-eks,0.6637,high,true,teams,false,,2026-06-19 02:17:41
48,59,5,search,search-api-d416b43-7cb20,dr-use1-eks,0.618,medium,true,teams,false,,2026-06-16 16:33:00
49,62,13,kube-system,metrics-server-e2e6924-29c37,prod-use2-eks,0.7527,high,true,teams,false,,2026-06-05 08:26:00
50,63,5,search,search-api-d416b43-7cb20,dr-use1-eks,0.6274,medium,false,slack,true,duplicate within suppression window,2026-06-18 21:26:51
51,64,5,payments,payments-api-2729261-453da,staging-use2-eks,0.9453,critical,true,teams,false,,2026-06-02 06:25:03
52,65,2,payments,payments-api-1ce3577-591ac,prod-use2-eks,0.7797,high,true,teams,false,,2026-06-22 12:43:19
53,66,3,platform,config-svc-027a395-39a4d,prod-use2-eks,0.9399,critical,true,teams,false,,2026-06-19 07:42:41
54,67,5,search,search-api-8352074-5b766,prod-usw2-eks,0.8162,high,true,pagerduty,false,,2026-06-21 14:10:05
55,68,5,checkout,cart-svc-ee38458-64d46,prod-usw2-eks,0.9185,critical,true,pagerduty,false,,2026-06-19 04:35:10
56,69,4,orders,orders-api-cbca488-26609,prod-usw2-eks,0.8416,high,true,pagerduty,false,,2026-06-18 17:39:24
57,70,1,payments,payments-api-1e23165-1e35b,prod-usw2-eks,0.8419,high,true,pagerduty,false,,2026-06-21 03:39:21
58,71,10,checkout,cart-svc-527eb80-045c0,prod-use2-eks,0.8846,critical,true,pagerduty,false,,2026-06-15 21:42:43
59,72,5,orders,orders-worker-8482791-f2d9f,prod-usw2-eks,0.7361,high,false,email,true,duplicate within suppression window,2026-06-22 21:11:41
60,73,1,orders,orders-api-7f89525-97cdd,prod-use2-eks,0.6515,high,true,slack,false,,2026-06-10 19:49:08
61,74,5,ledger,ledger-svc-842cd31-95bfa,prod-usw2-eks,0.7518,high,true,email,false,,2026-06-20 20:07:49
62,75,5,search,search-api-8352074-5b766,prod-usw2-eks,0.8226,high,false,email,true,duplicate within suppression window,2026-06-16 02:52:33
63,76,5,platform,config-svc-929cd33-16be4,staging-use2-eks,0.6635,high,true,teams,false,,2026-06-09 09:57:07
64,77,1,orders,orders-api-21c5d48-15186,prod-usw2-eks,0.7712,high,true,teams,false,,2026-06-17 23:19:36
65,78,1,orders,orders-api-bfb2f93-32ad3,prod-use2-eks,0.6177,medium,true,teams,false,,2026-06-09 16:35:24
66,79,5,kube-system,coredns-47d4438-c55d7,prod-use2-eks,0.6773,high,true,email,false,,2026-06-12 09:52:59
67,80,2,checkout,cart-svc-26a7d77-aafdc,prod-use2-eks,0.6479,medium,true,pagerduty,false,,2026-06-15 21:37:05
68,81,1,payments,payments-api-7fa4649-debd8,prod-use2-eks,0.9314,critical,true,email,false,,2026-06-23 00:52:10
69,82,10,checkout,checkout-web-4263246-52f3a,dr-use1-eks,0.8951,critical,false,email,true,duplicate within suppression window,2026-06-18 16:17:25
70,84,13,orders,orders-api-8330e48-f22f4,dr-use1-eks,0.7043,high,true,teams,false,,2026-06-16 19:16:05
71,85,5,kube-system,coredns-47d4438-c55d7,prod-use2-eks,0.879,critical,true,slack,false,,2026-06-14 11:01:00
72,87,7,kube-system,coredns-37f1521-4cd3d,prod-usw2-eks,0.8138,high,true,pagerduty,false,,2026-06-20 03:32:09
73,88,5,payments,payments-api-2729261-453da,staging-use2-eks,0.8773,critical,false,pagerduty,true,duplicate within suppression window,2026-05-31 03:57:25
74,89,5,kube-system,coredns-47d4438-c55d7,prod-use2-eks,0.9033,critical,true,pagerduty,false,,2026-06-22 18:03:45
75,90,1,checkout,cart-svc-26a7d77-aafdc,prod-use2-eks,0.9255,critical,true,email,false,,2026-06-17 12:10:24
76,91,5,kube-system,coredns-47d4438-c55d7,prod-use2-eks,0.7573,high,true,slack,false,,2026-06-22 07:52:12
77,92,2,payments,payments-worker-bbc0947-0aa1a,prod-usw2-eks,0.632,medium,true,pagerduty,false,,2026-05-31 05:14:27
78,93,7,platform,image-resizer-7bb3c89-50e74,prod-use2-eks,0.6479,medium,true,slack,false,,2026-06-22 21:52:48
79,95,1,payments,payments-api-1ce3577-591ac,prod-use2-eks,0.9162,critical,true,slack,false,,2026-06-22 19:52:43
80,96,5,orders,orders-worker-b907131-2627d,prod-usw2-eks,0.8809,critical,true,teams,false,,2026-06-18 16:21:40
81,97,10,payments,payments-api-1e23165-1e35b,prod-usw2-eks,0.7444,high,true,email,false,,2026-06-09 22:51:02
82,98,10,payments,payments-api-1e23165-1e35b,prod-usw2-eks,0.685,high,true,pagerduty,false,,2026-06-01 19:46:38
83,99,5,search,search-api-d416b43-7cb20,dr-use1-eks,0.8391,high,true,pagerduty,false,,2026-06-10 09:12:31
84,100,4,orders,orders-api-cbca488-26609,prod-usw2-eks,0.7379,high,true,email,false,,2026-06-20 13:58:47
85,101,5,identity,session-store-28ebc77-cf7c8,prod-usw2-eks,0.6273,medium,true,teams,false,,2026-06-06 13:46:12
86,102,2,notifications,notifications-b036879-82982,dr-use1-eks,0.9011,critical,true,slack,false,,2026-06-22 11:50:27
87,103,5,ledger,ledger-svc-842cd31-95bfa,prod-usw2-eks,0.8425,high,true,teams,false,,2026-06-18 18:46:21
88,104,5,orders,orders-worker-8482791-f2d9f,prod-usw2-eks,0.7442,high,true,pagerduty,false,,2026-06-21 11:58:23
89,105,5,checkout,cart-svc-0a94879-c1bba,prod-usw2-eks,0.8618,critical,true,pagerduty,false,,2026-06-21 16:52:54
90,107,2,payments,payments-worker-bbc0947-0aa1a,prod-usw2-eks,0.8729,critical,true,pagerduty,false,,2026-05-29 08:12:59
91,108,1,orders,orders-api-cbca488-26609,prod-usw2-eks,0.7984,high,true,teams,false,,2026-06-18 03:32:03
92,109,5,checkout,cart-svc-ee38458-64d46,prod-usw2-eks,0.6586,high,true,teams,false,,2026-06-08 19:36:44
93,110,13,ledger,ledger-svc-204e643-7d23b,prod-use2-eks,0.687,high,false,pagerduty,true,duplicate within suppression window,2026-06-23 09:59:38
94,111,7,search,search-api-1605640-8abaf,staging-use2-eks,0.916,critical,true,pagerduty,false,,2026-06-23 01:03:12
95,113,5,identity,session-store-28ebc77-cf7c8,prod-usw2-eks,0.6904,high,true,slack,false,,2026-06-06 01:42:59
96,114,4,checkout,checkout-web-c2eb578-2d181,prod-use2-eks,0.6358,medium,true,email,false,,2026-06-07 19:53:54
97,115,2,payments,payments-api-1e23165-1e35b,prod-usw2-eks,0.6571,high,true,teams,false,,2026-06-15 14:57:30
98,118,10,payments,payments-api-c9c2b74-00142,prod-use2-eks,0.6802,high,true,pagerduty,false,,2026-06-23 03:15:04
99,119,2,checkout,cart-svc-26a7d77-aafdc,prod-use2-eks,0.9629,critical,true,pagerduty,false,,2026-06-17 02:41:42
100,121,2,payments,payments-api-58c5e74-26d34,prod-use2-eks,0.6575,high,true,teams,false,,2026-06-22 19:12:39
101,122,13,platform,config-svc-027a395-39a4d,prod-use2-eks,0.9467,critical,true,teams,false,,2026-06-21 23:55:08
102,123,5,search,search-api-8352074-5b766,prod-usw2-eks,0.7427,high,true,teams,false,,2026-06-19 17:33:29
103,125,5,ledger,ledger-svc-2014124-29b88,prod-usw2-eks,0.9461,critical,true,slack,false,,2026-06-18 09:01:06
104,126,7,kube-system,metrics-server-e2e6924-29c37,prod-use2-eks,0.9361,critical,true,teams,false,,2026-06-05 11:57:53
105,127,10,checkout,cart-svc-527eb80-045c0,prod-use2-eks,0.7749,high,true,teams,false,,2026-06-14 12:21:24
106,128,4,checkout,checkout-web-0101b48-2b2af,prod-use2-eks,0.9454,critical,true,slack,false,,2026-06-06 09:24:33
107,129,5,kube-system,coredns-47d4438-c55d7,prod-use2-eks,0.854,critical,true,teams,false,,2026-06-08 17:16:43
108,130,1,notifications,notifications-b036879-82982,dr-use1-eks,0.7173,high,true,teams,false,,2026-06-22 21:59:14
109,131,3,ledger,ledger-svc-204e643-7d23b,prod-use2-eks,0.8827,critical,true,teams,false,,2026-06-19 07:18:00
110,132,13,kube-system,metrics-server-e2e6924-29c37,prod-use2-eks,0.7334,high,false,teams,true,duplicate within suppression window,2026-06-12 09:03:40
111,133,5,identity,session-store-d825e25-14f9f,prod-usw2-eks,0.6038,medium,true,pagerduty,false,,2026-06-19 19:18:40
112,134,6,kube-system,metrics-server-6162d13-d4a14,prod-usw2-eks,0.7434,high,true,teams,false,,2026-06-14 15:35:49
113,135,5,search,search-api-a47d446-4ffe2,prod-usw2-eks,0.7356,high,false,slack,true,duplicate within suppression window,2026-06-13 22:37:07
114,136,5,kube-system,coredns-47d4438-c55d7,prod-use2-eks,0.8752,critical,true,email,false,,2026-06-20 06:26:12
115,138,2,checkout,checkout-web-4263246-52f3a,dr-use1-eks,0.7598,high,true,teams,false,,2026-06-22 10:58:47
116,139,5,search,search-api-15a6d76-12766,prod-usw2-eks,0.8978,critical,true,teams,false,,2026-06-18 14:24:22
117,140,2,checkout,checkout-web-4263246-52f3a,dr-use1-eks,0.7243,high,true,teams,false,,2026-06-23 04:42:57
118,141,14,checkout,checkout-web-2b77739-52fdd,staging-use2-eks,0.7652,high,true,pagerduty,false,,2026-06-22 15:30:23
119,142,2,payments,payments-api-423b015-b80bd,prod-usw2-eks,0.9428,critical,true,slack,false,,2026-05-29 22:07:49
120,144,3,ledger,ledger-svc-f4a6d64-16dde,prod-use2-eks,0.6227,medium,true,pagerduty,false,,2026-06-18 03:26:37
121,146,14,checkout,checkout-web-2b77739-52fdd,staging-use2-eks,0.7288,high,true,slack,false,,2026-06-23 06:36:16
122,147,6,kube-system,metrics-server-6162d13-d4a14,prod-usw2-eks,0.7565,high,true,email,false,,2026-06-15 14:14:44
123,148,5,search,search-api-8352074-5b766,prod-usw2-eks,0.7472,high,true,teams,false,,2026-06-13 01:23:12
124,149,2,inventory,inventory-svc-bf8f159-02345,prod-usw2-eks,0.624,medium,true,pagerduty,false,,2026-06-16 02:48:31
125,150,5,search,search-api-a47d446-4ffe2,prod-usw2-eks,0.9176,critical,true,teams,false,,2026-06-22 23:44:15
126,151,1,payments,payments-api-1e23165-1e35b,prod-usw2-eks,0.9142,critical,true,slack,false,,2026-06-06 03:08:54
127,152,7,identity,session-store-a097c68-649a1,staging-use2-eks,0.7221,high,true,teams,false,,2026-06-22 06:32:59
128,153,1,checkout,checkout-web-6e9e217-a5c79,dr-use1-eks,0.8666,critical,true,slack,false,,2026-06-23 04:19:48
129,154,5,platform,config-svc-929cd33-16be4,staging-use2-eks,0.6993,high,true,teams,false,,2026-06-14 07:16:30
130,155,13,ledger,ledger-svc-f4a6d64-16dde,prod-use2-eks,0.8892,critical,true,teams,false,,2026-06-21 15:48:30
131,156,5,search,search-api-be84964-d972c,dr-use1-eks,0.6263,medium,false,pagerduty,true,duplicate within suppression window,2026-06-12 11:28:35
132,157,5,orders,orders-worker-8482791-f2d9f,prod-usw2-eks,0.9322,critical,true,teams,false,,2026-06-19 08:03:42
133,159,1,checkout,cart-svc-51c2594-4d271,prod-use2-eks,0.6274,medium,false,email,true,duplicate within suppression window,2026-06-23 08:34:50
134,160,4,checkout,checkout-web-c2eb578-2d181,prod-use2-eks,0.827,high,true,slack,false,,2026-05-30 15:04:27
135,161,1,checkout,cart-svc-51c2594-4d271,prod-use2-eks,0.835,high,true,slack,false,,2026-06-14 00:36:33
136,162,6,search,indexer-6af7422-f66fc,dr-use1-eks,0.6674,high,false,email,true,duplicate within suppression window,2026-06-01 01:43:17
137,163,1,checkout,checkout-web-c343d41-6a8d2,prod-use2-eks,0.9175,critical,true,email,false,,2026-06-18 14:21:47
138,164,4,orders,orders-api-21c5d48-15186,prod-usw2-eks,0.6376,medium,true,teams,false,,2026-06-22 01:07:54
139,165,8,kube-system,coredns-4a8b365-1d9fc,prod-usw2-eks,0.6077,medium,false,pagerduty,true,duplicate within suppression window,2026-06-21 22:50:02
140,166,6,checkout,checkout-web-aca9086-f5fe6,staging-use2-eks,0.8399,high,true,teams,false,,2026-06-23 05:18:36
141,167,2,identity,session-store-1ac5266-1ca26,prod-use2-eks,0.809,high,true,email,false,,2026-06-17 14:52:40
142,168,2,orders,orders-api-cbca488-26609,prod-usw2-eks,0.8528,critical,false,teams,true,duplicate within suppression window,2026-06-15 18:34:25
143,170,2,payments,payments-worker-bbc0947-0aa1a,prod-usw2-eks,0.8561,critical,true,pagerduty,false,,2026-05-30 18:14:59
144,172,10,identity,session-store-4732511-0dba8,prod-use2-eks,0.9639,critical,true,teams,false,,2026-06-16 09:40:42
145,173,2,payments,payments-api-b9a1287-dbbfe,prod-usw2-eks,0.7277,high,true,teams,false,,2026-06-14 16:44:10
146,174,1,orders,orders-api-cbca488-26609,prod-usw2-eks,0.8451,high,true,slack,false,,2026-06-17 16:47:00
147,175,5,checkout,cart-svc-0a94879-c1bba,prod-usw2-eks,0.7766,high,true,teams,false,,2026-06-12 16:59:50
148,176,5,checkout,cart-svc-ee38458-64d46,prod-usw2-eks,0.9098,critical,true,email,false,,2026-06-20 13:15:06
149,177,10,payments,payments-api-7fa4649-debd8,prod-use2-eks,0.704,high,true,teams,false,,2026-06-22 15:28:29
150,178,4,orders,orders-api-402bb51-ad48f,prod-usw2-eks,0.8713,critical,true,slack,false,,2026-06-20 10:17:02
151,179,4,inventory,inventory-svc-bf8f159-02345,prod-usw2-eks,0.9144,critical,true,slack,false,,2026-06-14 06:11:11
152,181,5,search,search-api-a47d446-4ffe2,prod-usw2-eks,0.7163,high,true,teams,false,,2026-06-14 08:56:57
153,182,2,orders,orders-api-7f89525-97cdd,prod-use2-eks,0.953,critical,true,email,false,,2026-06-07 15:59:55
154,183,14,checkout,checkout-web-aca9086-f5fe6,staging-use2-eks,0.9093,critical,true,slack,false,,2026-06-23 07:07:10
155,184,10,payments,payments-api-423b015-b80bd,prod-usw2-eks,0.8674,critical,true,slack,false,,2026-06-04 16:45:47
156,185,7,platform,image-resizer-9994630-7c707,prod-use2-eks,0.9278,critical,true,email,false,,2026-06-23 04:41:50
157,186,2,checkout,checkout-web-0101b48-2b2af,prod-use2-eks,0.8476,high,true,teams,false,,2026-06-07 14:41:37
158,187,2,orders,orders-api-21c5d48-15186,prod-usw2-eks,0.7445,high,true,teams,false,,2026-06-14 12:08:31
159,188,1,notifications,notifications-b036879-82982,dr-use1-eks,0.6642,high,false,teams,true,duplicate within suppression window,2026-06-23 11:27:47
160,191,8,kube-system,coredns-4a8b365-1d9fc,prod-usw2-eks,0.9233,critical,true,email,false,,2026-06-19 01:05:52
161,192,13,search,search-api-1605640-8abaf,staging-use2-eks,0.7551,high,true,pagerduty,false,,2026-06-22 08:54:14
162,194,1,orders,orders-api-21c5d48-15186,prod-usw2-eks,0.8265,high,false,teams,true,duplicate within suppression window,2026-06-15 10:29:39
163,195,5,identity,session-store-28ebc77-cf7c8,prod-usw2-eks,0.8152,high,true,teams,false,,2026-06-15 23:42:14
164,197,13,kube-system,coredns-37f1521-4cd3d,prod-usw2-eks,0.9186,critical,true,email,false,,2026-06-20 11:25:51
165,198,13,kube-system,coredns-37f1521-4cd3d,prod-usw2-eks,0.8647,critical,true,slack,false,,2026-06-23 00:04:50
166,199,13,notifications,notifications-1938743-28dca,prod-use2-eks,0.9216,critical,true,slack,false,,2026-06-16 18:56:09
167,200,2,orders,orders-api-21c5d48-15186,prod-usw2-eks,0.8159,high,true,teams,false,,2026-06-23 08:21:59
168,201,3,notifications,notifications-1938743-28dca,prod-use2-eks,0.8034,high,false,teams,true,duplicate within suppression window,2026-06-06 20:11:12
169,202,2,inventory,inventory-svc-1d6f570-1b50d,staging-use2-eks,0.9147,critical,true,teams,false,,2026-06-23 06:16:15
170,203,5,orders,orders-worker-8482791-f2d9f,prod-usw2-eks,0.8866,critical,true,teams,false,,2026-06-18 02:40:24
171,204,5,search,search-api-8352074-5b766,prod-usw2-eks,0.7746,high,true,teams,false,,2026-06-13 09:26:44
172,205,10,payments,payments-api-7fa4649-debd8,prod-use2-eks,0.9296,critical,true,pagerduty,false,,2026-06-23 11:51:13
173,206,2,checkout,checkout-web-6e9e217-a5c79,dr-use1-eks,0.7981,high,true,teams,false,,2026-06-20 06:41:54
174,207,2,payments,payments-api-423b015-b80bd,prod-usw2-eks,0.6505,high,true,teams,false,,2026-06-11 20:14:31
175,208,5,ledger,ledger-svc-0744083-43011,prod-usw2-eks,0.7059,high,true,teams,false,,2026-06-22 00:17:33
176,209,13,orders,orders-api-8330e48-f22f4,dr-use1-eks,0.6655,high,true,email,false,,2026-06-18 02:02:53
177,210,4,checkout,checkout-web-c2eb578-2d181,prod-use2-eks,0.7249,high,false,teams,true,duplicate within suppression window,2026-06-16 06:38:14
178,212,10,checkout,checkout-web-6e9e217-a5c79,dr-use1-eks,0.7842,high,true,email,false,,2026-06-19 01:46:49
179,213,10,identity,session-store-1ac5266-1ca26,prod-use2-eks,0.7256,high,true,teams,false,,2026-06-23 11:30:05
180,215,13,search,search-api-1605640-8abaf,staging-use2-eks,0.8364,high,false,pagerduty,true,duplicate within suppression window,2026-06-23 04:25:55
181,216,3,ledger,ledger-svc-204e643-7d23b,prod-use2-eks,0.9079,critical,true,email,false,,2026-06-22 02:06:01
182,218,5,kube-system,coredns-47d4438-c55d7,prod-use2-eks,0.8965,critical,true,slack,false,,2026-06-21 19:54:41
183,219,7,kube-system,metrics-server-e2e6924-29c37,prod-use2-eks,0.9201,critical,true,pagerduty,false,,2026-06-09 22:36:51
184,221,6,checkout,checkout-web-aca9086-f5fe6,staging-use2-eks,0.878,critical,false,email,true,duplicate within suppression window,2026-06-22 16:18:24
185,222,5,checkout,cart-svc-ee38458-64d46,prod-usw2-eks,0.9386,critical,true,pagerduty,false,,2026-06-03 18:50:22
186,223,7,orders,orders-api-8330e48-f22f4,dr-use1-eks,0.6484,medium,false,pagerduty,true,duplicate within suppression window,2026-06-11 07:10:13
187,224,5,search,search-api-15a6d76-12766,prod-usw2-eks,0.7405,high,false,slack,true,duplicate within suppression window,2026-06-23 04:10:12
188,225,2,orders,orders-api-402bb51-ad48f,prod-usw2-eks,0.6924,high,true,teams,false,,2026-06-20 14:53:45
189,227,10,orders,orders-api-7f89525-97cdd,prod-use2-eks,0.6471,medium,false,slack,true,duplicate within suppression window,2026-06-19 04:47:18
190,228,5,ledger,ledger-svc-0744083-43011,prod-usw2-eks,0.8529,critical,true,teams,false,,2026-06-18 18:42:52
191,229,3,notifications,notifications-1938743-28dca,prod-use2-eks,0.6934,high,true,slack,false,,2026-06-18 09:40:47
192,230,13,notifications,notifications-1938743-28dca,prod-use2-eks,0.7024,high,true,teams,false,,2026-06-05 20:53:49
193,232,13,notifications,notifications-1938743-28dca,prod-use2-eks,0.7136,high,true,pagerduty,false,,2026-06-14 12:17:52
194,233,13,kube-system,coredns-4a8b365-1d9fc,prod-usw2-eks,0.8654,critical,true,pagerduty,false,,2026-06-20 09:29:56
195,234,2,payments,payments-api-423b015-b80bd,prod-usw2-eks,0.7175,high,true,slack,false,,2026-06-10 09:20:40
196,235,10,identity,session-store-1ac5266-1ca26,prod-use2-eks,0.8756,critical,true,email,false,,2026-06-12 04:18:28
197,236,1,checkout,checkout-web-c343d41-6a8d2,prod-use2-eks,0.813,high,true,pagerduty,false,,2026-06-09 02:02:26
198,237,5,identity,session-store-d825e25-14f9f,prod-usw2-eks,0.71,high,true,teams,false,,2026-06-15 23:49:03
199,238,8,identity,session-store-a097c68-649a1,staging-use2-eks,0.6059,medium,false,email,true,duplicate within suppression window,2026-06-07 07:13:32
200,239,2,checkout,checkout-web-c2eb578-2d181,prod-use2-eks,0.9446,critical,true,pagerduty,false,,2026-06-06 10:54:12
201,240,2,payments,payments-api-7fa4649-debd8,prod-use2-eks,0.6412,medium,true,pagerduty,false,,2026-06-22 18:40:44
202,242,13,search,search-api-1605640-8abaf,staging-use2-eks,0.8637,critical,false,slack,true,duplicate within suppression window,2026-06-22 17:18:31
203,244,5,kube-system,coredns-e513a45-fb7bf,prod-use2-eks,0.9032,critical,true,teams,false,,2026-06-14 07:20:35
204,245,3,platform,config-svc-027a395-39a4d,prod-use2-eks,0.8146,high,true,slack,false,,2026-06-20 10:53:29
205,246,5,checkout,cart-svc-0a94879-c1bba,prod-usw2-eks,0.8477,high,true,slack,false,,2026-06-13 09:48:05
206,247,7,kube-system,metrics-server-e2e6924-29c37,prod-use2-eks,0.9071,critical,false,slack,true,duplicate within suppression window,2026-06-16 13:49:54
207,248,5,search,search-api-d416b43-7cb20,dr-use1-eks,0.8554,critical,false,teams,true,duplicate within suppression window,2026-06-01 20:13:02
208,249,2,checkout,cart-svc-527eb80-045c0,prod-use2-eks,0.7618,high,true,pagerduty,false,,2026-06-15 00:53:13
209,252,1,orders,orders-api-bfb2f93-32ad3,prod-use2-eks,0.6441,medium,true,teams,false,,2026-06-19 02:39:33
210,253,5,identity,session-store-28ebc77-cf7c8,prod-usw2-eks,0.8478,high,true,teams,false,,2026-06-13 11:07:06
211,254,10,identity,session-store-1ac5266-1ca26,prod-use2-eks,0.7267,high,true,email,false,,2026-06-23 07:28:57
212,255,2,orders,orders-api-402bb51-ad48f,prod-usw2-eks,0.6186,medium,true,teams,false,,2026-06-23 06:25:48
213,256,4,checkout,checkout-web-0101b48-2b2af,prod-use2-eks,0.8395,high,true,teams,false,,2026-06-13 00:08:11
214,257,2,payments,payments-api-7fa4649-debd8,prod-use2-eks,0.6112,medium,true,pagerduty,false,,2026-06-22 18:31:01
215,258,13,notifications,notifications-1938743-28dca,prod-use2-eks,0.9177,critical,true,teams,false,,2026-06-22 07:52:46
216,259,2,orders,orders-api-402bb51-ad48f,prod-usw2-eks,0.7158,high,true,teams,false,,2026-06-17 04:44:58
217,260,10,payments,payments-api-1ce3577-591ac,prod-use2-eks,0.6012,medium,true,pagerduty,false,,2026-06-23 08:10:55
