id,correlation_id,source_agent_id,target_agent_id,message_type,message_data,priority,processing_time_ms,success,error_message,retry_count,sent_at,processed_at,environment
11,33f048f5-da7d-1062-43d8-6fc37325af55,worker-prod-usw2-eks-02,worker-prod-use2-eks-01,escalation,"{""type"":""escalation"",""pod"":""config-svc-0f5b883-4b9e2"",""prob"":0.628}",normal,707,true,,0,2026-05-26 18:00:36,2026-05-26 18:00:36,prod
12,90e49b61-bff0-a3dc-6766-42767def72f4,cluster_manager-dr-use1-eks-01,cluster_manager-prod-usw2-eks-00,heartbeat,"{""type"":""heartbeat"",""pod"":""payments-worker-bbc0947-0aa1a"",""prob"":0.895}",critical,91,true,,0,2026-06-15 14:31:27,2026-06-15 14:31:28,dr
13,ff630e90-6b87-82bf-53b6-81b03c91722e,cluster_manager-prod-usw2-eks-00,worker-prod-usw2-eks-04,query,"{""type"":""query"",""pod"":""checkout-web-2b77739-52fdd"",""prob"":0.074}",critical,633,true,,0,2026-06-04 17:59:02,2026-06-04 17:59:03,prod
14,72547f7a-09ca-ec09-245f-97eedae5ed9b,worker-prod-usw2-eks-02,cluster_manager-prod-use2-eks-00,prediction,"{""type"":""prediction"",""pod"":""payments-api-58c5e74-26d34"",""prob"":0.735}",high,281,true,,0,2026-06-22 04:46:57,2026-06-22 04:46:57,prod
15,0f6414d0-4c64-cf49-952e-34b9949eabd0,worker-prod-usw2-eks-03,worker-dr-use1-eks-00,action_request,"{""type"":""action_request"",""pod"":""config-svc-370d832-a686a"",""prob"":0.508}",low,708,true,,0,2026-06-15 06:46:15,2026-06-15 06:46:15,prod
16,b184e369-a1d7-a879-b72f-fb6b951caeb4,strategist-prod-usw2-eks-00,cluster_manager-dr-use1-eks-00,prediction,"{""type"":""prediction"",""pod"":""payments-api-58c5e74-26d34"",""prob"":0.666}",high,144,true,,0,2026-06-12 21:57:06,2026-06-12 21:57:07,prod
17,9c23e5d3-f8f5-21e1-a9f2-949f2222c258,worker-dr-use1-eks-05,worker-dr-use1-eks-04,prediction,"{""type"":""prediction"",""pod"":""search-api-d416b43-7cb20"",""prob"":0.215}",normal,142,true,,0,2026-06-18 08:59:24,2026-06-18 08:59:24,dr
18,6111fe50-51f3-9f28-9aee-e38fbb4baecd,worker-staging-use2-eks-04,strategist-prod-use2-eks-00,action_request,"{""type"":""action_request"",""pod"":""orders-api-21c5d48-15186"",""prob"":0.115}",critical,230,true,,0,2026-06-03 00:56:13,2026-06-03 00:56:13,staging
19,10c3f5fa-741d-b4ee-c9da-5ef0cf01a0a7,worker-dr-use1-eks-02,worker-prod-usw2-eks-04,action_result,"{""type"":""action_result"",""pod"":""orders-worker-9681c18-374c7"",""prob"":0.379}",critical,99,true,,0,2026-06-02 20:50:00,2026-06-02 20:50:00,dr
20,fa25d156-976a-2ba7-0b63-1d4e8b7c654b,worker-prod-usw2-eks-00,cluster_manager-dr-use1-eks-00,heartbeat,"{""type"":""heartbeat"",""pod"":""payments-worker-6e38c94-75bbf"",""prob"":0.223}",high,590,true,,0,2026-05-29 04:45:21,2026-05-29 04:45:22,prod
21,9cfe3130-630e-a387-cf37-e87b87b3cd9a,strategist-dr-use1-eks-00,cluster_manager-dr-use1-eks-00,heartbeat,"{""type"":""heartbeat"",""pod"":""orders-api-bfb2f93-32ad3"",""prob"":0.353}",normal,493,true,,0,2026-06-12 20:13:14,2026-06-12 20:13:14,dr
22,9827c380-5ce2-7ca9-4d5a-659a5fffce5e,worker-staging-use2-eks-01,worker-prod-usw2-eks-03,ack,"{""type"":""ack"",""pod"":""image-resizer-7bb3c89-50e74"",""prob"":0.013}",normal,620,false,schema mismatch,3,2026-06-21 05:32:14,2026-06-21 05:32:14,staging
23,97930c17-6026-df0d-ba97-0b3a492e8343,cluster_manager-prod-usw2-eks-01,strategist-prod-use2-eks-00,action_result,"{""type"":""action_result"",""pod"":""orders-worker-9681c18-374c7"",""prob"":0.686}",high,292,true,,0,2026-05-24 20:58:34,2026-05-24 20:58:35,prod
24,54f8ffe3-a039-c942-db2d-d5c5327cd085,cluster_manager-prod-usw2-eks-01,worker-prod-use2-eks-00,action_request,"{""type"":""action_request"",""pod"":""metrics-server-e2e6924-29c37"",""prob"":0.243}",low,722,true,,0,2026-06-08 14:22:11,2026-06-08 14:22:11,prod
25,419f1ca8-6bed-72df-30d1-b75a35ac1c37,worker-prod-use2-eks-02,worker-prod-use2-eks-00,prediction,"{""type"":""prediction"",""pod"":""orders-api-cbca488-26609"",""prob"":0.727}",low,116,true,,0,2026-06-01 09:10:11,2026-06-01 09:10:12,prod
26,a36347bc-bd20-a222-7237-5164c667032d,worker-staging-use2-eks-00,cluster_manager-prod-usw2-eks-01,heartbeat,"{""type"":""heartbeat"",""pod"":""auth-gateway-d4d3364-aac01"",""prob"":0.075}",low,39,true,,0,2026-06-02 18:42:56,2026-06-02 18:42:56,staging
27,11058154-9ab6-ab97-5232-0822e0f1fa7c,cluster_manager-staging-use2-eks-01,worker-staging-use2-eks-04,ack,"{""type"":""ack"",""pod"":""ledger-svc-842cd31-95bfa"",""prob"":0.279}",high,385,true,,0,2026-05-27 02:52:11,2026-05-27 02:52:11,staging
28,1797bac6-e69f-3a04-8c82-74e867290642,cluster_manager-prod-use2-eks-00,worker-staging-use2-eks-04,prediction,"{""type"":""prediction"",""pod"":""coredns-37f1521-4cd3d"",""prob"":0.459}",normal,325,true,,0,2026-05-30 22:21:24,2026-05-30 22:21:24,prod
29,522d68d4-b7c6-ac23-57a9-12a179773863,cluster_manager-staging-use2-eks-00,worker-prod-use2-eks-00,escalation,"{""type"":""escalation"",""pod"":""cart-svc-0a94879-c1bba"",""prob"":0.918}",low,103,true,,0,2026-06-11 16:14:43,2026-06-11 16:14:44,staging
30,efcdff64-bc08-39c1-8916-d5cde29466e9,worker-prod-usw2-eks-05,worker-staging-use2-eks-01,heartbeat,"{""type"":""heartbeat"",""pod"":""search-api-be84964-d972c"",""prob"":0.287}",high,792,false,target unavailable,1,2026-06-10 22:37:55,2026-06-10 22:37:55,prod
31,9d4509aa-2370-c620-3c3f-ae32f9adc582,worker-prod-use2-eks-04,strategist-prod-usw2-eks-00,prediction,"{""type"":""prediction"",""pod"":""orders-api-e9b4a39-c3784"",""prob"":0.894}",normal,588,true,,0,2026-06-19 15:48:30,2026-06-19 15:48:30,prod
32,8a505360-99d4-4031-97d6-a8df4b9d664d,worker-prod-use2-eks-00,cluster_manager-dr-use1-eks-01,action_result,"{""type"":""action_result"",""pod"":""config-svc-ddd1723-06ca5"",""prob"":0.112}",normal,664,true,,0,2026-05-29 02:30:44,2026-05-29 02:30:44,prod
33,9997bb63-50e5-4ddf-212c-e37f525c34de,strategist-dr-use1-eks-00,worker-prod-use2-eks-01,heartbeat,"{""type"":""heartbeat"",""pod"":""ledger-svc-2014124-29b88"",""prob"":0.519}",normal,86,true,,0,2026-05-31 15:33:01,2026-05-31 15:33:01,dr
34,67653943-4d87-77fb-ed18-31f7c4021d3b,worker-staging-use2-eks-00,worker-prod-usw2-eks-02,action_result,"{""type"":""action_result"",""pod"":""config-svc-027a395-39a4d"",""prob"":0.783}",high,439,true,,0,2026-06-01 06:28:36,2026-06-01 06:28:37,staging
35,78f03a19-07e9-ce2a-8b03-2cd02d1381a9,strategist-prod-usw2-eks-00,strategist-staging-use2-eks-00,ack,"{""type"":""ack"",""pod"":""inventory-svc-bfded25-1e6d2"",""prob"":0.788}",high,461,true,,0,2026-06-11 13:44:45,2026-06-11 13:44:46,prod
36,8d24be4b-3d9c-16f7-d8ad-62e7ed3777ac,worker-prod-usw2-eks-04,strategist-dr-use1-eks-00,escalation,"{""type"":""escalation"",""pod"":""inventory-svc-bfded25-1e6d2"",""prob"":0.297}",critical,554,true,,0,2026-06-13 18:16:42,2026-06-13 18:16:42,prod
37,66a482da-94e5-a990-8a0b-1cb5e291f4ee,worker-prod-use2-eks-04,worker-prod-use2-eks-05,action_result,"{""type"":""action_result"",""pod"":""cart-svc-51c2594-4d271"",""prob"":0.462}",high,285,true,,0,2026-06-10 06:46:25,2026-06-10 06:46:25,prod
38,2dc648eb-b076-3e57-e6be-25cfc1f91005,worker-prod-usw2-eks-01,cluster_manager-staging-use2-eks-00,escalation,"{""type"":""escalation"",""pod"":""orders-worker-9681c18-374c7"",""prob"":0.345}",high,370,true,,0,2026-05-30 03:30:12,2026-05-30 03:30:12,prod
39,33bef303-6da7-beac-44e3-e26f4f00a61f,worker-staging-use2-eks-00,worker-prod-usw2-eks-05,ack,"{""type"":""ack"",""pod"":""orders-worker-06e2683-7270e"",""prob"":0.039}",normal,355,true,,0,2026-05-26 01:17:50,2026-05-26 01:17:50,staging
40,f0fe360a-ee33-d6bf-0b13-f4037d655aad,worker-prod-use2-eks-04,strategist-dr-use1-eks-00,action_request,"{""type"":""action_request"",""pod"":""orders-worker-9681c18-374c7"",""prob"":0.483}",normal,410,true,,0,2026-06-02 06:14:01,2026-06-02 06:14:01,prod
41,37f22e7e-969d-47aa-e8b4-c0bfae7fc128,worker-dr-use1-eks-01,worker-staging-use2-eks-05,action_request,"{""type"":""action_request"",""pod"":""checkout-web-2b77739-52fdd"",""prob"":0.889}",high,628,true,,0,2026-06-21 14:01:01,2026-06-21 14:01:01,dr
42,6c3896a6-4d04-6019-41f1-3fcbf877892a,worker-dr-use1-eks-05,worker-prod-usw2-eks-01,action_request,"{""type"":""action_request"",""pod"":""ledger-svc-e00a046-6e2d6"",""prob"":0.659}",low,771,true,,0,2026-06-21 21:25:54,2026-06-21 21:25:54,dr
43,0391c2e7-3dcb-b8c8-3c0d-b4b2bf784df3,worker-staging-use2-eks-04,worker-prod-use2-eks-05,ack,"{""type"":""ack"",""pod"":""notifications-b2aff41-e1772"",""prob"":0.286}",low,233,true,,0,2026-06-12 08:16:04,2026-06-12 08:16:04,staging
44,99173970-da4d-f933-bf36-03f0ce613c7e,worker-prod-usw2-eks-02,worker-dr-use1-eks-00,query,"{""type"":""query"",""pod"":""checkout-web-aca9086-f5fe6"",""prob"":0.982}",normal,274,true,,0,2026-06-13 08:43:14,2026-06-13 08:43:14,prod
45,8cfe97a1-0023-d463-d5cc-9da67fa13a8a,worker-staging-use2-eks-02,cluster_manager-prod-use2-eks-01,action_request,"{""type"":""action_request"",""pod"":""config-svc-929cd33-16be4"",""prob"":0.982}",critical,228,true,,0,2026-06-22 10:04:15,2026-06-22 10:04:15,staging
46,4f58b232-ff0e-06bd-46d8-3cc4f8bf1d9b,worker-dr-use1-eks-04,worker-staging-use2-eks-02,action_result,"{""type"":""action_result"",""pod"":""session-store-d825e25-14f9f"",""prob"":0.335}",normal,535,false,target unavailable,2,2026-05-30 04:20:44,2026-05-30 04:20:45,dr
47,c4518187-1819-7010-120d-aee619f0608d,worker-prod-use2-eks-01,worker-prod-usw2-eks-05,query,"{""type"":""query"",""pod"":""indexer-6af7422-f66fc"",""prob"":0.564}",low,169,true,,0,2026-06-10 23:40:27,2026-06-10 23:40:27,prod
48,f8d500c7-8a7b-cf24-fbac-a390cd954cc6,cluster_manager-dr-use1-eks-00,cluster_manager-staging-use2-eks-00,action_request,"{""type"":""action_request"",""pod"":""notifications-c882a21-88bb7"",""prob"":0.786}",low,478,true,,0,2026-06-18 01:00:28,2026-06-18 01:00:28,dr
49,97604481-1827-877a-29c9-6e12f583008a,worker-staging-use2-eks-05,worker-staging-use2-eks-02,prediction,"{""type"":""prediction"",""pod"":""auth-gateway-fb1c283-81cc8"",""prob"":0.975}",normal,261,true,,0,2026-06-12 02:03:14,2026-06-12 02:03:15,staging
50,28fe03e8-ea9c-fb71-d162-e346653dc3f1,worker-prod-use2-eks-04,worker-prod-usw2-eks-03,action_result,"{""type"":""action_result"",""pod"":""search-api-1271443-2f040"",""prob"":0.109}",low,507,true,,0,2026-06-09 13:40:23,2026-06-09 13:40:24,prod
51,a52ad38e-becc-b4fe-9997-5045ed83fc6f,cluster_manager-dr-use1-eks-00,worker-prod-usw2-eks-04,heartbeat,"{""type"":""heartbeat"",""pod"":""coredns-e513a45-fb7bf"",""prob"":0.899}",normal,594,true,,0,2026-06-05 03:23:47,2026-06-05 03:23:47,dr
52,2a6accff-4e98-31be-ad9c-9c3d99bada71,worker-dr-use1-eks-02,worker-dr-use1-eks-04,query,"{""type"":""query"",""pod"":""search-api-4350294-dbefb"",""prob"":0.967}",normal,458,true,,0,2026-06-16 01:33:16,2026-06-16 01:33:16,dr
53,2fc8b937-5f50-149d-fc1e-8f03fd967fe5,worker-prod-use2-eks-02,worker-dr-use1-eks-01,prediction,"{""type"":""prediction"",""pod"":""payments-api-b9a1287-dbbfe"",""prob"":0.452}",normal,774,true,,0,2026-06-18 04:59:49,2026-06-18 04:59:49,prod
54,0046cd0e-2f63-51bf-97cf-c098ba03446b,worker-prod-use2-eks-03,worker-dr-use1-eks-03,prediction,"{""type"":""prediction"",""pod"":""auth-gateway-ebb2b70-575e4"",""prob"":0.481}",normal,206,true,,0,2026-06-10 22:35:12,2026-06-10 22:35:13,prod
55,0bc6b567-0a71-6db8-ea0a-f772fb958f66,worker-dr-use1-eks-02,worker-staging-use2-eks-05,prediction,"{""type"":""prediction"",""pod"":""session-store-28ebc77-cf7c8"",""prob"":0.44}",high,733,true,,0,2026-06-11 06:59:05,2026-06-11 06:59:05,dr
56,0c46b28a-7dda-ca9a-a89d-527e3ce47493,cluster_manager-staging-use2-eks-01,worker-staging-use2-eks-01,action_request,"{""type"":""action_request"",""pod"":""orders-api-8330e48-f22f4"",""prob"":0.809}",low,487,true,,0,2026-05-28 19:16:12,2026-05-28 19:16:13,staging
57,8266e564-c67d-19b2-8397-d54cf455e7cb,cluster_manager-prod-usw2-eks-01,worker-dr-use1-eks-00,heartbeat,"{""type"":""heartbeat"",""pod"":""orders-api-e9b4a39-c3784"",""prob"":0.12}",normal,80,true,,0,2026-06-11 11:40:47,2026-06-11 11:40:48,prod
58,695b48ac-8f3f-40d8-88e2-1035b16a202c,worker-prod-usw2-eks-05,worker-prod-usw2-eks-00,ack,"{""type"":""ack"",""pod"":""notifications-1938743-28dca"",""prob"":0.442}",low,506,true,,0,2026-06-05 19:49:33,2026-06-05 19:49:34,prod
59,d739ad6d-4063-5b6a-5132-ee7d79f61a1e,cluster_manager-prod-use2-eks-01,worker-prod-use2-eks-05,query,"{""type"":""query"",""pod"":""cart-svc-da3cf51-00806"",""prob"":0.076}",normal,266,true,,0,2026-05-28 18:16:58,2026-05-28 18:16:59,prod
60,3bd0f8f9-b905-0799-bd45-85fa1c712dfe,worker-prod-use2-eks-03,cluster_manager-prod-use2-eks-00,action_request,"{""type"":""action_request"",""pod"":""image-resizer-7bb3c89-50e74"",""prob"":0.191}",normal,339,true,,0,2026-06-06 19:36:17,2026-06-06 19:36:17,prod
61,f55c7344-d536-65e9-b1bc-1aa5e8b06efa,worker-staging-use2-eks-02,worker-prod-usw2-eks-00,query,"{""type"":""query"",""pod"":""inventory-svc-df6d343-0a45b"",""prob"":0.65}",critical,177,true,,0,2026-06-16 17:36:16,2026-06-16 17:36:16,staging
62,1b1dee63-596b-7a14-e733-cd135fe58980,worker-dr-use1-eks-05,worker-dr-use1-eks-04,ack,"{""type"":""ack"",""pod"":""checkout-web-f628153-c1833"",""prob"":0.406}",critical,251,true,,0,2026-06-19 01:16:56,2026-06-19 01:16:56,dr
63,aacb0021-2f30-951e-bcf4-3d6279e56e71,worker-prod-usw2-eks-05,cluster_manager-prod-use2-eks-00,action_result,"{""type"":""action_result"",""pod"":""search-api-15a6d76-12766"",""prob"":0.468}",normal,8,true,,0,2026-06-14 14:13:09,2026-06-14 14:13:10,prod
64,3a787dc1-5ed6-9c9e-faf0-61eda434e775,cluster_manager-dr-use1-eks-01,worker-dr-use1-eks-03,action_request,"{""type"":""action_request"",""pod"":""inventory-svc-3e28589-98330"",""prob"":0.979}",normal,661,true,,0,2026-05-29 00:30:39,2026-05-29 00:30:40,dr
65,bd567255-b22b-6c94-67e8-350c1fc64a2a,worker-prod-use2-eks-02,cluster_manager-dr-use1-eks-01,query,"{""type"":""query"",""pod"":""search-api-d416b43-7cb20"",""prob"":0.362}",high,672,true,,0,2026-05-27 16:12:21,2026-05-27 16:12:22,prod
66,0cde4247-515a-7f25-4563-281cf461eed8,worker-prod-use2-eks-00,worker-prod-usw2-eks-02,heartbeat,"{""type"":""heartbeat"",""pod"":""checkout-web-c2eb578-2d181"",""prob"":0.119}",high,31,false,target unavailable,2,2026-06-01 19:28:24,2026-06-01 19:28:25,prod
67,a431ca93-333f-a336-d6ff-e5152d11530d,worker-prod-usw2-eks-01,worker-prod-usw2-eks-02,prediction,"{""type"":""prediction"",""pod"":""payments-api-6c2b997-3e07d"",""prob"":0.22}",high,147,true,,0,2026-05-28 06:49:06,2026-05-28 06:49:07,prod
68,f8c599bb-4c2b-732e-c11b-50a48b063219,worker-dr-use1-eks-01,strategist-staging-use2-eks-00,query,"{""type"":""query"",""pod"":""orders-worker-b907131-2627d"",""prob"":0.904}",normal,355,true,,0,2026-06-23 11:25:13,2026-06-23 11:25:13,dr
69,4fbfc054-0640-23e6-5205-59c5c0c43a01,cluster_manager-prod-use2-eks-01,worker-staging-use2-eks-04,prediction,"{""type"":""prediction"",""pod"":""payments-api-dde4d16-a3d09"",""prob"":0.253}",normal,343,true,,0,2026-06-09 21:08:40,2026-06-09 21:08:40,prod
70,025d2623-9a1a-0de9-73a2-04fa84b2ff63,worker-prod-usw2-eks-04,strategist-prod-usw2-eks-00,action_request,"{""type"":""action_request"",""pod"":""recommendation-c460126-52814"",""prob"":0.838}",normal,287,true,,0,2026-06-20 11:39:26,2026-06-20 11:39:26,prod
71,6391fd09-00cd-5728-904b-13aa7d9907a9,strategist-prod-usw2-eks-00,strategist-dr-use1-eks-00,action_result,"{""type"":""action_result"",""pod"":""orders-api-7f89525-97cdd"",""prob"":0.961}",normal,411,true,,0,2026-05-28 06:22:33,2026-05-28 06:22:33,prod
72,64fd621a-8013-14f6-54df-407fa209fa8a,worker-staging-use2-eks-05,worker-prod-use2-eks-00,escalation,"{""type"":""escalation"",""pod"":""payments-worker-7a57672-86691"",""prob"":0.995}",high,254,false,timeout,1,2026-06-14 06:14:37,2026-06-14 06:14:37,staging
73,1d5c445e-3725-0d2d-4194-7259f0c75293,cluster_manager-dr-use1-eks-00,worker-staging-use2-eks-04,heartbeat,"{""type"":""heartbeat"",""pod"":""payments-api-1ce3577-591ac"",""prob"":0.317}",critical,610,true,,0,2026-06-05 16:32:28,2026-06-05 16:32:28,dr
74,f9c61ca3-9c6c-7233-64ee-c9ff75b86b2b,worker-dr-use1-eks-02,worker-prod-use2-eks-01,prediction,"{""type"":""prediction"",""pod"":""checkout-web-0101b48-2b2af"",""prob"":0.254}",normal,497,true,,0,2026-06-15 04:28:27,2026-06-15 04:28:28,dr
75,d84a05e5-65f5-4be2-4ecd-23f6ffc8cc88,worker-prod-usw2-eks-03,worker-dr-use1-eks-01,action_result,"{""type"":""action_result"",""pod"":""search-api-1271443-2f040"",""prob"":0.079}",normal,106,true,,0,2026-05-28 15:36:38,2026-05-28 15:36:38,prod
76,03fb9298-03c8-b9ec-6db7-1216bf318dd6,worker-prod-usw2-eks-03,worker-prod-use2-eks-02,action_request,"{""type"":""action_request"",""pod"":""checkout-web-ec64e26-f37ce"",""prob"":0.206}",high,78,true,,0,2026-06-22 09:35:18,2026-06-22 09:35:18,prod
77,fced1427-fd2f-9f53-3b0e-73bfd3d85311,worker-prod-use2-eks-05,cluster_manager-prod-use2-eks-00,action_result,"{""type"":""action_result"",""pod"":""auth-gateway-d4d3364-aac01"",""prob"":0.49}",high,313,true,,0,2026-05-31 06:16:53,2026-05-31 06:16:54,prod
78,d2d22170-8b2e-bdab-fff3-576612b4cc49,worker-dr-use1-eks-02,cluster_manager-staging-use2-eks-01,escalation,"{""type"":""escalation"",""pod"":""config-svc-0f5b883-4b9e2"",""prob"":0.284}",high,774,true,,0,2026-05-26 09:46:53,2026-05-26 09:46:53,dr
79,d2912af8-7117-1a14-3eb3-1eadaf93d44c,worker-staging-use2-eks-04,worker-prod-usw2-eks-04,prediction,"{""type"":""prediction"",""pod"":""payments-api-1ce3577-591ac"",""prob"":0.416}",high,642,true,,0,2026-06-16 18:48:40,2026-06-16 18:48:41,staging
80,fce10c65-5a9a-e7b0-039b-edd048c3cc31,worker-prod-use2-eks-04,worker-staging-use2-eks-04,action_request,"{""type"":""action_request"",""pod"":""notifications-c882a21-88bb7"",""prob"":0.925}",normal,28,true,,0,2026-05-28 22:08:22,2026-05-28 22:08:22,prod
81,c150964a-1867-a61f-0d32-1c6ea9677dd2,strategist-prod-use2-eks-00,strategist-dr-use1-eks-00,query,"{""type"":""query"",""pod"":""orders-worker-6ee3345-b0d20"",""prob"":0.687}",low,487,true,,0,2026-06-21 23:10:50,2026-06-21 23:10:51,prod
82,26c3b989-7986-f111-5cc4-2eabe22522ba,worker-dr-use1-eks-02,strategist-prod-use2-eks-00,ack,"{""type"":""ack"",""pod"":""orders-worker-8482791-f2d9f"",""prob"":0.04}",high,206,true,,0,2026-06-20 01:17:38,2026-06-20 01:17:38,dr
83,fcfa6aca-ace7-39b9-1e10-46a433f039e4,worker-prod-use2-eks-00,worker-prod-use2-eks-04,heartbeat,"{""type"":""heartbeat"",""pod"":""payments-worker-7a57672-86691"",""prob"":0.576}",normal,493,true,,0,2026-06-08 20:08:23,2026-06-08 20:08:23,prod
84,cceef9fb-7fe0-2f49-4de7-7b5902eda196,strategist-dr-use1-eks-00,worker-prod-usw2-eks-02,action_request,"{""type"":""action_request"",""pod"":""payments-api-7fa4649-debd8"",""prob"":0.422}",high,161,true,,0,2026-06-14 10:35:02,2026-06-14 10:35:02,dr
85,6908ad8f-b4ca-42fa-b97d-5dabda260343,strategist-staging-use2-eks-00,worker-staging-use2-eks-02,action_request,"{""type"":""action_request"",""pod"":""indexer-4680271-0a829"",""prob"":0.141}",normal,455,true,,0,2026-06-08 15:16:09,2026-06-08 15:16:09,staging
86,2bb069fe-2667-d43d-c9a2-3fe8a60a690f,worker-prod-use2-eks-05,worker-dr-use1-eks-01,action_result,"{""type"":""action_result"",""pod"":""orders-api-21c5d48-15186"",""prob"":0.948}",normal,645,true,,0,2026-06-18 13:56:21,2026-06-18 13:56:21,prod
87,a779ad9f-d40d-30ee-fc0b-00b02894dcf0,worker-prod-usw2-eks-02,worker-staging-use2-eks-02,action_result,"{""type"":""action_result"",""pod"":""inventory-svc-df6d343-0a45b"",""prob"":0.938}",critical,572,false,timeout,1,2026-06-16 12:04:07,2026-06-16 12:04:07,prod
88,5550df8e-568e-1972-2453-b04834d8ada5,worker-dr-use1-eks-05,worker-staging-use2-eks-03,query,"{""type"":""query"",""pod"":""orders-api-8330e48-f22f4"",""prob"":0.069}",low,319,true,,0,2026-05-29 03:49:02,2026-05-29 03:49:03,dr
89,485496ce-77fa-32de-e26f-5a81a76e5245,worker-prod-use2-eks-03,worker-prod-usw2-eks-04,action_result,"{""type"":""action_result"",""pod"":""session-store-a097c68-649a1"",""prob"":0.967}",high,773,true,,0,2026-06-02 09:07:50,2026-06-02 09:07:50,prod
90,b5b209c1-b9af-d397-a0b2-1340257be55d,worker-prod-use2-eks-04,worker-prod-usw2-eks-02,action_request,"{""type"":""action_request"",""pod"":""image-resizer-9683178-b7560"",""prob"":0.905}",low,307,true,,0,2026-06-15 13:25:05,2026-06-15 13:25:05,prod
91,3f81553c-bcc0-a215-966a-2a5a39c6e81b,worker-prod-usw2-eks-02,strategist-staging-use2-eks-00,heartbeat,"{""type"":""heartbeat"",""pod"":""cart-svc-da3cf51-00806"",""prob"":0.255}",critical,351,false,target unavailable,2,2026-06-08 03:01:32,2026-06-08 03:01:32,prod
92,9a0d3951-26c1-4a04-9738-30918b089718,worker-prod-use2-eks-05,worker-dr-use1-eks-02,action_request,"{""type"":""action_request"",""pod"":""payments-api-c9c2b74-00142"",""prob"":0.51}",low,118,true,,0,2026-06-20 16:11:46,2026-06-20 16:11:46,prod
93,b2e6dbdd-93e9-06f8-ff53-7bdd69d989e3,worker-dr-use1-eks-01,worker-staging-use2-eks-04,heartbeat,"{""type"":""heartbeat"",""pod"":""ledger-svc-1232e29-49ea1"",""prob"":0.599}",critical,223,true,,0,2026-06-05 06:47:37,2026-06-05 06:47:37,dr
94,4f2710b9-80c2-dcc1-a071-ec61e62150e1,worker-prod-usw2-eks-04,worker-staging-use2-eks-03,heartbeat,"{""type"":""heartbeat"",""pod"":""payments-worker-bbc0947-0aa1a"",""prob"":0.204}",critical,382,true,,0,2026-06-03 17:27:39,2026-06-03 17:27:40,prod
