id,timestamp,source,reason,metric_name,raw_value,pod_name,namespace,count,created_at
23,2026-05-29 07:37:29,sysdig,negative_value,container_cpu_usage_seconds_total,,coredns-e513a45-fb7bf,kube-system,12,2026-06-23 12:00:00
24,2026-06-01 11:36:57,cloudwatch,out_of_range,process_open_fds,-1,notifications-c882a21-88bb7,notifications,6,2026-06-23 12:00:00
25,2026-06-08 12:25:10,sysdig,null_value,container_cpu_usage_seconds_total,1e309,auth-gateway-41b4f33-14ef9,identity,10,2026-06-23 12:00:00
26,2026-06-01 18:19:16,prometheus,stale_timestamp,kube_pod_container_status_restarts_total,1e309,config-svc-370d832-a686a,platform,12,2026-06-23 12:00:00
27,2026-06-11 14:58:03,prometheus,negative_value,container_network_receive_bytes_total,-1,inventory-svc-4ccbe67-9cbde,inventory,21,2026-06-23 12:00:00
28,2026-06-23 10:12:44,cloudwatch,stale_timestamp,tcp_established,NaN,auth-gateway-7d2aa28-56f78,identity,1,2026-06-23 12:00:00
29,2026-06-12 23:12:35,sysdig,nan,kube_pod_container_status_restarts_total,NaN,orders-api-21c5d48-15186,orders,5,2026-06-23 12:00:00
30,2026-05-29 18:32:26,sysdig,nan,container_cpu_usage_seconds_total,-1,recommendation-2071c72-c0b22,search,5,2026-06-23 12:00:00
31,2026-06-08 20:19:19,sysdig,null_value,container_memory_rss,1e309,notifications-b036879-82982,notifications,2,2026-06-23 12:00:00
32,2026-06-18 14:43:34,sysdig,stale_timestamp,kube_pod_container_status_restarts_total,NaN,payments-api-7fa4649-debd8,payments,5,2026-06-23 12:00:00
33,2026-05-24 18:38:21,cloudwatch,null_value,go_gc_duration_seconds,-1,cart-svc-0a94879-c1bba,checkout,17,2026-06-23 12:00:00
34,2026-06-04 21:07:30,cloudwatch,negative_value,container_memory_rss,-1,payments-api-7fa4649-debd8,payments,1,2026-06-23 12:00:00
35,2026-05-29 14:51:24,cloudwatch,stale_timestamp,go_gc_duration_seconds,-1,search-api-4350294-dbefb,search,6,2026-06-23 12:00:00
36,2026-05-25 23:42:39,prometheus,nan,go_gc_duration_seconds,-1,orders-api-bfb2f93-32ad3,orders,3,2026-06-23 12:00:00
37,2026-06-15 18:36:21,cloudwatch,negative_value,container_fs_usage_bytes,null,coredns-47d4438-c55d7,kube-system,26,2026-06-23 12:00:00
38,2026-05-30 09:07:57,cloudwatch,nan,container_cpu_usage_seconds_total,null,search-api-1271443-2f040,search,17,2026-06-23 12:00:00
39,2026-06-13 05:43:22,prometheus,negative_value,container_fs_usage_bytes,null,config-svc-d193d56-68bd9,platform,23,2026-06-23 12:00:00
40,2026-06-04 04:19:27,sysdig,null_value,container_network_receive_bytes_total,,notifications-b2aff41-e1772,notifications,1,2026-06-23 12:00:00
41,2026-05-30 23:12:45,prometheus,null_value,http_requests_total,-1,session-store-1ac5266-1ca26,identity,16,2026-06-23 12:00:00
42,2026-06-01 21:07:48,sysdig,null_value,kube_pod_container_status_restarts_total,,auth-gateway-bf1d422-2018d,identity,8,2026-06-23 12:00:00
43,2026-05-24 13:41:11,cloudwatch,null_value,container_memory_working_set_bytes,,image-resizer-6542c92-1100b,platform,20,2026-06-23 12:00:00
44,2026-06-03 17:51:18,sysdig,stale_timestamp,http_request_duration_ms,null,recommendation-c460126-52814,search,30,2026-06-23 12:00:00
45,2026-06-11 18:24:25,prometheus,stale_timestamp,tcp_established,,session-store-4732511-0dba8,identity,7,2026-06-23 12:00:00
46,2026-06-09 17:34:42,cloudwatch,nan,kube_pod_container_status_restarts_total,null,checkout-web-c2b3638-fa6d0,checkout,24,2026-06-23 12:00:00
47,2026-06-13 22:23:03,sysdig,null_value,container_memory_working_set_bytes,1e309,orders-worker-0696c96-a62c8,orders,17,2026-06-23 12:00:00
48,2026-06-14 03:11:20,cloudwatch,negative_value,http_requests_total,1e309,orders-api-e9b4a39-c3784,orders,1,2026-06-23 12:00:00
49,2026-05-24 22:21:48,sysdig,nan,container_network_receive_bytes_total,,payments-worker-bbc0947-0aa1a,payments,7,2026-06-23 12:00:00
50,2026-06-17 00:44:43,prometheus,nan,kube_pod_container_status_restarts_total,null,ledger-svc-204e643-7d23b,ledger,24,2026-06-23 12:00:00
51,2026-05-27 04:05:52,prometheus,negative_value,container_fs_usage_bytes,NaN,orders-worker-9681c18-374c7,orders,7,2026-06-23 12:00:00
52,2026-06-16 07:35:32,prometheus,null_value,http_request_duration_ms,null,recommendation-e5d5555-c6e9b,search,10,2026-06-23 12:00:00
53,2026-06-06 19:45:01,cloudwatch,nan,container_fs_usage_bytes,-1,cart-svc-da3cf51-00806,checkout,5,2026-06-23 12:00:00
54,2026-06-08 22:33:47,cloudwatch,stale_timestamp,container_memory_rss,null,orders-worker-8482791-f2d9f,orders,5,2026-06-23 12:00:00
55,2026-06-21 07:13:06,prometheus,null_value,container_cpu_usage_seconds_total,NaN,coredns-b16ea15-07544,kube-system,30,2026-06-23 12:00:00
56,2026-06-09 19:21:52,sysdig,nan,kube_pod_container_status_restarts_total,-1,image-resizer-7bb3c89-50e74,platform,9,2026-06-23 12:00:00
57,2026-06-04 18:37:03,cloudwatch,null_value,go_gc_duration_seconds,null,auth-gateway-7b28269-a7447,identity,9,2026-06-23 12:00:00
58,2026-06-18 00:10:42,cloudwatch,out_of_range,container_fs_usage_bytes,NaN,payments-api-2729261-453da,payments,15,2026-06-23 12:00:00
59,2026-05-27 21:04:47,prometheus,negative_value,http_request_duration_ms,-1,search-api-8ca0b98-505ff,search,24,2026-06-23 12:00:00
60,2026-06-10 21:10:28,cloudwatch,nan,http_requests_total,null,payments-api-7fa4649-debd8,payments,30,2026-06-23 12:00:00
61,2026-06-09 06:50:43,cloudwatch,stale_timestamp,go_gc_duration_seconds,-1,indexer-6c1eb29-ca471,search,29,2026-06-23 12:00:00
62,2026-05-29 23:36:21,sysdig,null_value,go_gc_duration_seconds,,orders-worker-f884840-8265c,orders,16,2026-06-23 12:00:00
63,2026-06-10 15:50:40,prometheus,out_of_range,container_memory_rss,-1,auth-gateway-7b28269-a7447,identity,27,2026-06-23 12:00:00
64,2026-06-12 17:45:26,sysdig,nan,tcp_established,null,checkout-web-4263246-52f3a,checkout,22,2026-06-23 12:00:00
65,2026-05-31 17:24:08,cloudwatch,null_value,container_fs_usage_bytes,NaN,search-api-1605640-8abaf,search,15,2026-06-23 12:00:00
66,2026-06-02 00:12:48,sysdig,negative_value,kube_pod_container_status_restarts_total,null,config-svc-d193d56-68bd9,platform,25,2026-06-23 12:00:00
67,2026-05-25 05:39:52,prometheus,null_value,kube_pod_container_status_restarts_total,-1,indexer-6c1eb29-ca471,search,20,2026-06-23 12:00:00
68,2026-05-31 22:01:27,cloudwatch,out_of_range,tcp_established,1e309,recommendation-c460126-52814,search,15,2026-06-23 12:00:00
69,2026-06-15 13:22:13,sysdig,negative_value,go_gc_duration_seconds,1e309,checkout-web-c343d41-6a8d2,checkout,22,2026-06-23 12:00:00
70,2026-05-27 22:09:32,sysdig,stale_timestamp,kube_pod_container_status_restarts_total,NaN,search-api-1605640-8abaf,search,19,2026-06-23 12:00:00
71,2026-05-25 10:03:46,prometheus,null_value,container_memory_working_set_bytes,NaN,orders-worker-b907131-2627d,orders,3,2026-06-23 12:00:00
72,2026-05-29 18:40:10,sysdig,stale_timestamp,kube_pod_container_status_restarts_total,NaN,coredns-47d4438-c55d7,kube-system,5,2026-06-23 12:00:00
73,2026-06-23 02:27:19,sysdig,stale_timestamp,container_memory_rss,null,metrics-server-e2e6924-29c37,kube-system,20,2026-06-23 12:00:00
74,2026-06-09 05:10:32,cloudwatch,null_value,container_fs_usage_bytes,1e309,checkout-web-c2eb578-2d181,checkout,16,2026-06-23 12:00:00
75,2026-06-17 04:34:42,cloudwatch,out_of_range,http_requests_total,,orders-worker-6ee3345-b0d20,orders,4,2026-06-23 12:00:00
76,2026-06-01 00:42:12,cloudwatch,null_value,container_cpu_usage_seconds_total,,payments-api-1ce3577-591ac,payments,7,2026-06-23 12:00:00
77,2026-06-09 02:48:51,sysdig,stale_timestamp,container_memory_rss,-1,payments-worker-1d1bf52-dff66,payments,5,2026-06-23 12:00:00
78,2026-06-17 09:41:43,cloudwatch,negative_value,container_network_receive_bytes_total,-1,recommendation-c460126-52814,search,13,2026-06-23 12:00:00
79,2026-06-02 14:03:20,cloudwatch,negative_value,container_network_receive_bytes_total,-1,inventory-svc-1d6f570-1b50d,inventory,12,2026-06-23 12:00:00
80,2026-05-26 22:55:08,prometheus,null_value,kube_pod_container_status_restarts_total,NaN,ledger-svc-1232e29-49ea1,ledger,1,2026-06-23 12:00:00
81,2026-06-18 18:32:13,sysdig,stale_timestamp,container_memory_rss,null,ledger-svc-1232e29-49ea1,ledger,29,2026-06-23 12:00:00
82,2026-06-17 23:16:53,cloudwatch,null_value,container_memory_rss,null,inventory-svc-bfded25-1e6d2,inventory,28,2026-06-23 12:00:00
83,2026-06-03 00:59:14,sysdig,stale_timestamp,process_open_fds,NaN,config-svc-370d832-a686a,platform,30,2026-06-23 12:00:00
84,2026-06-10 13:21:00,sysdig,negative_value,container_memory_rss,-1,payments-worker-6e38c94-75bbf,payments,5,2026-06-23 12:00:00
85,2026-06-01 14:07:40,prometheus,negative_value,container_cpu_usage_seconds_total,-1,checkout-web-2e5d994-d724e,checkout,24,2026-06-23 12:00:00
86,2026-05-30 07:56:00,cloudwatch,nan,container_cpu_usage_seconds_total,-1,auth-gateway-7d2aa28-56f78,identity,3,2026-06-23 12:00:00
87,2026-05-27 23:18:10,prometheus,stale_timestamp,process_open_fds,-1,checkout-web-0101b48-2b2af,checkout,21,2026-06-23 12:00:00
88,2026-05-31 14:47:50,sysdig,negative_value,container_cpu_usage_seconds_total,1e309,search-api-1271443-2f040,search,16,2026-06-23 12:00:00
89,2026-06-18 10:42:27,prometheus,negative_value,container_cpu_usage_seconds_total,NaN,recommendation-e5d5555-c6e9b,search,14,2026-06-23 12:00:00
90,2026-06-19 04:42:56,cloudwatch,stale_timestamp,container_cpu_usage_seconds_total,NaN,cart-svc-51c2594-4d271,checkout,20,2026-06-23 12:00:00
91,2026-06-21 21:26:35,sysdig,null_value,container_memory_rss,-1,indexer-6af7422-f66fc,search,13,2026-06-23 12:00:00
92,2026-06-18 16:36:25,sysdig,null_value,http_requests_total,null,ledger-svc-204e643-7d23b,ledger,19,2026-06-23 12:00:00
93,2026-05-30 02:09:06,sysdig,null_value,http_requests_total,-1,payments-worker-7a57672-86691,payments,19,2026-06-23 12:00:00
94,2026-06-08 14:01:23,cloudwatch,null_value,container_memory_rss,null,notifications-abd2926-3451e,notifications,3,2026-06-23 12:00:00
95,2026-05-30 13:44:17,cloudwatch,stale_timestamp,tcp_established,NaN,search-api-a47d446-4ffe2,search,25,2026-06-23 12:00:00
96,2026-05-30 06:45:27,sysdig,out_of_range,kube_pod_container_status_restarts_total,1e309,payments-api-c9c2b74-00142,payments,18,2026-06-23 12:00:00
97,2026-06-02 20:38:25,prometheus,negative_value,container_memory_working_set_bytes,-1,payments-worker-7a57672-86691,payments,11,2026-06-23 12:00:00
98,2026-05-27 15:01:43,cloudwatch,null_value,process_open_fds,NaN,config-svc-027a395-39a4d,platform,5,2026-06-23 12:00:00
99,2026-06-03 01:17:08,cloudwatch,null_value,container_memory_working_set_bytes,,payments-worker-1d1bf52-dff66,payments,18,2026-06-23 12:00:00
100,2026-06-15 16:43:39,cloudwatch,nan,process_open_fds,1e309,coredns-b16ea15-07544,kube-system,12,2026-06-23 12:00:00
101,2026-06-11 03:11:12,prometheus,nan,container_cpu_usage_seconds_total,NaN,payments-worker-bff7264-02c23,payments,26,2026-06-23 12:00:00
102,2026-06-09 02:29:52,prometheus,nan,container_memory_rss,null,notifications-26e9347-44fc8,notifications,1,2026-06-23 12:00:00
103,2026-06-01 23:25:54,sysdig,nan,container_memory_working_set_bytes,1e309,checkout-web-f628153-c1833,checkout,4,2026-06-23 12:00:00
104,2026-06-16 20:13:32,cloudwatch,negative_value,tcp_established,null,cart-svc-26a7d77-aafdc,checkout,25,2026-06-23 12:00:00
105,2026-06-04 16:29:36,cloudwatch,nan,container_network_receive_bytes_total,,auth-gateway-7d2aa28-56f78,identity,26,2026-06-23 12:00:00
106,2026-05-29 14:59:09,sysdig,nan,kube_pod_container_status_restarts_total,1e309,payments-api-1e23165-1e35b,payments,7,2026-06-23 12:00:00
107,2026-05-25 01:33:57,cloudwatch,nan,kube_pod_container_status_restarts_total,,auth-gateway-ebb2b70-575e4,identity,13,2026-06-23 12:00:00
108,2026-06-07 21:45:39,prometheus,out_of_range,http_requests_total,null,payments-worker-1d1bf52-dff66,payments,29,2026-06-23 12:00:00
109,2026-06-03 19:19:22,prometheus,out_of_range,http_requests_total,-1,image-resizer-9994630-7c707,platform,2,2026-06-23 12:00:00
110,2026-06-07 06:02:45,sysdig,negative_value,container_memory_working_set_bytes,,auth-gateway-ebb2b70-575e4,identity,9,2026-06-23 12:00:00
111,2026-05-30 15:12:53,cloudwatch,negative_value,kube_pod_container_status_restarts_total,1e309,auth-gateway-ebb2b70-575e4,identity,27,2026-06-23 12:00:00
112,2026-05-25 11:11:46,cloudwatch,negative_value,container_cpu_usage_seconds_total,null,checkout-web-aca9086-f5fe6,checkout,9,2026-06-23 12:00:00
113,2026-06-09 05:33:21,prometheus,out_of_range,http_request_duration_ms,null,coredns-37f1521-4cd3d,kube-system,6,2026-06-23 12:00:00
114,2026-06-13 14:34:03,sysdig,null_value,tcp_established,-1,orders-api-e9b4a39-c3784,orders,24,2026-06-23 12:00:00
115,2026-05-26 02:44:40,sysdig,null_value,container_network_receive_bytes_total,,config-svc-370d832-a686a,platform,28,2026-06-23 12:00:00
116,2026-05-27 05:57:54,prometheus,out_of_range,container_cpu_usage_seconds_total,-1,payments-worker-7a57672-86691,payments,2,2026-06-23 12:00:00
117,2026-06-23 05:36:04,cloudwatch,negative_value,container_fs_usage_bytes,null,session-store-4732511-0dba8,identity,27,2026-06-23 12:00:00
118,2026-06-17 23:29:07,prometheus,stale_timestamp,kube_pod_container_status_restarts_total,null,indexer-6c1eb29-ca471,search,19,2026-06-23 12:00:00
119,2026-06-19 18:05:28,prometheus,out_of_range,http_requests_total,-1,auth-gateway-7b28269-a7447,identity,26,2026-06-23 12:00:00
120,2026-06-03 12:31:17,prometheus,null_value,container_network_receive_bytes_total,1e309,ledger-svc-204e643-7d23b,ledger,1,2026-06-23 12:00:00
121,2026-06-22 17:59:41,cloudwatch,stale_timestamp,go_gc_duration_seconds,NaN,metrics-server-6162d13-d4a14,kube-system,28,2026-06-23 12:00:00
122,2026-06-06 14:37:43,sysdig,null_value,kube_pod_container_status_restarts_total,null,payments-api-423b015-b80bd,payments,13,2026-06-23 12:00:00
123,2026-06-01 15:31:17,prometheus,null_value,container_network_receive_bytes_total,null,payments-api-7fa4649-debd8,payments,15,2026-06-23 12:00:00
124,2026-06-20 08:17:35,sysdig,null_value,container_network_receive_bytes_total,null,inventory-svc-bf8f159-02345,inventory,27,2026-06-23 12:00:00
125,2026-06-03 13:25:06,prometheus,out_of_range,container_network_receive_bytes_total,NaN,ledger-svc-e00a046-6e2d6,ledger,26,2026-06-23 12:00:00
126,2026-05-30 11:19:39,prometheus,negative_value,container_fs_usage_bytes,NaN,checkout-web-2b77739-52fdd,checkout,2,2026-06-23 12:00:00
127,2026-06-15 20:51:34,sysdig,negative_value,container_network_receive_bytes_total,null,search-api-be84964-d972c,search,13,2026-06-23 12:00:00
128,2026-05-28 08:50:43,cloudwatch,stale_timestamp,tcp_established,-1,orders-worker-06e2683-7270e,orders,5,2026-06-23 12:00:00
129,2026-06-22 14:24:04,prometheus,null_value,go_gc_duration_seconds,,inventory-svc-1d6f570-1b50d,inventory,6,2026-06-23 12:00:00
130,2026-06-11 01:32:52,cloudwatch,negative_value,container_cpu_usage_seconds_total,,payments-api-6c2b997-3e07d,payments,5,2026-06-23 12:00:00
131,2026-06-03 22:49:40,cloudwatch,null_value,process_open_fds,,auth-gateway-ec6b034-0575b,identity,16,2026-06-23 12:00:00
132,2026-05-27 14:24:41,prometheus,null_value,container_memory_rss,,payments-api-1e23165-1e35b,payments,18,2026-06-23 12:00:00
133,2026-06-07 07:51:59,cloudwatch,out_of_range,http_requests_total,null,search-api-a47d446-4ffe2,search,19,2026-06-23 12:00:00
134,2026-05-24 19:11:19,prometheus,out_of_range,http_request_duration_ms,,auth-gateway-c975434-e6ef9,identity,18,2026-06-23 12:00:00
135,2026-06-05 04:32:27,cloudwatch,nan,container_memory_working_set_bytes,null,orders-worker-b907131-2627d,orders,17,2026-06-23 12:00:00
136,2026-06-03 14:02:34,cloudwatch,stale_timestamp,http_requests_total,,payments-worker-6e38c94-75bbf,payments,22,2026-06-23 12:00:00
137,2026-05-30 01:28:50,sysdig,negative_value,container_network_receive_bytes_total,1e309,config-svc-370d832-a686a,platform,15,2026-06-23 12:00:00
138,2026-06-19 21:31:53,cloudwatch,stale_timestamp,kube_pod_container_status_restarts_total,NaN,notifications-b036879-82982,notifications,20,2026-06-23 12:00:00
139,2026-06-05 18:15:34,cloudwatch,out_of_range,tcp_established,,checkout-web-4263246-52f3a,checkout,3,2026-06-23 12:00:00
140,2026-06-11 06:53:04,sysdig,nan,http_requests_total,NaN,auth-gateway-fb1c283-81cc8,identity,29,2026-06-23 12:00:00
141,2026-06-11 08:31:57,prometheus,out_of_range,http_requests_total,,indexer-b07f520-eaf04,search,8,2026-06-23 12:00:00
142,2026-05-24 17:04:21,sysdig,stale_timestamp,container_network_receive_bytes_total,null,recommendation-2071c72-c0b22,search,7,2026-06-23 12:00:00
143,2026-06-11 01:11:02,prometheus,negative_value,container_cpu_usage_seconds_total,,indexer-6af7422-f66fc,search,24,2026-06-23 12:00:00
144,2026-06-10 12:37:06,prometheus,nan,container_memory_rss,null,config-svc-929cd33-16be4,platform,25,2026-06-23 12:00:00
145,2026-06-01 12:58:27,prometheus,null_value,go_gc_duration_seconds,null,checkout-web-ec64e26-f37ce,checkout,3,2026-06-23 12:00:00
146,2026-06-09 13:31:52,prometheus,nan,http_requests_total,1e309,auth-gateway-7b28269-a7447,identity,9,2026-06-23 12:00:00
147,2026-06-01 14:03:19,cloudwatch,nan,container_fs_usage_bytes,1e309,cart-svc-527eb80-045c0,checkout,21,2026-06-23 12:00:00
148,2026-06-18 12:13:48,cloudwatch,nan,container_memory_rss,NaN,recommendation-87e3198-026ea,search,8,2026-06-23 12:00:00
149,2026-06-07 09:13:02,prometheus,nan,http_requests_total,,auth-gateway-ec6b034-0575b,identity,19,2026-06-23 12:00:00
150,2026-05-28 14:57:54,prometheus,null_value,go_gc_duration_seconds,,recommendation-e5d5555-c6e9b,search,26,2026-06-23 12:00:00
151,2026-06-23 08:16:42,sysdig,null_value,process_open_fds,-1,checkout-web-c2eb578-2d181,checkout,30,2026-06-23 12:00:00
152,2026-06-04 17:18:39,prometheus,null_value,container_network_receive_bytes_total,1e309,indexer-b07f520-eaf04,search,27,2026-06-23 12:00:00
153,2026-05-29 01:51:41,cloudwatch,negative_value,http_requests_total,1e309,payments-api-b9a1287-dbbfe,payments,7,2026-06-23 12:00:00
154,2026-06-04 05:55:39,prometheus,stale_timestamp,container_network_receive_bytes_total,null,recommendation-1e52697-e4756,search,14,2026-06-23 12:00:00
155,2026-06-10 05:46:30,prometheus,negative_value,process_open_fds,NaN,checkout-web-f628153-c1833,checkout,19,2026-06-23 12:00:00
156,2026-06-08 08:22:07,prometheus,out_of_range,container_cpu_usage_seconds_total,-1,payments-api-c9c2b74-00142,payments,4,2026-06-23 12:00:00
157,2026-06-19 18:52:31,sysdig,nan,go_gc_duration_seconds,NaN,search-api-1605640-8abaf,search,17,2026-06-23 12:00:00
158,2026-06-13 20:24:32,prometheus,stale_timestamp,container_network_receive_bytes_total,null,notifications-26e9347-44fc8,notifications,30,2026-06-23 12:00:00
159,2026-06-03 11:19:38,sysdig,stale_timestamp,http_request_duration_ms,NaN,payments-api-c9c2b74-00142,payments,24,2026-06-23 12:00:00
160,2026-06-22 00:30:22,prometheus,stale_timestamp,tcp_established,-1,indexer-b957537-8aa20,search,18,2026-06-23 12:00:00
161,2026-06-14 17:38:19,prometheus,null_value,go_gc_duration_seconds,,auth-gateway-c975434-e6ef9,identity,17,2026-06-23 12:00:00
162,2026-06-18 07:35:05,prometheus,null_value,container_memory_working_set_bytes,,indexer-b07f520-eaf04,search,8,2026-06-23 12:00:00
163,2026-06-12 17:21:18,cloudwatch,null_value,kube_pod_container_status_restarts_total,null,checkout-web-2b77739-52fdd,checkout,16,2026-06-23 12:00:00
164,2026-05-25 07:14:12,cloudwatch,out_of_range,http_requests_total,null,payments-worker-b4be648-d2dcb,payments,1,2026-06-23 12:00:00
165,2026-06-14 07:07:52,prometheus,stale_timestamp,go_gc_duration_seconds,1e309,payments-worker-bff7264-02c23,payments,20,2026-06-23 12:00:00
166,2026-05-30 09:31:18,cloudwatch,negative_value,container_memory_working_set_bytes,-1,config-svc-ddd1723-06ca5,platform,21,2026-06-23 12:00:00
167,2026-06-08 18:00:32,sysdig,negative_value,container_memory_rss,1e309,search-api-8352074-5b766,search,11,2026-06-23 12:00:00
168,2026-06-22 08:21:52,sysdig,null_value,http_requests_total,1e309,auth-gateway-41b4f33-14ef9,identity,17,2026-06-23 12:00:00
169,2026-06-17 02:39:02,cloudwatch,stale_timestamp,http_requests_total,-1,search-api-61d1d17-0014f,search,20,2026-06-23 12:00:00
170,2026-06-11 17:45:07,cloudwatch,null_value,go_gc_duration_seconds,1e309,payments-worker-6e38c94-75bbf,payments,25,2026-06-23 12:00:00
171,2026-06-22 14:20:58,prometheus,nan,container_fs_usage_bytes,null,image-resizer-6542c92-1100b,platform,6,2026-06-23 12:00:00
172,2026-06-01 04:20:51,cloudwatch,out_of_range,http_request_duration_ms,1e309,search-api-61d1d17-0014f,search,9,2026-06-23 12:00:00
173,2026-06-08 23:57:33,prometheus,stale_timestamp,http_requests_total,-1,auth-gateway-d4d3364-aac01,identity,14,2026-06-23 12:00:00
174,2026-06-10 10:01:42,cloudwatch,null_value,http_request_duration_ms,NaN,payments-api-c9c2b74-00142,payments,29,2026-06-23 12:00:00
175,2026-05-29 23:45:48,sysdig,negative_value,process_open_fds,null,payments-api-6c2b997-3e07d,payments,17,2026-06-23 12:00:00
176,2026-05-28 15:21:46,prometheus,nan,kube_pod_container_status_restarts_total,-1,inventory-svc-0d33458-c137f,inventory,18,2026-06-23 12:00:00
177,2026-06-10 23:47:47,prometheus,nan,container_fs_usage_bytes,-1,cart-svc-882ca58-64a75,checkout,18,2026-06-23 12:00:00
178,2026-06-11 19:52:22,sysdig,out_of_range,kube_pod_container_status_restarts_total,NaN,image-resizer-6542c92-1100b,platform,13,2026-06-23 12:00:00
179,2026-06-19 08:09:15,prometheus,null_value,go_gc_duration_seconds,1e309,ledger-svc-1232e29-49ea1,ledger,3,2026-06-23 12:00:00
180,2026-06-14 07:43:49,cloudwatch,negative_value,kube_pod_container_status_restarts_total,null,auth-gateway-bf1d422-2018d,identity,27,2026-06-23 12:00:00
181,2026-06-06 13:54:56,sysdig,out_of_range,http_request_duration_ms,null,orders-api-402bb51-ad48f,orders,11,2026-06-23 12:00:00
182,2026-06-15 02:25:49,cloudwatch,nan,container_network_receive_bytes_total,NaN,search-api-1271443-2f040,search,10,2026-06-23 12:00:00
183,2026-06-08 14:28:47,sysdig,nan,http_request_duration_ms,null,config-svc-0f5b883-4b9e2,platform,4,2026-06-23 12:00:00
184,2026-05-31 03:08:27,sysdig,nan,container_fs_usage_bytes,,orders-worker-0696c96-a62c8,orders,16,2026-06-23 12:00:00
185,2026-06-08 22:34:26,cloudwatch,null_value,kube_pod_container_status_restarts_total,,recommendation-87e3198-026ea,search,10,2026-06-23 12:00:00
186,2026-05-28 21:16:09,sysdig,out_of_range,container_memory_rss,null,ledger-svc-842cd31-95bfa,ledger,19,2026-06-23 12:00:00
187,2026-06-17 00:18:59,prometheus,null_value,http_request_duration_ms,NaN,session-store-4732511-0dba8,identity,23,2026-06-23 12:00:00
188,2026-06-11 06:43:00,prometheus,out_of_range,kube_pod_container_status_restarts_total,1e309,search-api-1605640-8abaf,search,6,2026-06-23 12:00:00
189,2026-06-08 13:32:07,prometheus,nan,container_network_receive_bytes_total,-1,cart-svc-51c2594-4d271,checkout,6,2026-06-23 12:00:00
190,2026-06-14 22:18:46,cloudwatch,stale_timestamp,container_network_receive_bytes_total,null,config-svc-ddd1723-06ca5,platform,21,2026-06-23 12:00:00
