id,feedback_id,prediction_id,pod_name,environment,expert_username,expert_role,accuracy_rating,usefulness_rating,timing_rating,remediation_quality,actual_leak_occurred,actual_time_to_leak_seconds,action_taken,action_effective,prevented_outage,expert_comments,suggested_improvements,false_positive_reason,false_negative_reason,model_should_learn,confidence_adjustment,feedback_timestamp,created_at,feedback_notes
23,c3a56d52-bd60-acd0-cf87-217e92e8629a,74571a38-42e0-6d07-12ec-dddbe5666bbd,ledger-svc-204e643-7d23b,prod,tgarcia,platform-eng,5,3,5,3,true,4574,drained node,false,true,Accurate call on payments-api.,add node-pressure feature,,,true,0.02,2026-06-20 08:17:07,2026-06-23 12:00:00,linked to INC-4046
24,372c89c9-c3f3-17e6-b44a-6f96bee8d502,7ae8f2d4-7048-3f23-0228-8dfc0c4cc040,search-api-1605640-8abaf,staging,rsingh,sre-lead,5,2,3,4,true,7131,drained node,false,true,Alert fired but pod self-recovered.,longer lookback window,,,true,-0.01,2026-06-24 13:40:30,2026-06-23 12:00:00,linked to INC-4909
25,b8876efb-40fc-63a4-a5fd-c96ebdc430cf,7d088138-9825-10ab-e842-40f998136b23,search-api-be84964-d972c,dr,achen,sre-oncall,3,4,5,3,false,,monitored,true,false,"Spot-on, prevented an outage.",longer lookback window,"metric spike was a deploy, not a leak",,false,-0.03,2026-06-13 17:15:34,2026-06-23 12:00:00,follow-up in retro
26,49db8053-5329-f7de-3b52-a091aa998ad9,17278272-3f2a-0a52-94bb-c08505b66f20,inventory-svc-bf8f159-02345,prod,tgarcia,platform-eng,4,2,2,2,true,1614,drained node,true,false,"Spot-on, prevented an outage.",tune threshold for staging,,,true,0.15,2026-06-15 08:34:09,2026-06-23 12:00:00,
27,1f363f11-3a0a-2614-4926-688048daa810,71be4fce-7d75-975f-0c60-5dad4ca962c2,cart-svc-ee38458-64d46,prod,rsingh,sre-lead,5,4,4,4,true,5142,drained node,true,true,Alert fired but pod self-recovered.,longer lookback window,,,true,0.18,2026-06-08 14:36:25,2026-06-23 12:00:00,follow-up in retro
28,15054ad6-13b0-734c-8faa-1f66819f3273,db6eed27-1d3a-9c7a-8b98-ce19471c65c4,cart-svc-51c2594-4d271,prod,tgarcia,platform-eng,5,4,2,2,true,4179,restarted pod,true,true,"Spot-on, prevented an outage.",longer lookback window,,,true,-0.13,2026-06-16 00:17:11,2026-06-23 12:00:00,
29,3149de04-6890-6b92-a0ef-7d7ef845819a,a0725d84-ed5d-4268-6205-17d802a72c6a,checkout-web-c343d41-6a8d2,prod,mpatel,sre-lead,5,3,5,5,true,5461,raised memory limit,true,true,"Caught the leak ~20m early, gave us time to scale.",tune threshold for staging,,,true,-0.19,2026-06-20 23:29:34,2026-06-23 12:00:00,follow-up in retro
30,292e1d95-bb3f-9c93-a881-a5bb20da43f6,20dee800-e6f1-777d-7579-342e2c485cfc,search-api-be84964-d972c,dr,mpatel,sre-lead,5,4,4,2,true,2957,raised memory limit,false,true,"Caught the leak ~20m early, gave us time to scale.",add node-pressure feature,,,true,0.16,2026-06-02 03:26:20,2026-06-23 12:00:00,follow-up in retro
31,d543bd9e-bc63-2385-209a-bbe02634f0ff,477450cd-3376-d016-ba94-d01b86981265,cart-svc-51c2594-4d271,prod,tgarcia,platform-eng,4,3,4,2,true,6143,restarted pod,true,true,Accurate call on payments-api.,add node-pressure feature,,,true,-0.17,2026-06-23 20:24:36,2026-06-23 12:00:00,
32,9fc1bbc9-3141-abad-6b05-d36049a20b23,32cc3091-2342-c531-57b8-fba4a3fbfb74,ledger-svc-f4a6d64-16dde,prod,rsingh,sre-lead,5,2,4,4,true,4820,scaled deployment,true,true,Accurate call on payments-api.,tune threshold for staging,,,true,-0.13,2026-06-22 09:14:57,2026-06-23 12:00:00,follow-up in retro
33,813f013d-9c91-8edb-4195-2cd096f60714,e29f6de5-feca-a6df-e7d9-b0b2c97170cc,checkout-web-6e9e217-a5c79,dr,rsingh,sre-lead,4,4,5,3,true,1390,restarted pod,false,true,Alert fired but pod self-recovered.,,,,true,-0.04,2026-06-20 09:45:59,2026-06-23 12:00:00,follow-up in retro
34,61921234-c47e-6920-b638-29ab00125429,69085ea0-67f9-2e13-6a5b-d0d00936a606,orders-api-bfb2f93-32ad3,prod,tgarcia,platform-eng,4,3,5,5,true,5621,monitored,true,false,Alert fired but pod self-recovered.,add node-pressure feature,,,true,0.02,2026-06-21 07:03:18,2026-06-23 12:00:00,
35,b1a2aa49-0dbf-5f0d-d3c8-72b91549b619,ffe68b97-e91b-de25-1f4a-9285fe6c7667,recommendation-1e52697-e4756,prod,mpatel,sre-lead,5,2,2,5,false,,restarted pod,true,false,Accurate call on payments-api.,tune threshold for staging,,,true,-0.07,2026-06-14 07:43:51,2026-06-23 12:00:00,follow-up in retro
36,06884f23-b465-e5da-c108-7a413a54cfbf,e75c3cf4-e6b6-d50d-c52a-bc59ee669bdb,cart-svc-0a94879-c1bba,prod,achen,sre-oncall,1,4,2,5,false,,scaled deployment,true,false,"Spot-on, prevented an outage.",add node-pressure feature,"metric spike was a deploy, not a leak",,false,0.09,2026-06-21 07:21:05,2026-06-23 12:00:00,linked to INC-4299
37,8974544d-90b5-11a7-2829-097f7fd57c94,12e0d442-a75a-4084-eee3-8f3eec984abc,payments-api-2729261-453da,staging,achen,sre-oncall,5,4,4,2,true,5824,monitored,true,true,"Spot-on, prevented an outage.",tune threshold for staging,,,true,0.13,2026-06-02 23:00:13,2026-06-23 12:00:00,follow-up in retro
38,6ad88dd4-6ef8-bb05-1efc-16855c46d6f7,c8517f98-1606-6f6a-d601-13946e8bd834,checkout-web-c343d41-6a8d2,prod,jkim,platform-eng,5,2,3,2,true,4166,restarted pod,true,false,Accurate call on payments-api.,tune threshold for staging,,,true,0.05,2026-06-01 23:08:01,2026-06-23 12:00:00,follow-up in retro
39,86705d35-867d-9156-657f-d69b2f8f5e6f,c675205c-1939-9ffe-0893-8008390df9a3,cart-svc-51c2594-4d271,prod,rsingh,sre-lead,1,3,4,3,false,,scaled deployment,true,false,Alert fired but pod self-recovered.,add node-pressure feature,,,true,-0.11,2026-06-21 03:42:16,2026-06-23 12:00:00,follow-up in retro
40,d2d4a843-d37d-4dfb-c8dd-0773065fc4bd,78a29ff1-411b-ad2f-020c-c4750d236e80,session-store-1ac5266-1ca26,prod,achen,sre-oncall,2,2,3,5,false,,drained node,true,false,"Spot-on, prevented an outage.",tune threshold for staging,,,true,-0.03,2026-06-16 08:00:50,2026-06-23 12:00:00,
41,0a795a7f-dc16-2771-9955-94c2fc5483f9,5a255277-9426-831a-504c-342e019c91f9,session-store-1ac5266-1ca26,prod,mpatel,sre-lead,5,5,3,3,true,7173,scaled deployment,true,true,Useful but timing was a bit late.,,,,true,0.18,2026-06-14 06:10:53,2026-06-23 12:00:00,linked to INC-4610
42,1dde6e53-32bf-efeb-c79f-dcc46dd9ad13,5c4c5ed4-dc85-be1e-a6c2-14979f8e8b89,payments-worker-1d1bf52-dff66,prod,rsingh,sre-lead,1,4,5,5,false,,scaled deployment,false,false,"Caught the leak ~20m early, gave us time to scale.",tune threshold for staging,,,true,0.19,2026-06-01 02:38:08,2026-06-23 12:00:00,linked to INC-4164
43,1c00e236-593f-199e-4760-98739a50fbd9,c4e632fa-fdaf-1d45-629b-a5381ea7da71,orders-api-bfb2f93-32ad3,prod,mpatel,sre-lead,2,2,4,2,false,,restarted pod,false,false,Accurate call on payments-api.,,"metric spike was a deploy, not a leak",,true,-0.12,2026-06-24 12:15:28,2026-06-23 12:00:00,linked to INC-4964
44,b36c15e9-41bc-70e0-f431-eb4716f34506,ded87486-17b1-2a6e-eed7-9ebd390f4afd,inventory-svc-bf8f159-02345,prod,lwong,sre-oncall,2,2,4,4,false,,monitored,true,false,Useful but timing was a bit late.,add node-pressure feature,"metric spike was a deploy, not a leak",,true,-0.15,2026-05-30 15:20:12,2026-06-23 12:00:00,
45,192b2ebd-557c-8c45-6ad4-44b052392862,42958494-2765-bef1-59c0-322d57da884b,coredns-e513a45-fb7bf,prod,achen,sre-oncall,5,5,5,3,true,4610,scaled deployment,true,false,"Caught the leak ~20m early, gave us time to scale.",,,,true,0.12,2026-06-09 08:21:41,2026-06-23 12:00:00,follow-up in retro
46,6ee68c14-d422-9170-5b54-c1a7645d5477,f3b8ae0b-11bd-960f-af85-c21d14a08f78,image-resizer-7bb3c89-50e74,prod,lwong,sre-oncall,1,2,2,3,false,,scaled deployment,false,false,"Spot-on, prevented an outage.",,,,true,0.05,2026-06-21 18:58:30,2026-06-23 12:00:00,
47,20de10f5-7679-3d6a-81dd-6cd96267fcd4,f5707d14-1656-bdc3-3f05-c4716aa1cc4b,search-api-a47d446-4ffe2,prod,lwong,sre-oncall,4,3,2,2,true,4665,monitored,true,true,Accurate call on payments-api.,tune threshold for staging,,,true,-0.0,2026-06-22 02:50:36,2026-06-23 12:00:00,
48,2bad80b5-047b-3516-ea1c-9a95cf68edeb,97182e18-5022-b36f-3b1e-f999bf523ec1,search-api-1605640-8abaf,staging,jkim,platform-eng,4,4,2,2,true,4628,drained node,true,true,"Caught the leak ~20m early, gave us time to scale.",longer lookback window,,,true,0.01,2026-06-24 14:52:18,2026-06-23 12:00:00,linked to INC-4804
49,0ae60225-e216-3304-0671-90d6e72a1307,7172d552-7c2b-91ff-e7af-21b3e9ebbcc0,payments-worker-bbc0947-0aa1a,prod,achen,sre-oncall,4,2,3,4,true,4554,drained node,true,false,Alert fired but pod self-recovered.,,,,true,0.08,2026-06-22 09:14:59,2026-06-23 12:00:00,linked to INC-4269
50,53e9546c-ce7e-babe-619f-eaa1968294ea,1c83d775-3577-b98d-d978-534d53da0706,search-api-8352074-5b766,prod,achen,sre-oncall,4,4,2,2,true,1048,restarted pod,false,false,Alert fired but pod self-recovered.,add node-pressure feature,,,true,-0.19,2026-06-17 05:52:15,2026-06-23 12:00:00,
51,d5bb7416-0ce3-7e0d-103e-88ad6fc7db13,30f8953c-c1f3-713c-4093-fbfb2759671b,checkout-web-c343d41-6a8d2,prod,rsingh,sre-lead,5,3,2,5,true,6022,monitored,true,true,"Spot-on, prevented an outage.",add node-pressure feature,,,true,0.19,2026-06-18 16:58:18,2026-06-23 12:00:00,follow-up in retro
52,2515e910-b856-5604-302f-d1a4dda560b9,f84db8f2-15e9-773f-11fd-92463c84a1cb,config-svc-929cd33-16be4,staging,tgarcia,platform-eng,3,4,3,4,false,,raised memory limit,true,false,Accurate call on payments-api.,,"metric spike was a deploy, not a leak",,true,-0.16,2026-06-23 08:32:24,2026-06-23 12:00:00,
53,66e94052-13dc-5c8b-0142-9536af752e33,6b49c1b4-c0b5-5d7b-a77a-f78b1c07f390,checkout-web-2b77739-52fdd,staging,lwong,sre-oncall,4,3,2,5,true,3900,raised memory limit,false,true,Accurate call on payments-api.,add node-pressure feature,,,true,-0.11,2026-06-24 08:23:10,2026-06-23 12:00:00,
54,74ba5524-e790-33f5-401b-78fb5960e8d3,074bf73f-d50a-f78d-fa1d-cb9a4f64ed16,notifications-b036879-82982,dr,jkim,platform-eng,5,2,2,5,true,6121,raised memory limit,true,true,Useful but timing was a bit late.,add node-pressure feature,,,true,0.05,2026-06-25 06:38:20,2026-06-23 12:00:00,follow-up in retro
55,3663979f-e4b4-e588-d1f5-e0717803ad84,927ae507-0743-5bfc-b702-eea08b6414a0,cart-svc-ee38458-64d46,prod,achen,sre-oncall,4,4,2,3,true,6603,restarted pod,true,true,"Caught the leak ~20m early, gave us time to scale.",longer lookback window,,,true,0.19,2026-06-23 21:35:19,2026-06-23 12:00:00,follow-up in retro
56,4dc540de-5e6b-75d6-f5fa-b307df8b6437,0334c498-dd7b-c42b-ba8f-8d8d013c732f,inventory-svc-1d6f570-1b50d,staging,tgarcia,platform-eng,4,4,3,2,true,428,raised memory limit,true,true,Accurate call on payments-api.,,,,true,-0.15,2026-06-21 12:03:18,2026-06-23 12:00:00,
57,f45ef89b-0366-c9bf-13bb-be2cdb2301de,af45716a-86ef-35fa-9796-9344a57d144f,checkout-web-6e9e217-a5c79,dr,jkim,platform-eng,4,3,5,2,true,5092,monitored,true,true,Accurate call on payments-api.,,,,true,0.11,2026-06-20 22:46:31,2026-06-23 12:00:00,
58,9d67015c-d872-5746-4550-f12c1229c59f,2f8dfdc1-b57e-1155-e5ba-302e37ddd35f,orders-api-cbca488-26609,prod,jkim,platform-eng,1,4,4,4,false,,drained node,true,false,Useful but timing was a bit late.,tune threshold for staging,"metric spike was a deploy, not a leak",,true,0.03,2026-06-22 00:31:06,2026-06-23 12:00:00,
59,4d1364e5-1a12-f2e9-f824-e0cbe7426607,96ce1991-36f4-5d08-d0cb-eafd5664a7af,ledger-svc-842cd31-95bfa,prod,rsingh,sre-lead,4,3,3,4,true,1857,monitored,true,true,Alert fired but pod self-recovered.,longer lookback window,,,true,-0.08,2026-06-24 08:01:37,2026-06-23 12:00:00,linked to INC-4460
60,d57ae51d-71da-04bf-0a59-30bc1b31908c,c7402b23-2957-fbe7-c80f-81d6430b2780,coredns-37f1521-4cd3d,prod,mpatel,sre-lead,4,5,5,5,true,4080,scaled deployment,false,true,Alert fired but pod self-recovered.,,,,true,-0.16,2026-06-24 03:29:07,2026-06-23 12:00:00,
61,d44738e6-6f16-68cc-89f3-791efe7b3acd,41376bc1-7227-6f5d-1af3-3151d77e9bae,search-api-15a6d76-12766,prod,jkim,platform-eng,4,5,4,2,true,7014,scaled deployment,true,false,Useful but timing was a bit late.,longer lookback window,,,true,0.2,2026-06-20 18:12:29,2026-06-23 12:00:00,
62,f7bfb6b3-3180-936f-0d8a-48901bf66e36,dda61d5a-9b90-6ef3-b737-f9bb0a2be072,auth-gateway-ebb2b70-575e4,prod,jkim,platform-eng,4,2,4,4,false,,drained node,false,false,"Spot-on, prevented an outage.",add node-pressure feature,,,true,-0.03,2026-06-04 12:48:32,2026-06-23 12:00:00,linked to INC-4568
63,43f03f7a-3c6f-bfd1-6761-34aeeb997e43,4ef0bea2-aa67-1885-e49c-ef8ba13557b9,payments-api-2729261-453da,staging,jkim,platform-eng,4,3,5,2,true,5992,raised memory limit,true,false,Useful but timing was a bit late.,tune threshold for staging,,,true,0.05,2026-06-04 19:39:53,2026-06-23 12:00:00,follow-up in retro
64,fbf47644-0b03-b3e2-126d-a268f40ee5bf,01927d9a-a6c0-7b30-2277-5133ada07677,coredns-37f1521-4cd3d,prod,jkim,platform-eng,4,2,2,4,true,1932,drained node,true,true,Alert fired but pod self-recovered.,longer lookback window,,,true,-0.12,2026-06-23 23:22:55,2026-06-23 12:00:00,follow-up in retro
65,3dfc6ed4-2f8b-3358-5037-f5708969ffae,811928fe-ff8f-63bf-397a-1d53587f4862,config-svc-027a395-39a4d,prod,lwong,sre-oncall,3,2,3,5,false,,restarted pod,true,false,"Spot-on, prevented an outage.",longer lookback window,,,true,-0.13,2026-06-19 15:33:19,2026-06-23 12:00:00,
66,26ce1945-89da-5a8a-384f-f1fb97e30a26,00a8f65e-01f2-c9b2-c6b9-ebdddf996c5c,checkout-web-c343d41-6a8d2,prod,tgarcia,platform-eng,5,4,3,2,true,6240,restarted pod,true,true,Accurate call on payments-api.,add node-pressure feature,,,true,0.14,2026-05-31 00:51:36,2026-06-23 12:00:00,
67,d596a7b5-a65e-8ec5-9c21-bc8563e30733,f011f4b2-246e-4f71-4ed9-cb2c12056198,search-api-a47d446-4ffe2,prod,tgarcia,platform-eng,4,2,4,4,true,6684,restarted pod,false,false,"Caught the leak ~20m early, gave us time to scale.",,,,true,0.08,2026-06-20 18:31:56,2026-06-23 12:00:00,linked to INC-4446
68,acb852a8-5b8b-04c1-3870-f19f77a1706c,fb13d4a1-0b96-8265-502d-2d66e8c09f22,image-resizer-7bb3c89-50e74,prod,achen,sre-oncall,4,4,5,3,true,4846,raised memory limit,true,false,"Spot-on, prevented an outage.",tune threshold for staging,,,true,0.07,2026-06-24 14:13:05,2026-06-23 12:00:00,follow-up in retro
69,3f8e3acc-5e7f-b840-bfea-5acd90daf8b4,13d98645-7526-3bf8-5299-a11191daf3f7,payments-api-423b015-b80bd,prod,jkim,platform-eng,1,3,5,4,false,,monitored,false,false,"Caught the leak ~20m early, gave us time to scale.",longer lookback window,"metric spike was a deploy, not a leak",,false,0.16,2026-06-15 18:51:38,2026-06-23 12:00:00,follow-up in retro
70,af57d32e-6b41-1670-a31b-d924124fd568,55a09159-25b7-a019-d3c5-aa493681d107,payments-api-58c5e74-26d34,prod,mpatel,sre-lead,4,3,5,2,true,4142,drained node,true,true,Accurate call on payments-api.,add node-pressure feature,,,true,-0.07,2026-06-23 15:21:29,2026-06-23 12:00:00,
71,c78a0708-1f6a-5a54-00cd-74cdf48eb70a,659601c5-ce06-c487-1444-0128957b4698,search-api-15a6d76-12766,prod,achen,sre-oncall,3,2,3,4,false,,restarted pod,false,false,Accurate call on payments-api.,,,,true,-0.04,2026-06-14 22:33:01,2026-06-23 12:00:00,
72,96ff1103-6612-dfce-00b9-a2c5193d72be,0230d5e4-a83d-7ae6-808c-8852ada222b1,search-api-15a6d76-12766,prod,mpatel,sre-lead,2,5,3,5,false,,raised memory limit,true,false,Alert fired but pod self-recovered.,add node-pressure feature,"metric spike was a deploy, not a leak",,true,-0.11,2026-06-20 06:23:57,2026-06-23 12:00:00,
73,1c68f26c-b8ff-5d2d-094f-f31f0d45dd52,bc986ce3-297c-210c-2f66-0c3f73486290,inventory-svc-1d6f570-1b50d,staging,jkim,platform-eng,5,2,3,3,true,3532,drained node,false,true,Accurate call on payments-api.,add node-pressure feature,,,true,0.18,2026-06-14 18:37:04,2026-06-23 12:00:00,linked to INC-4853
74,1b4a7253-1cc4-3e60-45ac-48c3a1f15b2e,7e5f1c3d-905d-4534-02a8-d3668d0cc6ba,payments-worker-7a57672-86691,prod,jkim,platform-eng,5,5,5,4,false,,drained node,true,false,Accurate call on payments-api.,,,,true,0.13,2026-06-13 18:22:32,2026-06-23 12:00:00,follow-up in retro
75,28927632-5119-5ea5-0aff-9f8a21059eba,f4ade555-48c6-39cf-090a-d3b643926bfa,search-api-a47d446-4ffe2,prod,tgarcia,platform-eng,5,3,4,3,true,3577,restarted pod,true,true,Accurate call on payments-api.,longer lookback window,,,true,-0.08,2026-06-20 03:39:50,2026-06-23 12:00:00,linked to INC-4250
76,659750d3-a4f6-f5f9-f826-710fe00d1282,6b4cc9d3-5aa8-2660-4175-6830c2d9db61,cart-svc-0a94879-c1bba,prod,mpatel,sre-lead,5,5,5,3,true,3162,scaled deployment,true,true,"Spot-on, prevented an outage.",,,,true,-0.16,2026-06-23 11:11:23,2026-06-23 12:00:00,linked to INC-4993
77,6ddb5bc0-51d8-d492-a396-6aceb9b80bba,771d21cb-28b4-359d-58f2-b78fd692e350,checkout-web-4263246-52f3a,dr,tgarcia,platform-eng,5,2,5,2,true,365,drained node,false,true,Accurate call on payments-api.,add node-pressure feature,,,true,-0.11,2026-06-19 13:33:58,2026-06-23 12:00:00,
78,70de4529-4d20-39ac-bec1-c4d91fbb19d6,bd84e3ee-7a65-3499-03e5-1d6af4927786,orders-api-e9b4a39-c3784,prod,rsingh,sre-lead,5,5,4,5,true,1449,restarted pod,true,true,Accurate call on payments-api.,longer lookback window,,,true,-0.19,2026-06-12 00:36:23,2026-06-23 12:00:00,
79,3115a1e8-e412-030d-40a3-c6093710540b,585a51a7-12c3-c7a8-9067-1864a939b1cd,cart-svc-882ca58-64a75,prod,jkim,platform-eng,5,3,4,5,true,1608,monitored,true,false,Accurate call on payments-api.,tune threshold for staging,,,true,-0.19,2026-06-11 16:56:39,2026-06-23 12:00:00,linked to INC-4628
80,fde6dadb-035d-8869-6d18-ad7be52b9b1c,d267a4e5-dc75-1d38-5faa-a506476761dd,orders-api-e9b4a39-c3784,prod,rsingh,sre-lead,5,4,2,3,true,6783,scaled deployment,true,false,Accurate call on payments-api.,add node-pressure feature,,,true,-0.16,2026-06-11 07:13:54,2026-06-23 12:00:00,follow-up in retro
