id,correlation_id,source,target,message_type,payload,status,created_at,processed_at
11,360e2ca7-d34b-e790-c38e-010afb9f7a60,worker-staging-use2-eks-01,worker-prod-usw2-eks-01,heartbeat,"{""pod"":""payments-api-1ce3577-591ac"",""action"":""notify""}",pending,2026-06-19 12:04:44,
12,07f63b63-1eb0-17f8-3625-7263469ab1fb,cluster_manager-prod-usw2-eks-00,worker-dr-use1-eks-00,action_result,"{""pod"":""cart-svc-ee38458-64d46"",""action"":""scale""}",processed,2026-06-18 05:41:42,2026-06-18 05:42:06
13,59523aba-d87b-eb4b-a989-3b7a7335c440,worker-staging-use2-eks-03,strategist-staging-use2-eks-00,prediction,"{""pod"":""indexer-6af7422-f66fc"",""action"":""notify""}",processed,2026-06-08 23:32:36,2026-06-08 23:32:44
14,2a772a7f-ce51-04b5-90f8-ec6419436e7f,worker-prod-use2-eks-02,worker-prod-usw2-eks-05,query,"{""pod"":""notifications-abd2926-3451e"",""action"":""notify""}",pending,2026-05-31 12:16:34,
15,4d8de52b-f8bc-7b4e-2bdb-0c664903ded1,worker-staging-use2-eks-03,strategist-staging-use2-eks-00,action_request,"{""pod"":""indexer-b957537-8aa20"",""action"":""notify""}",failed,2026-06-22 22:26:08,2026-06-22 22:26:09
16,dd534242-6db1-d479-e2dc-71891d1caaf2,cluster_manager-prod-use2-eks-01,strategist-dr-use1-eks-00,heartbeat,"{""pod"":""search-api-be84964-d972c"",""action"":""notify""}",pending,2026-06-19 20:42:43,
17,9318fae4-6985-97f1-57bc-9fa6a0ca21b6,worker-prod-usw2-eks-02,worker-prod-use2-eks-01,prediction,"{""pod"":""notifications-26e9347-44fc8"",""action"":""restart""}",failed,2026-06-01 01:25:31,2026-06-01 01:25:54
18,6f885690-355d-643a-2df1-0765f74444a4,cluster_manager-dr-use1-eks-00,worker-dr-use1-eks-00,action_result,"{""pod"":""ledger-svc-e00a046-6e2d6"",""action"":""restart""}",failed,2026-06-13 13:13:49,2026-06-13 13:14:05
19,5ba1352d-1e66-539b-179d-e852a31759ba,worker-prod-usw2-eks-05,worker-prod-use2-eks-04,action_result,"{""pod"":""auth-gateway-d4d3364-aac01"",""action"":""scale""}",processed,2026-06-04 20:10:28,2026-06-04 20:10:53
20,35868f92-855e-2a9c-82ed-683000d4aa3e,cluster_manager-staging-use2-eks-01,worker-prod-use2-eks-00,ack,"{""pod"":""payments-worker-b4be648-d2dcb"",""action"":""scale""}",pending,2026-06-07 10:15:31,
21,fa60050c-3b36-6b05-e5a6-27a6b6d14b7e,worker-dr-use1-eks-05,cluster_manager-prod-use2-eks-01,query,"{""pod"":""auth-gateway-9bddb17-f3d59"",""action"":""restart""}",processed,2026-06-20 07:16:01,2026-06-20 07:16:11
22,08698b5f-5814-5686-c69e-0b12de91f2a8,worker-prod-usw2-eks-05,worker-staging-use2-eks-05,action_result,"{""pod"":""ledger-svc-1232e29-49ea1"",""action"":""restart""}",processed,2026-06-22 12:07:35,2026-06-22 12:07:37
23,fbbc5d35-0225-b043-60b9-c5ee4eba201e,worker-prod-use2-eks-02,cluster_manager-prod-use2-eks-00,heartbeat,"{""pod"":""recommendation-87e3198-026ea"",""action"":""notify""}",pending,2026-06-02 07:45:03,
24,dc8c96ea-0feb-0a78-f8e6-2d0bfed15fdc,worker-staging-use2-eks-04,cluster_manager-prod-use2-eks-00,ack,"{""pod"":""coredns-47d4438-c55d7"",""action"":""scale""}",failed,2026-06-15 15:45:40,2026-06-15 15:46:01
25,03c55ab3-f29b-7288-77ed-11950300d219,worker-dr-use1-eks-05,worker-prod-use2-eks-00,action_result,"{""pod"":""coredns-b16ea15-07544"",""action"":""scale""}",failed,2026-05-24 23:21:23,2026-05-24 23:21:51
26,bfb51540-e5f3-89d8-a2b8-b27c992dfd40,worker-dr-use1-eks-03,strategist-prod-use2-eks-00,action_request,"{""pod"":""cart-svc-ee38458-64d46"",""action"":""scale""}",pending,2026-06-15 09:50:09,
27,e45b7098-b0ba-0bfe-a15b-af7a6693a76a,strategist-staging-use2-eks-00,worker-prod-use2-eks-01,query,"{""pod"":""payments-api-dde4d16-a3d09"",""action"":""notify""}",processed,2026-05-31 19:46:53,2026-05-31 19:47:18
28,bde27adc-fc9a-7ed9-455e-8ada03fcf0ba,cluster_manager-prod-usw2-eks-00,strategist-dr-use1-eks-00,ack,"{""pod"":""orders-api-bfb2f93-32ad3"",""action"":""notify""}",failed,2026-06-17 15:10:44,2026-06-17 15:11:10
29,2b1f5ff9-da27-b78b-1dea-91b3d3168f83,worker-prod-usw2-eks-03,worker-staging-use2-eks-00,heartbeat,"{""pod"":""payments-api-dde4d16-a3d09"",""action"":""notify""}",processed,2026-05-27 05:00:02,2026-05-27 05:00:04
30,e36291bf-ffe9-c3b4-bf88-2535366a4342,worker-prod-usw2-eks-05,worker-staging-use2-eks-04,action_result,"{""pod"":""recommendation-1e52697-e4756"",""action"":""scale""}",processed,2026-06-08 18:50:25,2026-06-08 18:50:36
31,4e53335d-1e39-102a-62c2-4751aceb3532,worker-prod-usw2-eks-05,strategist-staging-use2-eks-00,ack,"{""pod"":""checkout-web-2e5d994-d724e"",""action"":""scale""}",processed,2026-06-08 07:33:03,2026-06-08 07:33:17
32,189c9e8b-eea8-762a-a9ed-630f1548f39a,worker-prod-use2-eks-04,worker-staging-use2-eks-04,heartbeat,"{""pod"":""payments-api-7fa4649-debd8"",""action"":""restart""}",processed,2026-06-20 11:29:17,2026-06-20 11:29:23
33,2f6ea4d6-db6c-b416-9bdb-cc3eb340c149,worker-prod-usw2-eks-05,worker-prod-use2-eks-00,escalation,"{""pod"":""auth-gateway-9bddb17-f3d59"",""action"":""scale""}",pending,2026-06-05 20:34:58,
34,865082b6-0ee3-df80-2a30-7ca6ba2de5bc,cluster_manager-staging-use2-eks-00,worker-prod-use2-eks-02,query,"{""pod"":""indexer-6c1eb29-ca471"",""action"":""restart""}",pending,2026-06-06 01:54:43,
35,67b00b8d-8abb-9e7e-7fa3-0877b10ab2fd,worker-dr-use1-eks-03,cluster_manager-prod-usw2-eks-00,escalation,"{""pod"":""auth-gateway-7b28269-a7447"",""action"":""notify""}",failed,2026-06-03 01:07:47,2026-06-03 01:08:05
36,73289b2f-6254-4422-7a3a-80c7c4c7b03d,worker-prod-use2-eks-02,cluster_manager-dr-use1-eks-00,escalation,"{""pod"":""payments-api-c9c2b74-00142"",""action"":""scale""}",processed,2026-05-30 18:43:24,2026-05-30 18:43:31
37,02e18277-d685-de85-197e-fd56bbe5dcb3,worker-staging-use2-eks-00,worker-dr-use1-eks-03,heartbeat,"{""pod"":""coredns-e513a45-fb7bf"",""action"":""restart""}",processed,2026-06-14 08:52:19,2026-06-14 08:52:34
38,34373be0-8003-6056-2193-52429d7c1b20,cluster_manager-prod-use2-eks-01,worker-prod-use2-eks-01,heartbeat,"{""pod"":""config-svc-d193d56-68bd9"",""action"":""restart""}",processed,2026-06-11 16:19:46,2026-06-11 16:20:00
39,25a8aabe-d992-585b-1bdf-d67688250960,worker-dr-use1-eks-01,worker-staging-use2-eks-00,action_result,"{""pod"":""coredns-47d4438-c55d7"",""action"":""notify""}",failed,2026-06-10 12:51:13,2026-06-10 12:51:39
40,0c8f4db8-2b2b-401a-9f51-412ee33a7b37,worker-prod-use2-eks-01,worker-prod-use2-eks-04,escalation,"{""pod"":""indexer-6c1eb29-ca471"",""action"":""restart""}",pending,2026-06-15 03:44:01,
41,76808ee0-b958-7f50-b833-2eb1310e8545,worker-prod-usw2-eks-02,strategist-prod-use2-eks-00,prediction,"{""pod"":""checkout-web-c343d41-6a8d2"",""action"":""restart""}",processed,2026-05-28 16:47:12,2026-05-28 16:47:40
42,9c56cbc0-7dbe-e293-7c1f-83fb62f0fc23,cluster_manager-dr-use1-eks-00,cluster_manager-prod-usw2-eks-00,prediction,"{""pod"":""notifications-c882a21-88bb7"",""action"":""restart""}",failed,2026-06-09 11:33:12,2026-06-09 11:33:21
43,846caec9-eedf-05e5-3e50-d0b370674350,worker-dr-use1-eks-03,cluster_manager-prod-usw2-eks-01,action_result,"{""pod"":""image-resizer-9994630-7c707"",""action"":""notify""}",failed,2026-05-27 10:43:37,2026-05-27 10:43:55
44,b1fc4fff-a0bb-16eb-4b4e-4694e6827c40,cluster_manager-prod-use2-eks-00,cluster_manager-prod-use2-eks-00,action_result,"{""pod"":""payments-worker-7a57672-86691"",""action"":""restart""}",processed,2026-06-14 16:55:51,2026-06-14 16:56:02
45,52211703-08c1-efd9-a830-994047b3a1af,worker-staging-use2-eks-02,strategist-prod-usw2-eks-00,action_request,"{""pod"":""auth-gateway-fb1c283-81cc8"",""action"":""scale""}",failed,2026-06-06 00:03:07,2026-06-06 00:03:11
46,f8656b81-a549-9655-e261-519a6028f006,cluster_manager-staging-use2-eks-00,worker-dr-use1-eks-04,prediction,"{""pod"":""notifications-1938743-28dca"",""action"":""notify""}",processed,2026-05-24 20:01:40,2026-05-24 20:01:56
47,4a67cd81-7273-e1b0-dd66-4eada60bae72,worker-staging-use2-eks-02,worker-staging-use2-eks-03,action_request,"{""pod"":""coredns-b16ea15-07544"",""action"":""notify""}",processed,2026-06-14 02:48:39,2026-06-14 02:48:45
48,359c0e3f-7f8e-3820-8950-9be036221f46,cluster_manager-prod-usw2-eks-01,cluster_manager-prod-usw2-eks-01,action_result,"{""pod"":""config-svc-0f5b883-4b9e2"",""action"":""scale""}",pending,2026-05-27 12:13:29,
49,a477d495-d73c-35d4-cddd-cc9652cc4426,worker-staging-use2-eks-05,worker-staging-use2-eks-03,action_result,"{""pod"":""inventory-svc-4453f63-e15f3"",""action"":""restart""}",failed,2026-06-03 02:12:49,2026-06-03 02:13:02
50,1a48e303-2442-5cdf-744e-1ada1eec59ad,cluster_manager-prod-use2-eks-01,worker-staging-use2-eks-02,prediction,"{""pod"":""checkout-web-0101b48-2b2af"",""action"":""notify""}",processed,2026-06-20 22:30:05,2026-06-20 22:30:32
51,24492fd6-b158-2215-e2af-fcd4f5ce169b,worker-staging-use2-eks-01,worker-prod-usw2-eks-03,ack,"{""pod"":""payments-api-1e23165-1e35b"",""action"":""scale""}",failed,2026-06-20 20:29:06,2026-06-20 20:29:31
52,3d83ef56-7eb8-7eaa-b1ce-8dac4f03baf0,worker-prod-use2-eks-01,worker-staging-use2-eks-04,query,"{""pod"":""indexer-4680271-0a829"",""action"":""scale""}",failed,2026-05-29 19:45:06,2026-05-29 19:45:26
53,6a53bd3c-9843-9864-f504-710dca88ba29,worker-staging-use2-eks-02,cluster_manager-prod-usw2-eks-01,heartbeat,"{""pod"":""cart-svc-0a94879-c1bba"",""action"":""scale""}",pending,2026-06-13 02:22:27,
54,6dd959b1-66cc-4884-8236-402e07cce936,cluster_manager-prod-usw2-eks-01,cluster_manager-dr-use1-eks-01,prediction,"{""pod"":""cart-svc-51c2594-4d271"",""action"":""restart""}",pending,2026-06-05 04:15:47,
55,c18a967b-2d25-f7c5-63fb-48ea5460f5f2,cluster_manager-staging-use2-eks-00,worker-prod-use2-eks-05,action_result,"{""pod"":""config-svc-929cd33-16be4"",""action"":""restart""}",processed,2026-06-05 19:32:05,2026-06-05 19:32:24
56,1bc53b1a-41d8-790c-02e3-15e2aeb4dea1,worker-staging-use2-eks-02,worker-staging-use2-eks-01,heartbeat,"{""pod"":""auth-gateway-7d2aa28-56f78"",""action"":""scale""}",pending,2026-06-09 20:43:24,
57,df55529a-0b8a-5877-40f5-22b18fe0e678,worker-prod-usw2-eks-05,worker-prod-use2-eks-00,query,"{""pod"":""orders-worker-f884840-8265c"",""action"":""notify""}",failed,2026-06-16 05:42:07,2026-06-16 05:42:17
58,c9abf437-719f-b9f4-140e-42fecb009b82,strategist-prod-usw2-eks-00,worker-prod-use2-eks-05,heartbeat,"{""pod"":""coredns-e513a45-fb7bf"",""action"":""restart""}",pending,2026-06-11 18:34:53,
59,cf20c02e-2b3f-e43a-eefe-ded9f4a9f6b0,worker-dr-use1-eks-04,cluster_manager-prod-use2-eks-01,heartbeat,"{""pod"":""payments-api-58c5e74-26d34"",""action"":""scale""}",pending,2026-06-18 07:53:59,
60,9e4cd34a-8c36-998e-333a-2a4211c824e3,cluster_manager-dr-use1-eks-00,worker-dr-use1-eks-05,escalation,"{""pod"":""image-resizer-9683178-b7560"",""action"":""scale""}",processed,2026-06-06 21:09:34,2026-06-06 21:09:55
61,338562f2-6e64-29ae-57c6-617d044433c6,worker-prod-use2-eks-02,worker-staging-use2-eks-04,escalation,"{""pod"":""payments-api-c9c2b74-00142"",""action"":""notify""}",pending,2026-06-14 07:14:52,
62,caa707be-b1d2-c49b-ad57-17a3e9a24ea5,cluster_manager-prod-use2-eks-01,strategist-prod-usw2-eks-00,ack,"{""pod"":""checkout-web-4263246-52f3a"",""action"":""scale""}",pending,2026-05-26 19:08:45,
63,135b8903-b107-797a-5c66-91ebb593f259,strategist-dr-use1-eks-00,worker-prod-usw2-eks-01,heartbeat,"{""pod"":""indexer-4680271-0a829"",""action"":""scale""}",processed,2026-06-21 10:26:34,2026-06-21 10:26:38
64,230c9965-e03b-5d2e-1f41-363f0fb2cd2a,worker-prod-use2-eks-05,cluster_manager-dr-use1-eks-01,action_result,"{""pod"":""notifications-abd2926-3451e"",""action"":""notify""}",processed,2026-06-14 15:56:39,2026-06-14 15:57:06
65,acd9d1f1-bfc5-353f-2bab-ac99f41f48e4,worker-prod-use2-eks-02,worker-prod-use2-eks-05,action_result,"{""pod"":""inventory-svc-bf8f159-02345"",""action"":""restart""}",processed,2026-05-26 02:46:05,2026-05-26 02:46:06
66,acaa5e5b-b150-56bb-9756-d39ce12fac4f,cluster_manager-prod-use2-eks-00,worker-prod-use2-eks-04,query,"{""pod"":""notifications-b036879-82982"",""action"":""scale""}",processed,2026-06-12 10:12:44,2026-06-12 10:12:45
67,ea057acf-3fe2-ba63-66f7-6b50c8768e76,worker-prod-use2-eks-01,cluster_manager-staging-use2-eks-00,escalation,"{""pod"":""session-store-28ebc77-cf7c8"",""action"":""scale""}",pending,2026-06-15 23:04:15,
68,45eb7f6c-f4c8-0b9c-af7d-3659a25233ca,worker-staging-use2-eks-02,worker-prod-use2-eks-02,ack,"{""pod"":""auth-gateway-bf1d422-2018d"",""action"":""restart""}",pending,2026-05-28 04:29:45,
69,73396e45-73bd-ba14-3aba-284dbf70e027,worker-prod-use2-eks-04,worker-staging-use2-eks-02,query,"{""pod"":""orders-worker-6ee3345-b0d20"",""action"":""restart""}",pending,2026-06-23 01:29:24,
70,423e7d53-ed9e-61d8-d581-3d46abb888cb,worker-staging-use2-eks-05,worker-prod-usw2-eks-04,prediction,"{""pod"":""checkout-web-2b77739-52fdd"",""action"":""restart""}",processed,2026-06-07 06:16:41,2026-06-07 06:16:41
71,20755bd8-9dc6-1b66-0151-229522678a25,worker-prod-use2-eks-05,cluster_manager-prod-use2-eks-01,action_request,"{""pod"":""orders-worker-9681c18-374c7"",""action"":""notify""}",pending,2026-06-21 05:17:27,
72,e1969000-3c83-06a3-e5c3-61d52e8f9610,worker-prod-use2-eks-01,strategist-prod-use2-eks-00,query,"{""pod"":""session-store-1ac5266-1ca26"",""action"":""notify""}",processed,2026-06-10 09:54:53,2026-06-10 09:55:08
73,156a5be1-b6bb-90f7-5614-d9f780245763,cluster_manager-staging-use2-eks-01,cluster_manager-prod-usw2-eks-00,query,"{""pod"":""checkout-web-2b77739-52fdd"",""action"":""scale""}",pending,2026-05-30 06:31:52,
74,68e83897-6b31-1db6-f8e1-c6376b175902,worker-prod-usw2-eks-03,worker-prod-use2-eks-04,escalation,"{""pod"":""payments-worker-b4be648-d2dcb"",""action"":""scale""}",pending,2026-06-19 15:45:12,
75,90781ec8-faeb-13ef-f256-cba332227564,cluster_manager-prod-use2-eks-00,cluster_manager-prod-usw2-eks-01,query,"{""pod"":""recommendation-87e3198-026ea"",""action"":""scale""}",processed,2026-06-11 18:44:53,2026-06-11 18:45:21
76,f4936a33-b1eb-61c9-ec2d-3bd6ffcb5ce3,worker-prod-use2-eks-03,worker-prod-use2-eks-03,query,"{""pod"":""coredns-b16ea15-07544"",""action"":""notify""}",processed,2026-06-17 14:00:22,2026-06-17 14:00:49
77,b2b703e1-a637-75ad-a063-9ad2303b6a4e,worker-prod-usw2-eks-01,worker-prod-usw2-eks-01,action_request,"{""pod"":""auth-gateway-9bddb17-f3d59"",""action"":""scale""}",processed,2026-06-14 20:19:14,2026-06-14 20:19:19
78,3c1fd047-b8c0-8792-d704-5c6ded5679a6,cluster_manager-staging-use2-eks-00,cluster_manager-dr-use1-eks-00,ack,"{""pod"":""search-api-61d1d17-0014f"",""action"":""notify""}",failed,2026-06-21 06:07:15,2026-06-21 06:07:27
79,6a9bac1f-a670-5712-6aac-b1ddc6b9e340,worker-dr-use1-eks-00,worker-prod-usw2-eks-05,action_result,"{""pod"":""ledger-svc-842cd31-95bfa"",""action"":""notify""}",pending,2026-06-11 16:45:19,
80,2d0693c1-aec7-60c8-4780-6d4d54749131,worker-prod-use2-eks-05,worker-dr-use1-eks-05,action_request,"{""pod"":""checkout-web-0101b48-2b2af"",""action"":""notify""}",pending,2026-05-28 00:46:39,
81,faf9c95b-e22f-589d-14b1-327cdeb75a96,worker-prod-use2-eks-02,worker-dr-use1-eks-00,heartbeat,"{""pod"":""image-resizer-6542c92-1100b"",""action"":""scale""}",processed,2026-06-17 03:16:27,2026-06-17 03:16:43
82,4034ebcf-6369-fbcc-24e7-97f41e7685a6,worker-prod-usw2-eks-05,strategist-dr-use1-eks-00,escalation,"{""pod"":""indexer-4680271-0a829"",""action"":""notify""}",failed,2026-06-04 12:14:42,2026-06-04 12:15:02
83,b4e885f0-5f46-7ccf-267d-1cd4cf977cb0,worker-prod-use2-eks-01,worker-dr-use1-eks-02,prediction,"{""pod"":""search-api-8ca0b98-505ff"",""action"":""scale""}",pending,2026-05-27 17:26:27,
84,61b3116c-345b-d43d-23ae-c0ceb4e62c8b,worker-dr-use1-eks-01,worker-prod-use2-eks-03,action_result,"{""pod"":""orders-worker-b907131-2627d"",""action"":""notify""}",processed,2026-05-28 08:03:24,2026-05-28 08:03:29
85,30324421-d286-9378-a7e9-90cd3a5a2e20,worker-prod-usw2-eks-00,worker-prod-usw2-eks-02,prediction,"{""pod"":""inventory-svc-bf8f159-02345"",""action"":""notify""}",processed,2026-06-09 15:29:58,2026-06-09 15:30:04
86,94873c2e-d3de-1764-a2a9-0cfd950b23ae,worker-prod-use2-eks-05,cluster_manager-staging-use2-eks-01,ack,"{""pod"":""checkout-web-2b77739-52fdd"",""action"":""scale""}",processed,2026-06-21 07:31:48,2026-06-21 07:31:48
87,3854610a-f189-e962-7f69-812e32f592e6,cluster_manager-staging-use2-eks-01,worker-prod-use2-eks-05,escalation,"{""pod"":""ledger-svc-2014124-29b88"",""action"":""restart""}",processed,2026-06-03 14:14:34,2026-06-03 14:14:43
88,05ce3526-0c9c-fe40-f6ad-ec19a6545777,cluster_manager-prod-use2-eks-00,worker-prod-usw2-eks-01,prediction,"{""pod"":""session-store-1ac5266-1ca26"",""action"":""restart""}",processed,2026-06-06 05:35:57,2026-06-06 05:36:10
89,e73c18f8-1f3b-01ed-043e-f0131f52721a,cluster_manager-dr-use1-eks-00,cluster_manager-prod-use2-eks-00,query,"{""pod"":""ledger-svc-842cd31-95bfa"",""action"":""notify""}",processed,2026-06-06 16:57:04,2026-06-06 16:57:21
90,b2e43f74-6ef6-e199-568f-163f5cb880f5,strategist-prod-use2-eks-00,worker-prod-use2-eks-02,heartbeat,"{""pod"":""orders-worker-0696c96-a62c8"",""action"":""notify""}",processed,2026-06-16 12:41:45,2026-06-16 12:41:57
91,adf2f30a-6f8a-2cd0-3eb6-55c5cd6c6da9,worker-dr-use1-eks-03,strategist-prod-usw2-eks-00,prediction,"{""pod"":""recommendation-2071c72-c0b22"",""action"":""scale""}",processed,2026-06-08 17:19:26,2026-06-08 17:19:30
92,8ef5ee7a-edd3-2a37-3091-ff041ace38aa,worker-prod-usw2-eks-00,worker-staging-use2-eks-03,ack,"{""pod"":""payments-api-1ce3577-591ac"",""action"":""scale""}",failed,2026-05-31 22:35:21,2026-05-31 22:35:51
93,5c087e38-d1b1-12bb-b72f-5f3d92dbe3f5,worker-dr-use1-eks-00,worker-dr-use1-eks-04,action_result,"{""pod"":""cart-svc-882ca58-64a75"",""action"":""scale""}",processed,2026-06-14 17:45:00,2026-06-14 17:45:09
94,24b2e5de-08f9-491b-1f5e-d923b5774739,worker-staging-use2-eks-05,worker-prod-use2-eks-03,action_request,"{""pod"":""coredns-37f1521-4cd3d"",""action"":""scale""}",failed,2026-06-20 11:02:58,2026-06-20 11:03:08
95,bc5b7c4e-4d51-dc6a-65c6-308ef2d54422,worker-dr-use1-eks-03,strategist-dr-use1-eks-00,action_request,"{""pod"":""session-store-4732511-0dba8"",""action"":""restart""}",pending,2026-05-24 15:46:36,
96,bbaa9d53-52b7-ec4f-8444-296c5bd6247a,worker-prod-use2-eks-05,strategist-staging-use2-eks-00,ack,"{""pod"":""image-resizer-6542c92-1100b"",""action"":""notify""}",failed,2026-05-26 14:08:14,2026-05-26 14:08:16
97,21dcff64-367f-dba0-2d0f-da733e67ad0f,worker-prod-usw2-eks-01,worker-dr-use1-eks-00,prediction,"{""pod"":""indexer-6c1eb29-ca471"",""action"":""restart""}",processed,2026-06-02 04:28:46,2026-06-02 04:28:52
98,90f183a5-d687-f823-f42a-446c1ecee603,worker-dr-use1-eks-05,worker-dr-use1-eks-01,ack,"{""pod"":""payments-worker-bbc0947-0aa1a"",""action"":""scale""}",processed,2026-05-29 14:04:04,2026-05-29 14:04:22
99,c823c3dc-70d6-e7cd-ea02-203cc4d02c55,worker-dr-use1-eks-05,worker-dr-use1-eks-04,heartbeat,"{""pod"":""payments-worker-1d1bf52-dff66"",""action"":""notify""}",processed,2026-06-14 18:15:26,2026-06-14 18:15:27
100,5ccdc895-e338-342b-cdf1-fe3bb79bc2e6,worker-prod-usw2-eks-01,cluster_manager-dr-use1-eks-01,action_result,"{""pod"":""orders-api-cbca488-26609"",""action"":""notify""}",pending,2026-06-06 13:34:14,
101,1cac2894-ac49-870c-3a46-510222e4060d,worker-dr-use1-eks-00,worker-prod-use2-eks-05,action_request,"{""pod"":""payments-api-7fa4649-debd8"",""action"":""notify""}",processed,2026-05-26 08:02:25,2026-05-26 08:02:47
102,b8ad55ae-4663-2868-db4e-0387b1945980,cluster_manager-prod-use2-eks-00,worker-staging-use2-eks-05,query,"{""pod"":""checkout-web-c2b3638-fa6d0"",""action"":""notify""}",processed,2026-06-15 07:40:12,2026-06-15 07:40:34
103,d14f5bc3-2cfe-be01-86ae-00f2e061acb8,worker-staging-use2-eks-01,worker-prod-usw2-eks-02,ack,"{""pod"":""ledger-svc-e00a046-6e2d6"",""action"":""notify""}",processed,2026-06-15 17:36:28,2026-06-15 17:36:44
104,cb65d1a3-e645-889a-7e3a-2740c679a042,cluster_manager-prod-usw2-eks-00,worker-prod-use2-eks-02,query,"{""pod"":""payments-worker-b4be648-d2dcb"",""action"":""restart""}",processed,2026-06-22 06:57:47,2026-06-22 06:58:06
105,4c2118e0-b957-6b8c-7857-c09c173a67b5,strategist-prod-use2-eks-00,worker-prod-usw2-eks-02,escalation,"{""pod"":""payments-api-423b015-b80bd"",""action"":""scale""}",processed,2026-05-30 02:46:03,2026-05-30 02:46:24
106,284bb7ef-8c96-1c4c-ee5f-0e5f1af7f779,worker-dr-use1-eks-04,worker-prod-usw2-eks-00,ack,"{""pod"":""ledger-svc-1232e29-49ea1"",""action"":""notify""}",pending,2026-05-26 19:18:17,
107,43bddfda-b740-e619-c599-2f8f9a4ffee0,worker-staging-use2-eks-01,cluster_manager-prod-use2-eks-01,escalation,"{""pod"":""metrics-server-6162d13-d4a14"",""action"":""restart""}",pending,2026-05-31 13:12:30,
108,6bc31652-485e-e5e5-8112-a973a1830334,worker-staging-use2-eks-01,worker-prod-usw2-eks-00,action_result,"{""pod"":""search-api-db28570-d359e"",""action"":""notify""}",failed,2026-06-21 14:04:43,2026-06-21 14:05:10
109,a55ae525-563d-e124-63e6-e80c2d59ba36,worker-staging-use2-eks-03,worker-staging-use2-eks-01,action_request,"{""pod"":""checkout-web-6e9e217-a5c79"",""action"":""notify""}",pending,2026-06-18 05:03:40,
110,d33795be-61a9-dfa7-3734-0bac119a3de7,worker-prod-usw2-eks-02,worker-prod-use2-eks-04,prediction,"{""pod"":""checkout-web-f628153-c1833"",""action"":""notify""}",processed,2026-06-01 19:52:53,2026-06-01 19:53:03
111,871448d9-cb80-e347-355b-6791153a526a,worker-dr-use1-eks-01,strategist-dr-use1-eks-00,query,"{""pod"":""recommendation-c460126-52814"",""action"":""scale""}",pending,2026-06-22 10:01:34,
112,25dcca7f-5729-3705-f63f-361a4b53f57f,strategist-dr-use1-eks-00,worker-staging-use2-eks-00,ack,"{""pod"":""auth-gateway-41b4f33-14ef9"",""action"":""scale""}",processed,2026-05-25 10:45:41,2026-05-25 10:45:45
113,64601923-715c-496a-0d35-6fa288c4cc2e,strategist-staging-use2-eks-00,worker-staging-use2-eks-00,ack,"{""pod"":""checkout-web-0101b48-2b2af"",""action"":""notify""}",processed,2026-06-10 04:30:00,2026-06-10 04:30:23
